email_id,send_day,policy,opened
472,2,baseline,0
473,2,baseline,0
474,2,baseline,0
475,2,baseline,0
476,2,baseline,1
477,2,baseline,0
478,2,baseline,0
479,2,baseline,0
480,2,baseline,0
481,2,baseline,0
482,2,baseline,0
483,2,baseline,0
484,2,baseline,0
485,2,baseline,0
486,2,baseline,0
487,2,baseline,0
488,2,baseline,1
489,2,baseline,0
490,2,baseline,0
491,2,baseline,0
492,2,baseline,0
493,2,baseline,0
494,2,baseline,0
495,2,baseline,0
496,2,baseline,0
497,2,baseline,0
498,2,baseline,0
499,2,baseline,0
500,2,baseline,0
501,2,baseline,0
502,2,baseline,0
503,2,baseline,0
504,2,baseline,1
505,2,baseline,0
506,2,baseline,0
507,2,baseline,0
508,2,baseline,0
509,2,baseline,1
510,2,baseline,0
511,2,baseline,0
512,2,baseline,0
513,2,baseline,0
514,2,baseline,0
515,2,baseline,0
516,2,baseline,0
517,2,baseline,0
518,2,baseline,0
519,2,baseline,0
520,2,baseline,0
521,2,baseline,0
522,2,baseline,0
523,2,baseline,0
524,2,baseline,0
525,2,baseline,0
526,2,baseline,0
527,2,baseline,0
528,2,baseline,0
529,2,baseline,0
530,2,baseline,0
531,2,baseline,0
532,2,baseline,0
533,2,baseline,0
534,2,baseline,0
535,2,baseline,0
536,2,baseline,0
537,2,baseline,0
538,2,baseline,0
539,2,baseline,0
540,2,baseline,0
541,2,baseline,0
542,2,baseline,0
543,2,baseline,1
544,2,baseline,0
545,2,baseline,0
546,2,baseline,1
547,2,baseline,1
548,2,baseline,0
549,2,baseline,0
550,2,baseline,1
551,2,baseline,0
552,2,baseline,0
553,2,baseline,0
554,2,baseline,0
555,2,baseline,0
556,2,baseline,0
557,2,baseline,0
558,2,baseline,0
559,2,baseline,0
560,2,baseline,0
561,2,baseline,0
562,2,baseline,1
563,2,baseline,0
564,2,baseline,1
565,2,baseline,0
566,2,baseline,0
567,2,baseline,0
568,2,baseline,0
569,2,baseline,0
570,2,baseline,0
571,2,baseline,0
572,2,baseline,0
573,2,baseline,0
574,2,baseline,0
575,2,baseline,0
576,2,baseline,0
577,2,baseline,0
578,2,baseline,0
579,2,baseline,0
580,2,baseline,0
581,2,baseline,0
582,2,baseline,1
583,2,baseline,1
584,2,baseline,0
585,2,baseline,0
586,2,baseline,0
587,2,baseline,0
588,2,baseline,0
589,2,baseline,0
590,2,baseline,0
591,2,baseline,0
592,2,baseline,0
593,2,baseline,0
594,2,baseline,0
595,2,baseline,0
596,2,baseline,0
597,2,baseline,0
598,2,baseline,0
599,2,baseline,0
600,2,baseline,0
601,3,bandit,0
602,3,bandit,0
603,3,bandit,0
604,3,bandit,0
605,3,bandit,0
606,3,bandit,0
607,3,bandit,0
608,3,bandit,0
609,3,bandit,0
610,3,bandit,0
611,3,bandit,0
612,3,bandit,0
613,3,bandit,0
614,3,bandit,0
615,3,bandit,0
616,3,bandit,0
617,3,bandit,0
618,3,bandit,0
619,3,bandit,0
620,3,bandit,0
621,3,bandit,0
622,3,bandit,0
623,3,bandit,0
624,3,bandit,0
625,3,bandit,0
626,3,bandit,0
627,3,bandit,0
628,3,bandit,0
629,3,bandit,0
630,3,bandit,0
631,3,bandit,0
632,3,bandit,0
633,3,bandit,0
634,3,bandit,0
635,3,bandit,0
636,3,bandit,0
637,3,bandit,0
638,3,bandit,0
639,3,bandit,0
640,3,bandit,0
641,3,bandit,0
642,3,bandit,0
643,3,bandit,0
644,3,bandit,0
645,3,bandit,0
646,3,bandit,0
647,3,bandit,0
648,3,bandit,0
649,3,bandit,0
650,3,bandit,0
651,3,bandit,0
652,3,bandit,0
653,3,bandit,0
654,3,bandit,0
655,3,bandit,0
656,3,bandit,0
657,3,bandit,0
658,3,bandit,0
659,3,bandit,0
660,3,bandit,0
661,3,bandit,0
662,3,bandit,0
663,3,bandit,0
664,3,bandit,0
665,3,bandit,0
666,3,bandit,0
667,3,bandit,0
668,3,bandit,0
669,3,bandit,1
670,3,bandit,0
671,3,bandit,0
672,3,bandit,0
673,3,bandit,0
674,3,bandit,0
675,3,bandit,0
676,3,bandit,0
677,3,bandit,0
678,3,bandit,0
679,3,bandit,0
680,3,bandit,0
681,3,bandit,0
682,3,bandit,0
683,3,bandit,0
684,3,bandit,0
685,3,bandit,0
686,3,bandit,0
687,3,bandit,0
688,3,bandit,0
689,3,bandit,0
690,3,bandit,0
691,3,bandit,0
692,3,bandit,0
693,3,bandit,0
694,3,bandit,0
695,3,bandit,0
696,3,bandit,0
697,3,bandit,0
698,3,bandit,0
699,3,bandit,0
700,3,bandit,0
701,3,bandit,0
702,3,bandit,0
703,3,bandit,0
704,3,bandit,0
705,3,bandit,0
706,3,bandit,0
707,3,bandit,0
708,3,bandit,0
709,3,bandit,0
710,3,bandit,0
711,3,bandit,0
712,3,bandit,0
713,3,bandit,0
714,3,bandit,0
715,3,bandit,0
716,3,bandit,0
717,3,bandit,0
718,3,bandit,0
719,3,bandit,0
720,3,bandit,0
721,3,bandit,0
722,3,bandit,0
723,3,bandit,0
724,3,bandit,1
725,3,bandit,0
726,3,bandit,0
727,3,bandit,0
728,3,bandit,0
729,3,bandit,0
730,3,bandit,0
731,3,bandit,0
732,3,bandit,0
733,3,bandit,0
734,3,bandit,0
735,3,bandit,0
736,3,bandit,0
737,3,bandit,0
738,3,bandit,0
739,3,bandit,0
740,3,bandit,0
741,3,bandit,0
742,3,bandit,0
743,3,bandit,0
744,3,bandit,0
745,3,bandit,0
746,3,bandit,0
747,3,bandit,0
748,3,bandit,0
749,3,bandit,0
750,3,bandit,0
751,3,baseline,0
752,3,baseline,0
753,3,baseline,0
754,3,baseline,0
755,3,baseline,0
756,3,baseline,0
757,3,baseline,1
758,3,baseline,0
759,3,baseline,0
760,3,baseline,0
761,3,baseline,0
762,3,baseline,0
763,3,baseline,0
764,3,baseline,0
765,3,baseline,0
766,3,baseline,0
767,3,baseline,0
768,3,baseline,0
769,3,baseline,0
770,3,baseline,0
771,3,baseline,0
772,3,baseline,0
773,3,baseline,0
774,3,baseline,0
775,3,baseline,0
776,3,baseline,1
777,3,baseline,0
778,3,baseline,0
779,3,baseline,0
780,3,baseline,1
781,3,baseline,0
782,3,baseline,0
783,3,baseline,0
784,3,baseline,0
785,3,baseline,0
786,3,baseline,1
787,3,baseline,0
788,3,baseline,0
789,3,baseline,1
790,3,baseline,0
791,3,baseline,0
792,3,baseline,0
793,3,baseline,0
794,3,baseline,0
795,3,baseline,0
796,3,baseline,0
797,3,baseline,0
798,3,baseline,0
799,3,baseline,0
800,3,baseline,0
801,3,baseline,0
802,3,baseline,0
803,3,baseline,1
804,3,baseline,0
805,3,baseline,0
806,3,baseline,0
807,3,baseline,0
808,3,baseline,0
809,3,baseline,0
810,3,baseline,0
811,3,baseline,0
812,3,baseline,0
813,3,baseline,0
814,3,baseline,0
815,3,baseline,0
816,3,baseline,0
817,3,baseline,0
818,3,baseline,0
819,3,baseline,0
820,3,baseline,0
821,3,baseline,0
822,3,baseline,0
823,3,baseline,1
824,3,baseline,0
825,3,baseline,0
826,3,baseline,0
827,3,baseline,0
828,3,baseline,0
829,3,baseline,0
830,3,baseline,0
831,3,baseline,0
832,3,baseline,0
833,3,baseline,0
834,3,baseline,0
835,3,baseline,0
836,3,baseline,0
837,3,baseline,0
838,3,baseline,0
839,3,baseline,0
840,3,baseline,0
841,3,baseline,0
842,3,baseline,1
843,3,baseline,0
844,3,baseline,0
845,3,baseline,0
846,3,baseline,0
847,3,baseline,0
848,3,baseline,0
849,3,baseline,0
850,3,baseline,0
851,3,baseline,0
852,3,baseline,0
853,3,baseline,0
854,3,baseline,0
855,3,baseline,0
856,3,baseline,0
857,3,baseline,0
858,3,baseline,0
859,3,baseline,0
860,3,baseline,0
861,3,baseline,0
862,3,baseline,0
863,3,baseline,1
864,3,baseline,0
865,3,baseline,0
866,3,baseline,0
867,3,baseline,0
868,3,baseline,1
869,3,baseline,0
870,3,baseline,0
871,3,baseline,0
872,3,baseline,0
873,3,baseline,0
874,3,baseline,0
875,3,baseline,0
876,3,baseline,0
877,3,baseline,0
878,3,baseline,0
879,3,baseline,0
880,3,baseline,0
881,3,baseline,0
882,3,baseline,0
883,3,baseline,0
884,3,baseline,0
885,3,baseline,0
886,3,baseline,0
887,3,baseline,0
888,3,baseline,0
889,3,baseline,0
890,3,baseline,0
891,3,baseline,1
892,3,baseline,0
893,3,baseline,0
894,3,baseline,0
895,3,baseline,0
896,3,baseline,0
897,3,baseline,0
898,3,baseline,0
899,3,baseline,0
900,3,baseline,0
901,4,bandit,0
902,4,bandit,0
903,4,bandit,0
904,4,bandit,0
905,4,bandit,0
906,4,bandit,0
907,4,bandit,0
908,4,bandit,0
909,4,bandit,0
910,4,bandit,0
911,4,bandit,0
912,4,bandit,0
913,4,bandit,0
914,4,bandit,0
915,4,bandit,0
916,4,bandit,0
917,4,bandit,0
918,4,bandit,0
919,4,bandit,0
920,4,bandit,0
921,4,bandit,0
922,4,bandit,0
923,4,bandit,0
924,4,bandit,0
925,4,bandit,0
926,4,bandit,0
927,4,bandit,0
928,4,bandit,0
929,4,bandit,0
930,4,bandit,0
931,4,bandit,0
932,4,bandit,0
933,4,bandit,0
934,4,bandit,0
935,4,bandit,0
936,4,bandit,0
937,4,bandit,0
938,4,bandit,0
939,4,bandit,0
940,4,bandit,0
941,4,bandit,0
942,4,bandit,0
943,4,bandit,0
944,4,bandit,0
945,4,bandit,0
946,4,bandit,0
947,4,bandit,0
948,4,bandit,0
949,4,bandit,0
950,4,bandit,0
951,4,bandit,1
952,4,bandit,0
953,4,bandit,0
954,4,bandit,0
955,4,bandit,1
956,4,bandit,0
957,4,bandit,0
958,4,bandit,0
959,4,bandit,0
960,4,bandit,0
961,4,bandit,0
962,4,bandit,0
963,4,bandit,0
964,4,bandit,0
965,4,bandit,0
966,4,bandit,0
967,4,bandit,0
968,4,bandit,0
969,4,bandit,0
970,4,bandit,0
971,4,bandit,0
972,4,bandit,1
973,4,bandit,0
974,4,bandit,0
975,4,bandit,0
976,4,bandit,0
977,4,bandit,0
978,4,bandit,0
979,4,bandit,0
980,4,bandit,0
981,4,bandit,0
982,4,bandit,1
983,4,bandit,0
984,4,bandit,0
985,4,bandit,0
986,4,bandit,0
987,4,bandit,0
988,4,bandit,0
989,4,bandit,0
990,4,bandit,0
991,4,bandit,0
992,4,bandit,0
993,4,bandit,0
994,4,bandit,0
995,4,bandit,0
996,4,bandit,0
997,4,bandit,0
998,4,bandit,0
999,4,bandit,0
1000,4,bandit,0
1001,4,bandit,0
1002,4,bandit,0
1003,4,bandit,0
1004,4,bandit,0
1005,4,bandit,0
1006,4,bandit,0
1007,4,bandit,0
1008,4,bandit,0
1009,4,bandit,0
1010,4,bandit,0
1011,4,bandit,0
1012,4,bandit,0
1013,4,bandit,0
1014,4,bandit,0
1015,4,bandit,0
1016,4,bandit,0
1017,4,bandit,0
1018,4,bandit,0
1019,4,bandit,0
1020,4,bandit,0
1021,4,bandit,1
1022,4,bandit,0
1023,4,bandit,0
1024,4,bandit,0
1025,4,bandit,0
1026,4,bandit,0
1027,4,bandit,0
1028,4,bandit,0
1029,4,bandit,0
1030,4,bandit,0
1031,4,bandit,0
1032,4,bandit,0
1033,4,bandit,0
1034,4,bandit,0
1035,4,bandit,0
1036,4,bandit,0
1037,4,bandit,0
1038,4,bandit,0
1039,4,bandit,0
1040,4,bandit,1
1041,4,bandit,0
1042,4,bandit,0
1043,4,bandit,0
1044,4,bandit,0
1045,4,bandit,0
1046,4,bandit,0
1047,4,bandit,0
1048,4,bandit,0
1049,4,bandit,0
1050,4,bandit,0
1051,4,baseline,0
1052,4,baseline,1
1053,4,baseline,0
1054,4,baseline,0
1055,4,baseline,0
1056,4,baseline,0
1057,4,baseline,0
1058,4,baseline,0
1059,4,baseline,0
1060,4,baseline,0
1061,4,baseline,0
1062,4,baseline,0
1063,4,baseline,0
1064,4,baseline,0
1065,4,baseline,0
1066,4,baseline,0
1067,4,baseline,0
1068,4,baseline,1
1069,4,baseline,0
1070,4,baseline,0
1071,4,baseline,0
1072,4,baseline,0
1073,4,baseline,0
1074,4,baseline,0
1075,4,baseline,0
1076,4,baseline,0
1077,4,baseline,0
1078,4,baseline,0
1079,4,baseline,0
1080,4,baseline,0
1081,4,baseline,0
1082,4,baseline,1
1083,4,baseline,0
1084,4,baseline,1
1085,4,baseline,0
1086,4,baseline,0
1087,4,baseline,0
1088,4,baseline,0
1089,4,baseline,0
1090,4,baseline,0
1091,4,baseline,0
1092,4,baseline,0
1093,4,baseline,0
1094,4,baseline,0
1095,4,baseline,0
1096,4,baseline,0
1097,4,baseline,0
1098,4,baseline,0
1099,4,baseline,0
1100,4,baseline,0
1101,4,baseline,0
1102,4,baseline,0
1103,4,baseline,0
1104,4,baseline,0
1105,4,baseline,0
1106,4,baseline,1
1107,4,baseline,0
1108,4,baseline,0
1109,4,baseline,0
1110,4,baseline,0
1111,4,baseline,0
1112,4,baseline,0
1113,4,baseline,0
1114,4,baseline,0
1115,4,baseline,0
1116,4,baseline,0
1117,4,baseline,0
1118,4,baseline,0
1119,4,baseline,0
1120,4,baseline,0
1121,4,baseline,0
1122,4,baseline,1
1123,4,baseline,0
1124,4,baseline,0
1125,4,baseline,0
1126,4,baseline,0
1127,4,baseline,0
1128,4,baseline,0
1129,4,baseline,0
1130,4,baseline,1
1131,4,baseline,0
1132,4,baseline,1
1133,4,baseline,0
1134,4,baseline,0
1135,4,baseline,0
1136,4,baseline,0
1137,4,baseline,0
1138,4,baseline,0
1139,4,baseline,0
1140,4,baseline,0
1141,4,baseline,0
1142,4,baseline,0
1143,4,baseline,0
1144,4,baseline,0
1145,4,baseline,0
1146,4,baseline,0
1147,4,baseline,0
1148,4,baseline,0
1149,4,baseline,0
1150,4,baseline,0
1151,4,baseline,0
1152,4,baseline,0
1153,4,baseline,0
1154,4,baseline,0
1155,4,baseline,0
1156,4,baseline,0
1157,4,baseline,0
1158,4,baseline,0
1159,4,baseline,0
1160,4,baseline,0
1161,4,baseline,0
1162,4,baseline,0
1163,4,baseline,0
1164,4,baseline,0
1165,4,baseline,0
1166,4,baseline,0
1167,4,baseline,0
1168,4,baseline,0
1169,4,baseline,0
1170,4,baseline,0
1171,4,baseline,0
1172,4,baseline,0
1173,4,baseline,0
1174,4,baseline,0
1175,4,baseline,0
1176,4,baseline,0
1177,4,baseline,0
1178,4,baseline,0
1179,4,baseline,1
1180,4,baseline,0
1181,4,baseline,0
1182,4,baseline,0
1183,4,baseline,0
1184,4,baseline,0
1185,4,baseline,0
1186,4,baseline,0
1187,4,baseline,0
1188,4,baseline,0
1189,4,baseline,0
1190,4,baseline,0
1191,4,baseline,0
1192,4,baseline,1
1193,4,baseline,0
1194,4,baseline,0
1195,4,baseline,0
1196,4,baseline,1
1197,4,baseline,0
1198,4,baseline,0
1199,4,baseline,0
1200,4,baseline,0
1201,5,bandit,0
1202,5,bandit,0
1203,5,bandit,0
1204,5,bandit,0
1205,5,bandit,0
1206,5,bandit,0
1207,5,bandit,0
1208,5,bandit,0
1209,5,bandit,0
1210,5,bandit,0
1211,5,bandit,0
1212,5,bandit,0
1213,5,bandit,0
1214,5,bandit,1
1215,5,bandit,0
1216,5,bandit,0
1217,5,bandit,0
1218,5,bandit,0
1219,5,bandit,0
1220,5,bandit,0
1221,5,bandit,0
1222,5,bandit,0
1223,5,bandit,0
1224,5,bandit,0
1225,5,bandit,0
1226,5,bandit,0
1227,5,bandit,0
1228,5,bandit,1
1229,5,bandit,0
1230,5,bandit,0
1231,5,bandit,0
1232,5,bandit,0
1233,5,bandit,0
1234,5,bandit,0
1235,5,bandit,0
1236,5,bandit,0
1237,5,bandit,0
1238,5,bandit,0
1239,5,bandit,0
1240,5,bandit,0
1241,5,bandit,0
1242,5,bandit,0
1243,5,bandit,0
1244,5,bandit,0
1245,5,bandit,0
1246,5,bandit,0
1247,5,bandit,0
1248,5,bandit,0
1249,5,bandit,0
1250,5,bandit,0
1251,5,bandit,0
1252,5,bandit,0
1253,5,bandit,0
1254,5,bandit,0
1255,5,bandit,0
1256,5,bandit,0
1257,5,bandit,0
1258,5,bandit,0
1259,5,bandit,0
1260,5,bandit,0
1261,5,bandit,0
1262,5,bandit,0
1263,5,bandit,1
1264,5,bandit,0
1265,5,bandit,0
1266,5,bandit,0
1267,5,bandit,0
1268,5,bandit,0
1269,5,bandit,0
1270,5,bandit,0
1271,5,bandit,0
1272,5,bandit,0
1273,5,bandit,0
1274,5,bandit,0
1275,5,bandit,0
1276,5,bandit,0
1277,5,bandit,0
1278,5,bandit,0
1279,5,bandit,0
1280,5,bandit,0
1281,5,bandit,0
1282,5,bandit,0
1283,5,bandit,0
1284,5,bandit,0
1285,5,bandit,0
1286,5,bandit,0
1287,5,bandit,0
1288,5,bandit,0
1289,5,bandit,0
1290,5,bandit,0
1291,5,bandit,0
1292,5,bandit,0
1293,5,bandit,0
1294,5,bandit,0
1295,5,bandit,0
1296,5,bandit,0
1297,5,bandit,0
1298,5,bandit,0
1299,5,bandit,0
1300,5,bandit,0
1301,5,bandit,0
1302,5,bandit,0
1303,5,bandit,0
1304,5,bandit,0
1305,5,bandit,1
1306,5,bandit,0
1307,5,bandit,0
1308,5,bandit,0
1309,5,bandit,0
1310,5,bandit,0
1311,5,bandit,0
1312,5,bandit,0
1313,5,bandit,0
1314,5,bandit,0
1315,5,bandit,0
1316,5,bandit,0
1317,5,bandit,0
1318,5,bandit,0
1319,5,bandit,0
1320,5,bandit,0
1321,5,bandit,0
1322,5,bandit,0
1323,5,bandit,0
1324,5,bandit,0
1325,5,bandit,0
1326,5,bandit,0
1327,5,bandit,0
1328,5,bandit,0
1329,5,bandit,0
1330,5,bandit,0
1331,5,bandit,0
1332,5,bandit,1
1333,5,bandit,0
1334,5,bandit,0
1335,5,bandit,0
1336,5,bandit,0
1337,5,bandit,0
1338,5,bandit,0
1339,5,bandit,0
1340,5,bandit,0
1341,5,bandit,0
1342,5,bandit,0
1343,5,bandit,1
1344,5,bandit,0
1345,5,bandit,0
1346,5,bandit,0
1347,5,bandit,0
1348,5,bandit,0
1349,5,bandit,1
1350,5,bandit,0
1351,5,baseline,0
1352,5,baseline,0
1353,5,baseline,0
1354,5,baseline,0
1355,5,baseline,0
1356,5,baseline,0
1357,5,baseline,0
1358,5,baseline,0
1359,5,baseline,0
1360,5,baseline,0
1361,5,baseline,0
