account_id,segment,signup_year,acv,tenure_months,status
141,smb,2025,4462.0,2,churned
142,smb,2023,6152.0,36,active
143,enterprise,2023,84540.0,12,churned
144,mid,2019,27380.0,22,churned
145,smb,2022,2658.0,48,active
146,smb,2020,2190.0,1,churned
147,smb,2024,10176.0,24,active
148,smb,2018,2206.0,3,churned
149,smb,2018,1920.0,77,churned
150,smb,2022,4054.0,48,active
151,mid,2025,25191.0,12,active
152,enterprise,2025,168319.0,3,churned
153,smb,2022,9903.0,48,active
154,mid,2021,14935.0,35,churned
155,smb,2020,2727.0,72,active
156,mid,2025,49237.0,12,active
157,smb,2019,5823.0,4,churned
158,mid,2019,32861.0,84,active
159,mid,2022,16400.0,48,active
160,mid,2021,38675.0,60,active
161,smb,2021,5440.0,60,active
162,enterprise,2025,132557.0,3,churned
163,smb,2020,2718.0,34,churned
164,smb,2025,3840.0,12,active
165,mid,2019,50224.0,84,active
166,smb,2020,2107.0,4,churned
167,mid,2018,14766.0,35,churned
168,mid,2023,16092.0,36,active
169,smb,2024,2965.0,12,churned
170,enterprise,2025,119627.0,2,churned
171,smb,2019,5880.0,84,active
172,smb,2024,4586.0,24,active
173,smb,2019,3753.0,41,churned
174,enterprise,2023,138482.0,36,active
175,smb,2023,4974.0,36,active
176,smb,2019,1570.0,84,active
177,smb,2018,6222.0,96,active
178,enterprise,2018,79761.0,6,churned
179,enterprise,2023,96591.0,36,active
180,mid,2022,26114.0,1,churned
181,enterprise,2018,116110.0,59,churned
182,enterprise,2022,153809.0,48,active
183,smb,2024,3909.0,24,active
184,smb,2019,3151.0,63,churned
185,mid,2022,47305.0,48,active
186,mid,2020,31383.0,26,churned
187,smb,2020,4235.0,72,active
188,smb,2021,5147.0,22,churned
189,mid,2020,15480.0,72,active
190,smb,2021,10801.0,60,active
191,enterprise,2019,69995.0,84,active
192,smb,2021,3853.0,60,churned
193,smb,2022,3155.0,48,active
194,mid,2021,18728.0,60,active
195,smb,2023,2901.0,36,active
196,smb,2018,2475.0,28,churned
197,mid,2019,39902.0,63,churned
198,enterprise,2024,66016.0,24,active
199,smb,2021,5954.0,60,active
200,smb,2022,5036.0,29,churned
201,mid,2023,18207.0,18,churned
202,enterprise,2019,157362.0,84,active
203,smb,2025,3365.0,12,active
204,smb,2021,2100.0,60,active
205,smb,2025,2111.0,7,churned
206,smb,2021,5053.0,60,active
207,smb,2021,4924.0,60,active
208,mid,2022,24860.0,48,active
209,smb,2019,2994.0,30,churned
210,smb,2022,3310.0,31,churned
211,mid,2025,18718.0,12,active
212,mid,2023,9196.0,36,active
213,smb,2018,3754.0,86,churned
214,mid,2023,28602.0,36,active
215,mid,2018,22784.0,50,churned
216,mid,2018,53347.0,2,churned
217,smb,2020,2203.0,8,churned
218,smb,2020,2616.0,18,churned
219,enterprise,2018,128864.0,39,churned
220,smb,2018,4113.0,30,churned
221,smb,2024,1407.0,24,active
222,smb,2021,4921.0,60,active
223,mid,2019,24938.0,71,churned
224,enterprise,2021,41785.0,3,churned
225,smb,2023,3435.0,36,active
226,enterprise,2023,80477.0,36,active
227,smb,2020,2903.0,6,churned
228,mid,2019,11282.0,84,active
229,mid,2025,27122.0,12,active
230,smb,2023,8786.0,17,churned
231,smb,2025,4157.0,12,active
232,smb,2020,1237.0,72,active
233,enterprise,2018,139079.0,96,active
234,mid,2021,19984.0,60,active
235,enterprise,2020,69529.0,42,churned
236,mid,2023,26287.0,3,churned
237,smb,2023,5653.0,15,churned
238,mid,2018,15768.0,60,churned
239,smb,2022,1601.0,31,churned
240,smb,2020,1332.0,12,churned
241,mid,2022,15790.0,48,active
242,mid,2021,20379.0,55,churned
243,smb,2022,2813.0,42,churned
244,smb,2023,2587.0,36,active
245,mid,2020,29259.0,5,churned
246,enterprise,2019,151966.0,2,churned
247,mid,2023,24338.0,12,churned
248,smb,2025,5477.0,12,active
249,smb,2021,2622.0,19,churned
250,smb,2025,2106.0,12,active
251,mid,2019,16964.0,43,churned
252,enterprise,2024,89711.0,13,churned
253,smb,2025,1306.0,12,active
254,smb,2020,2772.0,72,active
255,smb,2019,6326.0,5,churned
256,mid,2023,32874.0,36,active
257,mid,2024,28641.0,24,active
258,smb,2018,3889.0,13,churned
259,smb,2023,7513.0,36,active
260,mid,2024,12964.0,24,active
261,smb,2018,2248.0,96,active
262,mid,2022,38644.0,15,churned
263,smb,2018,3692.0,96,active
264,smb,2019,2603.0,84,active
265,enterprise,2021,158889.0,31,churned
266,smb,2020,2924.0,9,churned
267,smb,2018,2395.0,2,churned
268,smb,2024,2362.0,8,churned
269,smb,2019,4276.0,84,active
270,smb,2024,4036.0,24,active
271,smb,2019,7773.0,84,active
272,smb,2022,3149.0,12,churned
273,smb,2023,3123.0,9,churned
274,mid,2021,45244.0,60,active
275,mid,2021,36056.0,60,active
276,smb,2024,3915.0,24,active
277,smb,2018,1668.0,11,churned
278,smb,2024,2426.0,24,active
279,enterprise,2023,71179.0,36,active
280,enterprise,2024,122789.0,24,active
281,smb,2021,2824.0,60,active
282,smb,2021,8115.0,60,active
283,smb,2022,1660.0,48,active
284,smb,2023,2037.0,36,active
285,mid,2025,24892.0,12,active
286,smb,2024,4725.0,24,active
287,smb,2018,999.0,96,active
288,smb,2019,1529.0,15,churned
289,smb,2025,3191.0,12,active
290,smb,2021,7173.0,60,active
291,mid,2022,56607.0,48,active
292,smb,2018,2959.0,58,churned
293,enterprise,2018,110711.0,2,churned
294,smb,2021,2396.0,33,churned
295,mid,2023,30230.0,36,active
296,enterprise,2024,258918.0,24,active
297,enterprise,2025,225937.0,12,active
298,mid,2019,21709.0,7,churned
299,mid,2019,14483.0,84,active
300,mid,2022,22117.0,48,active
301,mid,2022,43932.0,48,active
302,smb,2018,2980.0,96,active
303,smb,2021,1469.0,60,active
304,smb,2025,3041.0,3,churned
305,enterprise,2019,104871.0,84,active
306,smb,2024,1465.0,10,churned
307,smb,2021,4089.0,32,churned
308,mid,2022,28368.0,48,active
309,smb,2023,9228.0,36,active
310,smb,2023,1870.0,36,active
311,smb,2023,5246.0,1,churned
312,smb,2018,5904.0,9,churned
313,smb,2020,4721.0,72,active
314,smb,2024,2201.0,24,active
315,smb,2018,2138.0,96,active
316,smb,2023,3822.0,36,active
317,smb,2022,3809.0,48,active
318,mid,2018,16652.0,96,active
319,smb,2018,6945.0,88,churned
320,enterprise,2025,98679.0,6,churned
321,enterprise,2018,46777.0,96,active
322,smb,2018,3255.0,13,churned
323,smb,2018,4629.0,7,churned
324,smb,2023,4320.0,36,active
325,mid,2025,26033.0,12,active
326,mid,2019,46490.0,84,active
327,mid,2024,12615.0,24,active
328,smb,2023,2946.0,36,active
329,mid,2019,47692.0,20,churned
330,smb,2018,1361.0,90,churned
331,mid,2021,21443.0,18,churned
332,smb,2018,6731.0,96,active
333,mid,2018,40417.0,96,active
334,enterprise,2021,167721.0,60,active
335,smb,2024,5129.0,24,active
336,mid,2025,13088.0,12,active
337,smb,2023,7234.0,6,churned
338,mid,2020,12088.0,24,churned
339,smb,2020,2059.0,11,churned
340,enterprise,2022,146376.0,5,churned
341,smb,2019,2845.0,84,active
342,enterprise,2022,133699.0,48,active
343,mid,2024,27320.0,24,active
344,mid,2024,53587.0,24,active
345,mid,2018,27361.0,96,active
346,mid,2020,16167.0,72,active
347,enterprise,2020,169100.0,72,active
348,smb,2022,2402.0,48,active
349,mid,2019,34772.0,84,active
350,smb,2025,3761.0,12,active
351,mid,2025,26911.0,12,active
352,smb,2020,1495.0,72,active
353,mid,2021,7148.0,4,churned
354,mid,2021,10397.0,28,churned
355,smb,2018,8716.0,40,churned
356,smb,2025,2051.0,12,active
357,mid,2024,31766.0,24,active
358,mid,2020,15979.0,18,churned
359,smb,2022,3229.0,48,active
360,mid,2021,21539.0,60,active
361,enterprise,2019,274276.0,84,active
362,smb,2020,4877.0,51,churned
363,smb,2018,4414.0,88,churned
364,smb,2024,6963.0,23,churned
365,mid,2023,16049.0,31,churned
366,smb,2025,6212.0,6,churned
367,mid,2018,34567.0,96,active
368,mid,2023,34370.0,8,churned
369,smb,2022,3369.0,48,active
370,enterprise,2022,96891.0,48,active
371,mid,2025,14258.0,2,churned
372,smb,2021,2432.0,50,churned
373,smb,2019,2302.0,84,active
374,smb,2018,4374.0,15,churned
375,smb,2021,3248.0,37,churned
376,smb,2019,4517.0,73,churned
377,enterprise,2019,153882.0,84,active
378,smb,2019,2143.0,84,active
379,smb,2020,2111.0,5,churned
380,mid,2018,19647.0,96,active
381,mid,2021,14950.0,7,churned
382,enterprise,2023,77637.0,23,churned
383,mid,2020,51423.0,13,churned
384,smb,2019,1691.0,11,churned
385,smb,2022,10012.0,13,churned
386,enterprise,2018,139307.0,96,active
387,mid,2023,36066.0,36,active
388,enterprise,2021,186124.0,31,churned
389,smb,2021,4957.0,57,churned
390,enterprise,2019,276763.0,2,churned
391,mid,2020,12820.0,72,active
392,smb,2019,3367.0,84,active
393,mid,2022,14380.0,48,active
394,mid,2019,9433.0,17,churned
395,smb,2023,2616.0,36,active
396,smb,2020,9286.0,23,churned
397,mid,2022,20197.0,48,active
398,smb,2022,9816.0,3,churned
399,smb,2023,10331.0,6,churned
400,smb,2024,16278.0,24,active
401,smb,2022,9440.0,20,churned
402,enterprise,2024,392019.0,24,active
403,mid,2020,25915.0,71,churned
404,smb,2024,4081.0,24,active
405,enterprise,2020,139723.0,3,churned
406,enterprise,2023,120575.0,18,churned
407,smb,2021,3924.0,60,active
408,mid,2025,32083.0,12,active
409,smb,2020,2884.0,72,active
410,enterprise,2022,60548.0,48,active
411,mid,2019,26418.0,84,active
412,mid,2023,15578.0,36,active
413,smb,2018,2712.0,96,active
414,enterprise,2021,112266.0,8,churned
415,smb,2018,3023.0,6,churned
416,smb,2020,6342.0,72,active
417,smb,2021,3350.0,60,active
418,mid,2020,39349.0,72,active
419,smb,2021,4036.0,60,active
420,enterprise,2019,115351.0,20,churned
421,mid,2023,23840.0,2,churned
422,smb,2024,1909.0,24,active
423,smb,2021,4311.0,57,churned
424,smb,2018,5567.0,96,active
425,mid,2018,36150.0,86,churned
426,mid,2023,11203.0,36,active
427,smb,2025,1704.0,6,churned
428,mid,2024,16841.0,3,churned
429,smb,2021,7276.0,60,active
430,mid,2021,24600.0,60,active
431,enterprise,2019,81851.0,12,churned
432,mid,2018,10652.0,17,churned
433,mid,2024,15647.0,24,active
434,mid,2021,15127.0,8,churned
435,smb,2021,5813.0,53,churned
436,smb,2020,6041.0,27,churned
437,smb,2020,2154.0,1,churned
438,smb,2025,5306.0,12,active
439,mid,2024,30497.0,24,active
440,mid,2023,12212.0,2,churned
441,enterprise,2021,115623.0,60,active
442,smb,2023,4317.0,36,active
443,mid,2020,23900.0,51,churned
444,smb,2022,1548.0,48,active
445,smb,2019,3888.0,84,active
446,mid,2023,30277.0,36,active
447,enterprise,2018,265613.0,74,churned
448,mid,2023,15766.0,36,active
449,smb,2022,2772.0,48,active
450,mid,2018,19842.0,44,churned
451,smb,2022,4212.0,36,churned
452,enterprise,2019,126565.0,84,active
453,mid,2021,29797.0,60,active
454,smb,2018,2074.0,96,active
455,smb,2023,4440.0,21,churned
456,smb,2022,2512.0,48,active
457,enterprise,2020,112233.0,72,active
458,smb,2025,8553.0,12,active
459,mid,2023,10948.0,36,active
460,mid,2022,19154.0,48,active
461,mid,2019,11646.0,9,churned
462,smb,2022,3931.0,27,churned
463,enterprise,2023,203642.0,36,active
464,smb,2025,3963.0,12,active
465,mid,2022,20778.0,48,active
466,mid,2019,42796.0,51,churned
467,mid,2023,25984.0,36,active
468,enterprise,2018,181640.0,10,churned
469,smb,2020,5206.0,72,active
470,smb,2025,864.0,12,active
471,smb,2024,3504.0,24,active
472,smb,2025,2124.0,12,active
473,smb,2020,2405.0,72,active
474,smb,2023,7611.0,36,active
475,smb,2023,3019.0,36,active
476,smb,2019,9380.0,84,active
477,smb,2025,1801.0,12,active
478,mid,2025,12812.0,2,churned
479,mid,2018,32247.0,96,active
480,smb,2024,3070.0,24,active
481,smb,2021,4246.0,60,active
482,smb,2023,3442.0,36,active
483,mid,2022,20511.0,24,churned
484,smb,2019,3127.0,39,churned
485,smb,2018,3983.0,96,active
486,smb,2022,5018.0,24,churned
487,smb,2024,8162.0,24,active
488,smb,2024,3290.0,24,active
489,mid,2020,18091.0,10,churned
490,mid,2024,16963.0,6,churned
491,mid,2020,45931.0,63,churned
492,mid,2022,31106.0,4,churned
493,mid,2020,8523.0,72,active
494,smb,2022,1378.0,28,churned
495,mid,2022,14545.0,48,active
496,smb,2023,4085.0,36,active
497,smb,2021,3581.0,1,churned
498,mid,2022,28492.0,30,churned
499,smb,2023,3335.0,36,active
500,smb,2021,7323.0,60,active
501,mid,2022,32405.0,9,churned
502,enterprise,2018,125340.0,96,active
503,enterprise,2024,213773.0,7,churned
504,smb,2019,1596.0,4,churned
505,smb,2024,3489.0,24,active
506,mid,2024,23594.0,2,churned
507,smb,2025,4920.0,12,active
508,mid,2018,9343.0,96,active
509,smb,2019,3196.0,17,churned
510,smb,2018,4448.0,96,active
511,smb,2021,4622.0,60,active
512,mid,2025,39857.0,12,active
513,smb,2024,5328.0,24,active
514,smb,2023,3532.0,4,churned
515,smb,2024,5103.0,22,churned
516,smb,2018,3292.0,96,active
517,smb,2024,3918.0,2,churned
518,mid,2020,32774.0,72,active
519,smb,2023,3559.0,36,active
520,mid,2024,26397.0,24,active
521,enterprise,2023,194980.0,36,active
522,smb,2021,5198.0,3,churned
523,smb,2022,6746.0,48,active
524,mid,2021,70560.0,60,active
525,smb,2023,5174.0,36,active
526,smb,2021,2891.0,60,active
527,enterprise,2021,155735.0,24,churned
528,enterprise,2019,152422.0,12,churned
529,mid,2021,29934.0,60,active
530,smb,2023,7689.0,36,active
531,mid,2024,9490.0,12,churned
532,mid,2018,46954.0,82,churned
533,smb,2019,9184.0,84,active
534,mid,2022,29262.0,48,active
535,smb,2023,4895.0,36,active
536,smb,2019,3227.0,32,churned
537,smb,2020,3652.0,72,active
538,smb,2018,5161.0,61,churned
539,smb,2018,4998.0,22,churned
540,mid,2019,31582.0,8,churned
541,enterprise,2023,164940.0,2,churned
542,mid,2024,34517.0,19,churned
543,mid,2021,32641.0,43,churned
544,enterprise,2019,72246.0,4,churned
545,smb,2025,5520.0,12,active
546,smb,2020,9222.0,14,churned
547,smb,2019,3593.0,41,churned
548,smb,2019,7706.0,22,churned
549,mid,2020,13924.0,72,active
550,smb,2023,3587.0,36,active
551,smb,2021,2642.0,60,active
552,smb,2021,7256.0,28,churned
553,smb,2020,8269.0,1,churned
554,enterprise,2025,114737.0,12,active
555,smb,2023,6539.0,36,active
556,smb,2023,8311.0,36,active
557,smb,2021,3582.0,60,active
558,smb,2022,3885.0,42,churned
559,mid,2025,31787.0,12,active
560,smb,2023,2389.0,27,churned
561,smb,2024,3847.0,8,churned
562,smb,2018,10630.0,18,churned
563,mid,2024,17154.0,4,churned
564,mid,2025,33756.0,12,active
565,mid,2023,28621.0,31,churned
566,mid,2025,20295.0,10,churned
567,mid,2022,24608.0,48,active
568,smb,2020,8746.0,72,active
569,smb,2022,4802.0,48,active
570,smb,2023,5192.0,2,churned
571,smb,2019,8107.0,84,active
572,mid,2019,19059.0,20,churned
573,smb,2020,2157.0,72,active
574,mid,2022,53326.0,48,active
575,enterprise,2019,129089.0,15,churned
576,smb,2024,5692.0,24,active
577,enterprise,2018,82358.0,4,churned
578,mid,2025,26749.0,12,churned
579,enterprise,2023,69671.0,6,churned
580,smb,2020,3759.0,72,active
581,smb,2020,2633.0,72,active
582,smb,2023,2348.0,36,active
583,smb,2018,3129.0,62,churned
584,smb,2023,1157.0,24,churned
585,enterprise,2022,67511.0,48,active
586,mid,2019,32572.0,4,churned
587,smb,2025,4332.0,12,active
588,smb,2023,2128.0,31,churned
589,smb,2019,4788.0,28,churned
590,smb,2023,2347.0,36,active
591,enterprise,2021,172989.0,60,active
592,smb,2024,3436.0,24,active
593,smb,2021,3095.0,42,churned
594,mid,2025,21046.0,11,churned
595,smb,2025,13092.0,12,active
596,smb,2018,2491.0,96,active
597,mid,2021,24668.0,30,churned
598,mid,2019,32555.0,84,active
599,enterprise,2021,74518.0,10,churned
600,mid,2019,9926.0,41,churned
601,smb,2022,2696.0,2,churned
602,mid,2019,32200.0,2,churned
603,enterprise,2022,101620.0,28,churned
604,mid,2021,19623.0,53,churned
605,enterprise,2025,190115.0,12,churned
606,mid,2025,14718.0,12,active
607,enterprise,2022,115338.0,48,active
608,smb,2021,1708.0,2,churned
609,mid,2023,25858.0,2,churned
610,smb,2023,4084.0,12,churned
611,mid,2019,32786.0,7,churned
612,mid,2021,12424.0,27,churned
613,enterprise,2025,109541.0,12,active
614,enterprise,2020,63625.0,72,active
615,smb,2018,3219.0,80,churned
616,mid,2024,46207.0,9,churned
617,mid,2025,18763.0,12,active
618,smb,2023,1839.0,36,active
619,smb,2023,2592.0,36,active
620,smb,2020,1627.0,19,churned
621,mid,2020,11523.0,13,churned
622,smb,2025,5092.0,12,active
623,enterprise,2024,58504.0,10,churned
624,smb,2021,4256.0,60,active
625,enterprise,2020,122134.0,10,churned
626,smb,2019,2791.0,11,churned
627,mid,2018,24678.0,96,active
628,smb,2021,2278.0,60,active
629,mid,2022,33538.0,48,active
630,mid,2023,15535.0,36,active
631,enterprise,2024,99391.0,4,churned
632,mid,2020,17108.0,72,active
633,smb,2019,5140.0,60,churned
634,smb,2024,4780.0,15,churned
635,smb,2024,982.0,3,churned
636,smb,2022,4134.0,48,active
637,mid,2018,9207.0,96,active
638,mid,2021,18571.0,9,churned
639,mid,2022,20867.0,48,active
640,enterprise,2024,101111.0,24,active
641,mid,2022,28294.0,48,active
642,mid,2021,31572.0,60,active
643,smb,2021,2473.0,39,churned
644,smb,2021,2429.0,46,churned
645,mid,2018,21634.0,96,active
646,enterprise,2018,55722.0,32,churned
647,smb,2024,2868.0,1,churned
648,smb,2020,7144.0,72,active
649,mid,2024,10372.0,24,active
650,smb,2021,3072.0,8,churned
651,smb,2025,2708.0,10,churned
652,enterprise,2019,328612.0,84,active
653,mid,2019,16833.0,5,churned
654,smb,2022,2864.0,48,active
655,enterprise,2024,72014.0,24,active
656,smb,2019,3658.0,10,churned
657,enterprise,2022,138010.0,48,active
658,smb,2019,2338.0,17,churned
659,mid,2023,36111.0,36,active
660,smb,2022,4169.0,48,active
661,smb,2023,5574.0,36,active
662,enterprise,2020,102327.0,6,churned
663,smb,2020,4112.0,72,active
664,smb,2023,3273.0,36,active
665,smb,2020,7547.0,12,churned
666,mid,2023,23345.0,36,active
667,mid,2019,22123.0,31,churned
668,enterprise,2020,95883.0,72,active
669,smb,2018,2813.0,95,churned
670,smb,2018,4100.0,96,active
671,smb,2020,5485.0,58,churned
672,mid,2021,15642.0,60,active
673,enterprise,2019,128449.0,4,churned
674,mid,2018,24151.0,96,active
675,mid,2025,26349.0,11,churned
676,smb,2022,1550.0,8,churned
677,enterprise,2023,75935.0,36,active
678,smb,2023,1839.0,10,churned
679,smb,2018,3701.0,11,churned
680,smb,2022,2320.0,48,active
681,smb,2024,2841.0,24,active
682,smb,2021,2004.0,60,active
683,smb,2024,2976.0,24,active
684,smb,2025,2075.0,7,churned
685,mid,2022,32175.0,48,active
686,smb,2018,4627.0,96,active
687,smb,2022,3925.0,48,active
688,enterprise,2025,103676.0,5,churned
689,mid,2022,7952.0,48,active
690,smb,2024,2895.0,24,active
691,smb,2022,2488.0,31,churned
692,enterprise,2021,136440.0,60,active
693,smb,2025,4963.0,6,churned
694,smb,2019,4283.0,84,active
695,enterprise,2021,226731.0,60,active
696,smb,2019,2740.0,84,active
697,mid,2023,16238.0,12,churned
698,mid,2025,37010.0,12,active
699,mid,2025,23935.0,5,churned
700,smb,2019,3218.0,84,active
701,smb,2023,9166.0,10,churned
702,smb,2024,4860.0,24,active
703,smb,2024,3310.0,24,active
704,enterprise,2022,85565.0,48,active
705,smb,2019,7067.0,9,churned
706,mid,2021,24428.0,60,active
707,mid,2024,22298.0,24,active
708,mid,2022,30888.0,29,churned
709,smb,2021,5654.0,29,churned
710,smb,2019,4793.0,84,active
711,enterprise,2023,187585.0,36,active
712,mid,2021,27603.0,60,active
713,mid,2021,29070.0,60,active
714,enterprise,2025,83632.0,12,churned
715,mid,2018,54458.0,96,active
716,smb,2019,1965.0,84,active
717,mid,2025,25711.0,12,active
718,smb,2025,1866.0,12,active
719,mid,2020,20972.0,72,active
720,enterprise,2025,90613.0,12,active
721,smb,2019,3897.0,61,churned
722,smb,2018,4319.0,7,churned
723,smb,2020,2257.0,42,churned
724,enterprise,2022,118811.0,2,churned
725,smb,2018,7309.0,35,churned
726,smb,2019,1889.0,84,active
727,smb,2024,2376.0,18,churned
728,smb,2022,5599.0,48,active
729,smb,2022,3785.0,5,churned
730,smb,2025,3927.0,8,churned
731,smb,2019,6070.0,84,active
732,smb,2025,2448.0,12,active
733,smb,2020,2808.0,52,churned
734,smb,2025,2640.0,12,active
735,smb,2024,3059.0,6,churned
736,mid,2019,43035.0,12,churned
737,smb,2019,1555.0,84,active
738,smb,2022,2004.0,48,active
739,smb,2022,1839.0,9,churned
740,smb,2019,7338.0,84,active
741,smb,2020,2678.0,72,active
742,smb,2025,3092.0,12,active
743,enterprise,2024,53781.0,24,active
744,smb,2019,3193.0,84,active
745,smb,2023,5615.0,36,active
746,smb,2019,4132.0,84,active
747,smb,2021,3450.0,60,active
748,smb,2018,1665.0,96,active
749,mid,2023,18695.0,36,active
750,mid,2019,23705.0,7,churned
751,smb,2019,2217.0,71,churned
752,smb,2019,5052.0,29,churned
753,smb,2019,5668.0,75,churned
754,smb,2018,2795.0,43,churned
755,mid,2022,31663.0,5,churned
756,smb,2024,3447.0,2,churned
757,smb,2020,6461.0,48,churned
758,enterprise,2024,333392.0,24,active
759,smb,2022,2107.0,29,churned
760,smb,2020,5349.0,72,active
761,mid,2018,42297.0,9,churned
762,smb,2024,2241.0,14,churned
763,smb,2018,2731.0,56,churned
764,smb,2021,2716.0,11,churned
765,enterprise,2018,112827.0,2,churned
766,smb,2024,3047.0,24,active
767,smb,2025,3297.0,12,active
768,smb,2020,5536.0,19,churned
769,smb,2020,1411.0,72,active
770,mid,2022,13535.0,6,churned
771,smb,2022,5090.0,48,active
772,mid,2021,29039.0,41,churned
773,mid,2020,12974.0,40,churned
774,mid,2019,29140.0,80,churned
775,smb,2020,7069.0,46,churned
776,enterprise,2022,117652.0,48,active
777,mid,2023,13307.0,22,churned
778,smb,2024,5639.0,24,active
779,mid,2022,52131.0,36,churned
780,enterprise,2024,77415.0,12,churned
781,smb,2022,3713.0,48,active
782,enterprise,2020,207955.0,10,churned
783,smb,2020,3857.0,9,churned
784,mid,2022,9194.0,27,churned
785,enterprise,2020,150499.0,72,active
786,smb,2024,2232.0,24,active
787,mid,2019,11668.0,84,active
