store_id,region,footprint_sqft,rating_before,remodeled,rating_after
286,West,3312,72.0,0,74.9
287,Northeast,2051,75.0,0,44.5
288,South,6333,87.8,0,77.5
289,Midwest,4961,65.1,1,79.4
290,South,3725,78.0,0,88.1
291,West,7011,67.6,0,77.3
292,Midwest,5618,76.7,0,70.7
293,Northeast,3170,81.2,0,75.3
294,Midwest,6826,65.4,0,59.2
295,South,5912,60.7,1,67.1
296,West,6985,78.8,0,79.5
297,West,6745,64.9,1,45.3
298,West,8911,65.2,0,65.2
299,Northeast,6956,83.3,0,74.6
300,South,6123,74.0,0,69.1
301,West,4775,67.6,0,66.8
302,Midwest,5957,74.8,0,81.1
303,South,7680,76.1,0,73.6
304,South,4660,68.6,0,82.3
305,South,8735,85.2,0,82.1
306,South,6972,61.2,0,56.9
307,Midwest,8567,88.8,0,82.1
308,Northeast,2583,72.4,0,84.3
309,West,5343,75.0,0,86.3
310,Midwest,7408,58.2,0,61.4
311,West,6992,71.8,0,79.9
312,Midwest,8584,64.6,1,78.0
313,Midwest,3376,68.4,0,80.2
314,Northeast,4862,93.2,0,74.4
315,West,6049,86.0,0,68.7
316,South,7093,74.1,0,79.9
317,West,1384,81.2,0,76.2
318,West,2484,57.8,1,75.7
319,Northeast,5788,61.8,1,44.5
320,West,4280,69.1,1,68.4
321,Northeast,8165,57.8,0,67.9
322,Midwest,6442,69.6,0,45.7
323,Northeast,4884,72.8,0,73.9
324,South,5228,73.3,0,72.4
325,West,3751,91.0,0,97.6
326,South,4611,100.0,0,75.3
327,South,5728,73.4,0,74.9
328,Midwest,8889,67.3,0,89.5
329,West,8215,89.1,0,84.6
330,South,1957,59.7,0,61.4
331,Midwest,7588,77.4,0,72.5
332,Midwest,5779,77.1,0,70.9
333,West,2520,81.9,0,88.7
334,Northeast,4501,63.8,1,79.7
335,Midwest,4182,63.7,0,77.4
336,West,8861,85.2,0,92.2
337,South,3599,66.9,1,61.6
338,Northeast,2619,87.3,0,59.1
339,Midwest,4697,74.2,0,61.6
340,Midwest,2790,79.1,0,80.9
341,Northeast,4154,56.8,0,56.7
342,Northeast,2108,71.6,0,76.2
343,West,2977,67.8,0,52.4
344,South,7574,64.9,0,68.7
345,West,7399,96.7,0,100.0
346,Midwest,4683,73.4,0,70.8
347,Midwest,8822,75.8,1,73.7
348,Northeast,5254,89.1,0,80.2
349,West,4325,60.8,1,70.3
350,Northeast,7502,75.8,0,82.8
351,Northeast,6611,83.9,0,61.7
352,West,7965,51.0,1,72.9
353,Northeast,8224,84.8,0,84.3
354,Midwest,6871,63.9,1,69.4
355,West,7931,68.1,0,71.6
356,South,6563,73.0,1,80.7
357,West,2569,74.2,0,78.9
358,Northeast,4103,74.9,0,84.0
359,Midwest,7488,71.1,0,86.7
360,Northeast,6495,64.0,0,53.1
361,Northeast,6105,54.6,1,77.8
362,Northeast,5097,81.7,1,76.3
363,South,6079,62.3,0,60.8
364,Midwest,4884,88.6,0,77.9
365,Midwest,6482,75.2,0,62.7
366,Northeast,1402,79.3,0,77.6
367,South,6847,74.1,0,94.5
368,Midwest,5139,81.9,0,84.6
369,West,2731,55.7,1,82.3
370,South,3066,79.1,0,74.3
371,South,4759,76.6,0,83.0
372,Midwest,5009,66.9,0,69.5
373,Northeast,1242,100.0,0,77.3
374,Midwest,2417,86.7,0,67.8
375,Midwest,5819,59.2,1,57.4
376,Northeast,3411,60.1,1,67.5
377,Northeast,4495,56.9,1,78.6
378,West,8185,78.7,0,68.5
379,Midwest,8692,73.4,0,56.1
380,Northeast,8387,66.4,0,68.8
381,South,2159,65.6,0,69.8
382,West,1979,70.5,0,92.8
383,Northeast,6819,75.0,0,59.2
384,Midwest,5892,73.3,0,67.1
385,West,7095,61.1,1,54.4
386,West,4657,71.0,1,65.7
387,South,4100,79.4,0,63.3
388,Northeast,8456,84.8,0,68.5
389,Midwest,6162,90.1,0,83.7
390,South,4510,73.6,0,85.8
391,West,4368,67.0,0,58.8
392,Northeast,2406,47.3,1,46.0
393,South,2040,61.6,0,62.0
394,Midwest,2299,73.3,1,80.0
395,South,6898,70.6,0,71.2
396,Northeast,1816,53.9,1,64.1
397,West,8485,89.5,0,81.2
398,South,1634,82.9,0,64.7
399,Northeast,2037,59.0,0,59.6
400,Midwest,8732,59.5,1,76.5
401,Northeast,4672,54.2,1,65.7
402,West,7905,73.1,0,77.5
403,Midwest,8817,72.1,0,65.7
404,Midwest,4370,68.5,0,54.4
405,Midwest,8080,89.5,0,81.9
406,Northeast,3389,91.8,0,100.0
407,Midwest,1837,79.9,0,80.2
408,Northeast,5909,93.7,0,72.4
409,West,1290,68.8,0,55.7
410,West,6746,78.2,1,80.1
411,Midwest,6992,75.0,0,87.7
412,Northeast,1740,45.9,1,59.0
413,West,1823,62.4,0,61.2
414,West,4004,58.5,0,63.9
415,Midwest,5011,66.2,0,61.7
416,Midwest,8733,87.3,0,80.0
417,Midwest,1328,75.2,0,73.3
418,South,3294,70.2,0,86.7
419,South,4528,56.4,1,54.7
420,West,8741,95.8,0,89.4
421,Northeast,3265,82.9,0,71.9
422,Midwest,6779,56.0,1,56.5
423,South,7250,68.1,0,64.6
424,South,5490,51.0,1,52.1
425,Northeast,1847,66.8,1,50.9
426,Midwest,4686,60.7,0,69.5
427,Midwest,6088,83.5,0,82.1
428,Northeast,5140,74.4,0,83.4
429,South,4658,68.9,0,60.1
430,Northeast,7144,58.6,1,58.2
431,Midwest,3223,59.3,1,57.2
432,Northeast,3279,69.9,0,72.5
433,Midwest,4215,79.2,0,71.4
434,South,8647,93.2,0,72.2
435,West,5011,82.4,0,78.4
436,West,7911,73.4,0,66.6
437,South,5862,54.1,1,62.9
438,South,8310,96.8,0,94.4
439,South,2538,64.6,0,70.5
440,South,2546,70.8,0,62.0
441,Midwest,5684,63.6,1,60.8
442,South,2447,66.6,0,82.4
443,West,2728,93.4,0,83.0
444,South,5982,58.0,1,64.3
445,South,4220,51.1,1,53.6
446,West,6658,73.3,0,77.8
447,West,7670,69.3,0,67.4
448,Northeast,8939,64.0,0,51.9
449,South,4173,58.2,1,63.1
450,South,1527,67.1,0,76.5
451,Midwest,1458,67.7,1,60.2
452,Northeast,6788,80.9,0,77.0
453,West,3210,67.3,1,66.0
454,Northeast,8317,82.9,0,85.2
455,West,4342,93.4,0,71.8
456,West,2938,55.0,1,82.1
457,Northeast,2800,72.7,0,69.1
458,Midwest,8843,72.2,0,52.6
459,South,7821,69.4,0,69.1
460,West,2793,100.0,0,100.0
461,Midwest,6749,62.1,0,64.5
462,Midwest,1804,80.8,0,59.0
463,West,3038,94.6,0,80.4
464,West,8899,47.9,1,73.1
465,South,1486,83.2,0,83.2
466,Midwest,5449,67.5,1,68.4
467,Midwest,3392,80.5,1,64.7
468,Midwest,7325,87.8,0,77.4
469,Midwest,2668,91.5,0,74.0
470,West,1240,50.2,1,59.8
471,Midwest,2550,75.5,0,78.4
472,Northeast,3845,67.6,1,82.1
473,South,7246,65.6,1,83.9
474,Northeast,5778,69.5,1,72.2
475,Midwest,3494,71.1,1,71.0
476,Northeast,5288,92.3,0,73.8
477,South,5893,76.6,0,77.0
478,South,2978,55.6,0,69.0
479,Midwest,2948,60.1,1,75.3
480,South,2721,92.8,0,92.8
481,West,2101,79.9,0,88.2
482,Northeast,2604,75.0,0,72.5
483,Northeast,5539,76.5,0,63.2
484,Midwest,8667,68.6,1,61.5
485,West,1728,67.0,1,70.5
486,South,2894,77.2,0,78.2
487,West,8809,81.9,0,79.0
488,South,3275,81.9,0,83.1
489,Midwest,7523,72.9,0,84.0
490,South,3513,69.7,0,57.6
491,South,3013,87.4,0,78.0
492,West,7773,71.9,0,74.8
493,Northeast,1554,82.8,0,74.5
494,South,7158,77.4,0,84.2
495,Midwest,3111,54.5,1,70.0
496,West,5562,81.2,0,74.2
497,Midwest,3919,55.4,1,66.1
498,Midwest,1983,80.8,0,63.4
499,West,5981,70.7,0,60.1
500,Northeast,2392,69.2,0,75.9
501,South,5774,70.3,1,77.5
502,Northeast,7042,70.4,0,74.7
503,Northeast,1628,95.4,0,93.2
504,West,1539,61.7,0,69.9
505,Midwest,4610,80.4,0,75.7
506,South,3546,68.0,0,54.9
507,South,5246,61.3,0,68.4
508,Midwest,2117,65.6,1,62.7
509,Northeast,3898,65.7,0,77.2
510,South,8579,75.5,0,79.4
511,Midwest,5955,61.9,1,79.4
512,West,5248,60.3,1,48.2
513,South,1371,65.6,0,86.8
514,South,4703,56.2,1,68.0
515,South,1472,67.6,1,77.7
516,Midwest,4911,84.3,0,91.7
517,Midwest,3848,54.6,1,55.8
518,Midwest,6532,77.0,1,88.7
519,Midwest,2028,57.0,1,58.5
520,South,5747,74.7,0,64.3
521,West,1559,52.0,1,61.3
522,South,8457,89.8,0,79.8
523,South,7680,71.2,0,68.5
524,Northeast,3843,92.8,0,94.7
525,Northeast,4786,81.1,0,65.9
526,Northeast,7070,75.3,0,67.2
527,Northeast,1807,44.3,1,76.0
528,West,4833,52.9,1,68.9
529,Northeast,4447,67.2,1,84.4
530,South,1383,93.6,0,56.8
531,Midwest,8994,71.7,1,59.9
532,South,1483,74.8,0,80.0
533,West,8067,66.0,1,68.1
534,Midwest,7873,59.8,1,77.4
535,South,5946,83.7,0,88.6
536,West,1252,60.4,1,53.3
537,South,5980,70.5,0,80.8
538,Midwest,5667,56.0,0,67.8
539,Midwest,3080,96.4,0,91.9
540,West,2231,74.5,1,83.7
541,Midwest,1235,54.4,1,69.8
542,Midwest,3132,75.2,0,83.2
543,Northeast,4233,52.1,1,66.2
544,South,1563,79.9,0,89.0
545,Northeast,3354,68.2,1,61.6
546,West,7712,52.6,1,64.8
547,Midwest,3727,79.1,0,94.4
548,West,6973,84.7,0,74.7
549,Northeast,6269,70.2,1,60.5
550,Northeast,2609,78.5,0,66.8
551,Northeast,2123,64.6,0,81.7
552,South,5165,66.9,1,71.3
553,West,1416,86.7,0,71.6
554,South,3984,63.6,0,54.6
555,Northeast,5002,40.8,1,37.8
556,South,1986,83.3,0,78.5
557,West,8892,72.9,0,69.1
558,West,5658,56.6,1,72.5
559,West,2082,55.6,1,62.5
560,West,1485,91.6,0,69.1
561,Midwest,8197,82.0,0,67.4
562,South,8361,58.6,1,71.4
563,West,3081,70.5,0,68.2
564,Midwest,5518,66.4,1,88.2
565,Northeast,7552,55.1,1,57.3
566,West,2711,68.2,0,73.7
567,Northeast,3490,59.7,0,75.5
568,Midwest,5509,66.9,0,72.8
569,Midwest,6505,64.8,1,86.5
570,Midwest,2670,55.6,1,57.7
571,Midwest,7805,62.8,1,72.7
572,Midwest,3152,62.1,1,54.5
573,Midwest,5865,64.8,0,72.8
574,West,2386,61.6,1,56.2
575,Midwest,8326,62.4,0,91.9
576,Midwest,5899,70.3,0,82.8
577,South,8097,54.4,1,61.1
578,West,4675,77.4,1,70.6
579,Midwest,4673,87.0,0,64.6
580,Midwest,4081,48.7,1,53.3
581,Northeast,1576,48.4,1,30.5
582,Midwest,7738,60.8,1,76.0
583,South,5249,60.9,1,78.6
584,Northeast,3936,84.8,0,71.3
585,West,4574,48.0,1,67.6
586,West,1640,72.1,0,78.1
587,South,5763,58.8,1,54.4
588,Northeast,3911,86.3,0,82.5
589,South,5058,52.9,1,66.7
590,South,7137,74.3,0,70.6
591,Midwest,6283,71.1,0,63.9
592,West,7148,86.7,0,80.4
593,West,2213,79.3,0,69.0
594,South,3477,91.4,0,81.2
595,Midwest,6122,78.0,0,70.1
596,Northeast,6426,71.7,1,79.9
597,South,4509,69.4,0,79.3
598,Northeast,6794,74.4,1,73.4
599,Midwest,5982,77.2,0,88.2
600,South,5101,61.3,1,69.8
601,South,3931,52.6,1,58.7
602,Northeast,5166,56.4,1,56.3
603,West,4468,63.7,1,59.5
604,West,7100,53.9,1,48.9
605,Northeast,2185,78.0,0,72.3
606,West,4672,53.9,1,56.1
607,West,5089,96.3,0,78.1
608,Midwest,6648,66.0,0,69.6
609,West,6462,67.6,0,63.6
610,West,7697,76.0,0,86.0
611,South,2161,67.5,1,73.2
612,Northeast,3621,57.9,1,64.0
613,Midwest,7917,63.8,0,72.3
614,South,8810,76.5,0,83.6
615,South,8441,57.0,0,65.9
616,South,7915,100.0,0,87.1
617,South,6414,84.5,0,83.1
618,Northeast,2923,64.8,1,86.2
619,Northeast,5652,56.2,0,65.0
620,Northeast,4378,76.6,0,79.2
621,West,7881,59.2,0,69.3
622,South,8322,49.0,1,38.5
623,Northeast,2054,68.4,0,75.6
624,West,7831,58.0,1,57.3
625,West,2726,77.6,0,65.0
626,Northeast,5533,57.9,1,65.0
627,Midwest,7477,74.7,0,61.0
628,Midwest,4063,65.2,0,61.5
629,Northeast,8376,57.3,1,68.8
630,South,8268,44.5,1,83.3
631,Midwest,3133,61.2,0,77.5
632,Northeast,1316,86.9,0,73.5
633,Midwest,8315,75.7,0,65.5
634,Northeast,3825,82.0,0,73.2
635,West,8365,86.1,0,87.3
636,South,8886,53.7,1,53.8
637,West,8843,76.5,0,72.4
638,Northeast,4169,73.8,0,60.8
639,West,1777,66.0,1,61.4
640,Northeast,7657,97.6,0,91.0
641,Midwest,1384,62.7,0,62.4
642,Northeast,1499,85.1,0,93.4
643,Midwest,7716,100.0,0,95.8
644,West,1909,49.0,1,48.5
645,South,2667,77.8,0,83.5
646,Midwest,6318,57.7,0,62.3
647,Midwest,1986,95.5,0,79.9
648,Northeast,2686,72.4,0,75.3
649,Northeast,3730,42.5,1,52.3
650,South,5035,78.9,0,54.3
651,Northeast,8701,71.2,0,79.4
652,South,5138,83.8,0,77.0
653,South,1848,91.1,0,83.7
654,Northeast,6069,64.8,1,54.6
655,Midwest,2195,84.3,0,100.0
656,Midwest,1662,69.7,1,79.1
657,South,1874,60.1,1,51.0
658,South,4576,87.3,0,84.4
659,Northeast,6855,88.9,0,100.0
660,South,8551,69.9,0,75.8
661,Northeast,8873,88.9,0,80.7
662,South,8160,71.6,0,75.3
663,Midwest,6414,46.6,1,50.1
664,Northeast,5341,93.3,0,89.9
665,Midwest,1742,77.6,0,95.5
666,West,5714,88.1,0,74.8
667,Northeast,7022,78.9,0,82.2
668,West,1653,63.8,1,79.7
669,West,6088,64.4,1,71.9
670,Midwest,2286,75.1,0,84.8
671,South,8611,62.1,1,75.6
672,Midwest,7803,64.2,0,56.5
673,Midwest,8540,65.8,0,59.7
674,Northeast,3855,79.4,0,76.1
675,Northeast,2351,62.9,1,64.0
676,Northeast,2264,75.1,0,72.7
677,South,2058,93.3,0,90.1
678,Northeast,1630,82.7,0,77.3
679,Midwest,8921,83.5,1,70.0
680,South,6055,74.4,0,68.1
681,Northeast,2942,69.7,0,67.8
682,Midwest,7746,72.9,0,49.8
683,Northeast,7806,69.2,0,61.1
684,Northeast,2181,56.8,1,68.1
685,South,4250,76.4,0,69.3
686,West,4781,80.0,0,52.8
687,Northeast,5268,73.4,0,96.1
688,West,7676,74.3,0,65.7
689,South,7739,70.8,0,52.6
690,West,7012,81.9,0,69.3
691,Midwest,8775,87.8,0,64.8
692,Midwest,8241,87.3,0,75.5
693,Midwest,1303,82.0,0,76.1
694,Northeast,2114,79.5,0,47.7
695,West,1879,65.3,0,65.9
696,South,2037,85.6,0,64.0
697,Northeast,4618,54.0,1,42.5
698,West,2290,62.9,0,62.5
699,South,5592,84.4,0,64.9
700,Northeast,7666,73.6,0,68.0
701,South,2198,78.8,1,95.3
702,South,4235,84.2,0,83.6
703,West,3892,42.3,1,65.8
704,South,7941,61.9,1,61.5
705,Northeast,2958,79.0,0,89.8
706,Midwest,6354,50.6,1,65.3
707,West,4100,58.7,1,71.7
708,Midwest,7379,57.2,1,75.7
709,Northeast,4081,78.7,0,75.1
710,West,7649,67.9,0,93.0
711,South,3044,56.8,1,66.3
712,West,6275,67.1,0,71.0
713,South,4221,82.3,0,77.1
714,Midwest,4076,73.7,0,69.2
715,Midwest,3245,70.3,0,63.8
716,Northeast,4431,61.3,1,63.2
717,South,3779,52.9,1,59.2
718,Midwest,2866,60.5,0,74.9
719,Northeast,8977,78.6,0,83.9
720,Midwest,1342,63.9,0,69.4
721,Northeast,1714,63.4,1,76.6
722,South,2441,48.3,1,48.6
723,Midwest,7649,52.1,1,76.7
724,West,2014,86.9,0,90.9
725,Northeast,2439,64.3,0,64.9
726,Northeast,6368,70.4,1,65.0
727,Northeast,2941,70.6,0,52.7
728,Midwest,1405,44.0,1,72.8
729,Midwest,1304,87.8,0,96.0
730,Northeast,1769,73.8,0,66.5
731,Northeast,8568,74.7,0,69.8
732,Midwest,3121,67.0,0,76.5
733,West,6007,92.8,0,77.9
734,Northeast,1246,52.1,1,62.7
735,West,3163,50.0,1,65.2
736,West,5979,76.0,0,60.4
737,South,8302,60.0,1,68.2
738,Midwest,4785,84.1,0,77.8
739,Northeast,4659,67.8,0,79.4
740,South,1900,85.1,0,88.6
741,Midwest,5179,60.1,1,70.4
742,Midwest,2816,71.7,0,54.3
743,Northeast,2287,78.4,0,64.0
744,South,6909,49.5,1,65.3
745,South,4817,61.5,1,86.2
746,Northeast,7162,69.2,0,71.4
747,Midwest,1945,55.8,1,51.2
748,West,6978,71.5,0,69.3
749,Midwest,1733,100.0,0,91.6
750,Northeast,8012,80.3,0,85.1
751,South,8598,80.7,0,79.9
752,Midwest,1648,78.7,0,67.1
