opportunity_id,team,deal_size_band,deal_value_k,won
149,B,enterprise,369.8,1
150,B,enterprise,197.0,1
151,A,smb,19.3,1
152,B,smb,14.3,0
153,B,enterprise,536.5,0
154,A,smb,5.1,0
155,A,mid,34.5,0
156,B,mid,29.6,1
157,B,enterprise,320.9,0
158,A,mid,68.9,0
159,B,enterprise,540.8,0
160,A,enterprise,442.3,1
161,B,enterprise,112.1,0
162,B,enterprise,257.1,1
163,B,enterprise,353.6,0
164,B,enterprise,117.4,1
165,B,mid,43.6,0
166,A,smb,13.9,1
167,A,smb,19.6,1
168,B,mid,54.8,1
169,A,enterprise,694.2,0
170,A,mid,74.8,0
171,B,enterprise,540.9,0
172,B,smb,5.9,0
173,B,enterprise,218.3,0
174,A,smb,5.8,0
175,A,smb,5.6,1
176,B,mid,90.1,0
177,B,mid,30.9,0
178,A,smb,17.4,1
179,A,smb,10.1,0
180,B,enterprise,163.1,0
181,B,enterprise,649.1,0
182,A,smb,13.1,0
183,B,enterprise,507.2,0
184,A,smb,4.9,0
185,A,smb,11.3,0
186,B,mid,66.6,1
187,B,enterprise,468.2,0
188,B,mid,96.9,0
189,A,smb,15.8,1
190,A,smb,7.4,1
191,A,smb,8.7,0
192,A,smb,8.3,0
193,A,smb,14.5,0
194,A,smb,4.3,0
195,A,smb,13.5,1
196,B,smb,17.0,0
197,A,smb,4.2,1
198,B,enterprise,687.1,0
199,A,smb,19.9,0
200,B,enterprise,527.2,1
201,B,enterprise,529.0,0
202,B,smb,16.2,0
203,A,mid,71.0,1
204,B,smb,12.1,1
205,B,smb,9.3,0
206,A,smb,16.0,0
207,B,enterprise,456.6,0
208,A,enterprise,160.9,0
209,B,mid,73.3,0
210,A,mid,88.2,1
211,A,smb,2.2,0
212,B,mid,64.5,0
213,A,enterprise,132.5,1
214,B,enterprise,570.7,0
215,B,smb,11.3,1
216,A,mid,39.5,0
217,B,enterprise,403.0,0
218,A,smb,12.1,0
219,B,enterprise,770.9,0
220,B,enterprise,300.8,1
221,B,mid,87.0,0
222,B,enterprise,580.6,1
223,B,enterprise,202.3,0
224,A,smb,5.7,1
225,A,mid,64.7,1
226,B,mid,33.0,0
227,A,smb,12.5,1
228,A,mid,38.7,0
229,A,smb,18.8,1
230,B,enterprise,674.3,0
231,B,enterprise,543.5,0
232,A,smb,11.6,0
233,A,enterprise,701.1,0
234,B,enterprise,536.9,0
235,B,mid,79.9,0
236,A,smb,4.0,1
237,B,enterprise,282.6,0
238,B,enterprise,206.1,0
239,B,mid,49.3,1
240,B,enterprise,443.1,0
241,A,smb,12.7,0
242,B,mid,86.3,0
243,A,smb,19.0,1
244,B,mid,87.9,0
245,A,smb,6.4,0
246,B,enterprise,471.8,0
247,B,mid,53.0,0
248,A,mid,40.2,0
249,A,mid,53.0,0
250,A,enterprise,217.0,0
251,B,enterprise,380.2,0
252,B,mid,69.5,1
253,A,enterprise,526.6,0
254,B,enterprise,681.9,0
255,A,mid,65.4,0
256,B,mid,58.8,0
257,A,mid,48.0,1
258,B,enterprise,150.3,0
259,B,enterprise,470.7,0
260,A,smb,17.7,0
261,B,enterprise,599.0,0
262,B,enterprise,485.8,0
263,B,mid,51.2,1
264,A,smb,17.8,1
265,A,smb,19.4,0
266,A,smb,8.4,1
267,B,enterprise,120.5,1
268,A,smb,2.9,0
269,B,mid,35.7,0
270,A,smb,15.7,0
271,A,mid,22.3,0
272,A,smb,17.5,0
273,B,enterprise,471.5,0
274,A,smb,18.5,1
275,B,mid,85.9,0
276,B,enterprise,419.1,0
277,A,enterprise,705.3,0
278,A,smb,8.2,0
279,B,smb,16.8,1
280,A,smb,10.8,1
281,B,enterprise,156.8,1
282,B,mid,76.3,0
283,B,mid,43.3,1
284,A,mid,65.2,0
285,A,enterprise,571.1,0
286,B,enterprise,575.6,0
287,B,enterprise,362.1,0
288,B,mid,63.8,0
289,A,enterprise,472.8,0
290,B,enterprise,418.3,0
291,A,smb,9.3,1
292,B,smb,12.9,1
293,A,mid,78.0,1
294,B,enterprise,469.5,0
295,A,smb,18.6,0
296,A,mid,99.3,1
297,A,mid,60.7,0
298,A,smb,6.4,0
299,A,smb,12.0,0
300,B,mid,53.3,0
301,A,mid,26.3,0
302,A,mid,60.7,0
303,B,enterprise,359.8,0
304,B,enterprise,676.5,0
305,A,smb,11.0,0
306,B,enterprise,562.4,0
307,A,smb,5.8,0
308,B,mid,33.5,0
309,B,enterprise,788.9,0
310,A,smb,4.2,1
311,B,enterprise,280.9,0
312,A,smb,5.5,1
313,B,enterprise,257.7,1
314,B,enterprise,223.3,0
315,A,smb,6.6,0
316,A,smb,6.5,1
317,B,enterprise,702.1,0
318,A,smb,11.3,1
319,B,enterprise,760.7,1
320,A,smb,5.6,0
321,B,smb,10.3,0
322,A,enterprise,192.0,0
323,A,smb,19.7,1
324,B,mid,96.8,0
325,B,enterprise,258.7,0
326,A,enterprise,134.8,0
327,A,smb,20.0,0
328,A,mid,52.9,0
329,A,smb,19.9,1
330,B,enterprise,646.8,0
331,B,enterprise,236.2,0
332,A,enterprise,426.3,1
333,A,smb,7.0,1
334,B,enterprise,167.2,1
335,B,enterprise,667.9,1
336,B,mid,40.6,1
337,B,enterprise,356.2,0
338,A,smb,8.0,1
339,A,smb,13.2,0
340,B,smb,14.8,0
341,A,mid,85.0,0
342,B,mid,88.1,0
343,A,mid,96.4,0
344,B,enterprise,452.8,0
345,A,smb,8.9,1
346,A,mid,89.2,0
347,B,enterprise,300.6,0
348,A,enterprise,468.6,0
349,A,smb,4.2,1
350,A,smb,15.1,0
351,A,mid,34.7,0
352,B,enterprise,591.8,0
353,A,smb,2.2,0
354,B,smb,14.7,1
355,A,smb,5.5,1
356,A,smb,10.1,1
357,B,mid,72.6,0
358,B,enterprise,130.9,0
359,B,enterprise,645.7,0
360,B,mid,74.2,1
361,B,enterprise,457.1,1
362,A,smb,18.8,1
363,B,enterprise,666.2,1
364,B,enterprise,795.9,0
365,B,mid,70.4,1
366,A,smb,7.0,1
367,A,enterprise,268.8,0
368,B,enterprise,646.4,0
369,B,enterprise,302.1,1
370,A,smb,3.0,0
371,A,smb,14.6,1
372,A,mid,99.2,0
373,B,mid,57.3,0
374,B,enterprise,139.4,0
375,A,smb,17.9,0
376,B,mid,48.8,1
377,B,enterprise,372.0,0
378,B,mid,42.2,0
379,B,mid,28.8,0
380,B,enterprise,316.8,0
381,A,smb,19.6,1
382,A,mid,81.0,0
383,B,smb,8.6,0
384,B,enterprise,175.2,1
385,B,smb,5.1,0
386,A,mid,20.1,0
387,A,smb,13.5,0
388,B,enterprise,638.0,0
389,B,mid,80.9,0
390,A,smb,19.7,0
391,B,enterprise,692.0,0
392,B,mid,56.6,0
393,A,mid,71.9,1
394,A,smb,5.4,0
395,A,mid,66.4,1
396,A,mid,62.5,0
397,A,mid,87.0,0
398,B,enterprise,466.5,0
399,A,enterprise,667.4,0
400,A,smb,17.7,1
401,B,enterprise,571.7,0
402,A,smb,2.0,0
403,B,enterprise,719.0,0
404,B,enterprise,241.0,0
405,A,smb,17.5,0
406,A,mid,60.8,0
407,A,smb,14.9,1
408,A,mid,51.3,1
409,A,smb,12.4,0
410,B,mid,42.0,0
411,A,mid,56.9,0
412,B,mid,43.0,1
413,B,enterprise,236.3,1
414,B,enterprise,566.0,0
415,B,mid,21.1,1
416,A,smb,10.6,0
417,A,smb,13.3,1
418,B,enterprise,354.0,0
419,B,enterprise,116.4,1
420,A,mid,38.1,1
421,A,smb,8.8,0
422,B,enterprise,631.7,0
423,B,mid,92.0,1
424,B,enterprise,501.9,0
425,A,smb,16.9,0
426,B,mid,57.0,1
427,A,mid,20.1,1
428,A,smb,10.9,1
429,A,smb,13.1,0
430,B,enterprise,767.0,0
431,B,enterprise,744.3,0
432,A,smb,14.7,0
433,A,smb,19.3,0
434,B,mid,37.4,0
435,B,smb,19.3,0
436,A,smb,14.6,1
437,A,smb,11.7,1
438,A,smb,15.0,1
439,B,mid,81.7,0
440,A,smb,16.3,1
441,A,mid,94.5,1
442,B,enterprise,748.7,1
443,A,smb,19.6,0
444,B,smb,5.2,1
445,A,smb,2.2,0
446,A,smb,16.9,0
447,A,smb,5.7,0
448,B,enterprise,173.0,0
449,B,enterprise,640.7,1
450,A,smb,15.6,1
451,B,mid,94.1,1
452,B,enterprise,576.6,0
453,A,mid,24.7,1
454,B,enterprise,512.5,1
455,A,smb,4.8,0
456,A,mid,74.7,0
457,B,enterprise,797.3,0
458,B,enterprise,498.5,0
459,A,smb,12.9,1
460,B,enterprise,276.8,0
461,B,mid,67.2,0
462,B,enterprise,538.6,0
463,A,mid,79.4,0
464,A,smb,8.3,1
465,A,mid,51.9,0
466,A,smb,19.5,1
467,A,smb,3.9,0
468,B,enterprise,634.8,1
469,A,smb,19.0,0
470,A,smb,7.0,0
471,A,smb,15.2,1
472,B,enterprise,179.0,0
473,A,smb,7.0,0
474,A,mid,73.6,0
475,B,enterprise,584.5,0
476,B,enterprise,605.6,0
477,A,smb,10.6,1
478,A,smb,19.5,1
479,B,enterprise,486.3,0
480,A,smb,16.3,0
481,A,smb,9.9,1
482,A,smb,17.7,0
483,B,mid,43.0,0
484,A,smb,10.2,0
485,A,smb,9.8,1
486,B,enterprise,428.6,0
487,B,mid,58.2,0
488,B,enterprise,292.0,1
489,A,smb,18.0,1
490,A,smb,9.6,0
491,A,smb,2.2,0
492,B,mid,97.9,1
493,A,mid,73.0,1
494,B,mid,38.6,1
495,A,enterprise,500.1,0
496,B,smb,17.3,1
497,A,smb,18.2,1
498,A,smb,11.4,0
499,B,enterprise,287.1,0
500,B,enterprise,603.1,0
501,A,smb,6.4,0
502,B,enterprise,785.8,0
503,B,enterprise,520.3,0
504,B,smb,13.1,1
505,A,enterprise,757.6,0
506,B,enterprise,529.4,0
507,A,smb,8.5,0
508,A,smb,17.7,1
509,A,smb,5.7,0
510,A,enterprise,773.3,0
511,B,enterprise,348.4,0
512,B,mid,92.3,0
513,A,smb,9.6,0
514,A,smb,12.4,1
515,A,smb,7.0,1
516,A,smb,14.8,1
517,A,smb,11.1,0
518,B,enterprise,507.4,0
519,B,mid,62.7,1
520,A,smb,17.2,1
521,A,smb,17.1,0
522,A,mid,78.2,0
523,B,mid,66.3,0
524,A,mid,33.3,1
525,A,smb,16.4,0
526,A,smb,8.0,0
527,A,smb,15.5,1
528,A,smb,14.1,0
529,B,smb,6.2,1
530,B,mid,65.0,0
531,A,smb,8.3,0
532,B,enterprise,432.3,0
533,B,mid,96.7,0
534,B,mid,36.8,0
535,B,enterprise,659.1,0
536,B,enterprise,484.1,0
537,A,smb,12.4,1
538,B,enterprise,389.3,0
539,B,smb,4.8,0
540,B,mid,72.8,1
541,A,mid,87.0,1
542,B,enterprise,111.2,1
543,B,enterprise,732.8,1
544,A,mid,71.6,0
545,A,enterprise,536.6,0
546,B,mid,84.7,1
547,A,enterprise,483.2,0
548,B,enterprise,222.7,1
549,B,enterprise,513.6,0
550,B,mid,23.1,1
551,B,mid,91.2,0
552,B,enterprise,434.2,1
553,B,enterprise,623.5,0
554,A,smb,3.3,0
555,A,smb,4.4,0
556,A,enterprise,155.3,0
557,B,mid,67.9,0
558,A,mid,47.5,0
559,B,enterprise,749.3,1
560,A,mid,66.7,0
561,B,mid,37.5,0
562,B,enterprise,162.3,0
563,A,smb,12.2,1
564,B,enterprise,637.9,0
565,A,smb,17.1,0
566,A,mid,76.5,1
567,B,enterprise,762.3,0
568,B,enterprise,750.4,0
569,A,mid,52.2,0
570,A,smb,4.3,0
571,B,enterprise,578.8,0
572,A,smb,5.5,0
573,A,smb,11.7,1
574,B,mid,78.8,0
575,A,mid,24.0,1
576,A,smb,6.6,0
577,B,mid,84.8,0
578,A,enterprise,156.2,0
579,B,enterprise,784.8,1
580,B,mid,89.3,0
581,A,mid,56.9,1
582,B,enterprise,568.6,0
583,B,enterprise,756.2,0
584,A,smb,3.3,0
585,A,smb,2.1,1
586,B,enterprise,694.5,0
587,A,smb,4.9,0
588,B,smb,16.5,1
589,A,smb,19.9,0
590,B,enterprise,581.8,0
591,A,smb,5.3,0
592,A,mid,96.6,0
593,A,smb,2.5,0
594,B,mid,66.2,1
595,A,enterprise,716.4,0
596,A,mid,34.0,0
597,A,smb,13.6,0
598,A,smb,14.4,1
599,B,smb,5.0,0
600,B,mid,90.2,0
601,A,smb,7.4,1
602,A,mid,44.3,0
603,B,enterprise,201.6,1
604,B,mid,69.3,0
605,A,mid,27.2,0
606,B,enterprise,240.7,0
607,B,enterprise,592.9,0
608,A,smb,12.1,1
609,A,mid,76.1,0
610,B,smb,12.9,0
611,B,mid,28.8,0
612,B,enterprise,348.7,1
613,A,enterprise,281.0,0
614,B,enterprise,487.9,0
615,A,mid,25.5,0
616,B,enterprise,774.0,0
617,A,smb,19.5,1
618,B,enterprise,588.8,0
619,A,smb,19.9,1
620,B,enterprise,109.9,0
621,B,enterprise,778.8,0
622,B,mid,62.6,1
623,A,mid,28.3,0
624,A,mid,79.1,0
625,B,mid,84.2,1
626,B,enterprise,298.8,0
627,B,mid,22.5,1
628,B,smb,12.3,1
629,A,enterprise,677.1,0
630,A,smb,3.0,0
631,A,smb,11.7,1
632,B,enterprise,358.6,0
633,B,mid,57.4,1
634,B,enterprise,694.4,0
635,B,enterprise,399.3,0
636,A,smb,8.4,1
637,A,smb,15.2,0
638,B,mid,91.8,1
639,A,smb,16.6,0
640,B,smb,12.8,0
641,A,smb,19.4,0
642,A,mid,60.1,0
643,B,enterprise,152.3,0
644,A,smb,2.9,1
645,B,enterprise,772.9,0
646,A,mid,94.9,0
647,B,enterprise,365.1,1
648,B,enterprise,460.4,0
649,B,enterprise,715.3,0
650,B,mid,92.6,1
651,A,smb,16.3,1
652,B,enterprise,763.4,0
653,A,mid,99.9,0
654,B,enterprise,761.8,0
655,A,mid,40.7,1
656,B,enterprise,193.6,0
657,B,enterprise,741.5,0
658,A,mid,94.9,0
659,B,enterprise,720.4,0
660,A,smb,18.8,0
661,B,mid,73.6,0
662,B,enterprise,308.7,1
663,B,enterprise,268.5,0
664,B,enterprise,222.1,0
665,B,enterprise,201.3,1
666,A,mid,58.4,1
667,B,enterprise,453.9,0
668,B,enterprise,789.2,0
669,B,mid,53.8,0
670,B,enterprise,105.5,0
671,A,smb,13.4,0
672,B,enterprise,353.0,1
673,A,mid,35.1,0
674,A,mid,67.3,1
675,A,smb,19.8,0
676,B,enterprise,673.8,1
677,B,enterprise,767.3,1
678,A,smb,16.4,1
679,A,mid,95.3,1
680,B,enterprise,553.3,0
681,A,mid,48.4,1
682,B,enterprise,686.0,1
683,B,enterprise,773.1,0
684,B,mid,52.7,1
685,B,mid,48.7,0
686,B,enterprise,295.8,1
687,A,smb,2.7,1
688,B,enterprise,575.8,0
689,B,enterprise,786.3,0
690,B,enterprise,545.0,0
691,B,enterprise,775.1,1
692,A,smb,4.8,0
693,A,enterprise,681.0,0
694,A,smb,18.3,0
695,B,mid,84.2,0
696,B,enterprise,579.1,0
697,B,enterprise,566.5,1
698,A,enterprise,430.1,1
699,A,mid,73.6,0
700,A,smb,3.5,1
701,A,smb,12.2,1
702,B,smb,13.1,1
703,B,enterprise,378.5,0
704,B,enterprise,679.1,0
705,B,enterprise,794.5,0
706,A,smb,11.7,1
707,A,mid,31.1,0
708,B,mid,29.0,0
709,B,enterprise,553.7,0
710,A,smb,6.5,1
711,A,mid,77.4,1
712,A,smb,14.8,0
713,A,enterprise,539.9,0
714,B,mid,59.6,0
715,A,smb,4.1,0
716,B,mid,98.1,0
717,B,enterprise,274.1,1
718,A,mid,88.1,0
719,A,mid,93.5,1
720,B,mid,34.8,0
721,B,mid,42.7,1
722,B,mid,44.1,0
723,B,smb,5.9,0
724,B,enterprise,520.5,1
725,B,enterprise,491.8,1
726,B,smb,16.9,0
727,A,mid,22.0,0
728,A,smb,3.9,1
729,A,smb,14.4,0
730,B,enterprise,297.1,0
731,A,smb,14.4,1
732,B,enterprise,594.1,1
733,B,mid,88.5,0
734,B,enterprise,683.6,0
735,B,enterprise,675.5,0
736,A,smb,18.5,1
737,B,enterprise,242.1,1
738,B,smb,15.5,0
739,B,mid,85.1,0
740,B,enterprise,658.6,0
741,B,mid,95.6,0
742,B,mid,60.9,0
743,A,smb,8.7,1
744,B,enterprise,497.3,0
745,A,smb,10.0,1
746,B,mid,91.5,0
747,A,smb,12.5,0
748,A,smb,17.1,0
749,B,enterprise,329.2,0
750,B,smb,14.1,1
751,A,smb,2.2,1
752,B,smb,18.8,1
753,B,enterprise,315.3,0
754,A,smb,7.2,0
755,B,enterprise,658.0,0
756,B,enterprise,361.4,0
757,A,smb,11.9,1
758,A,mid,84.9,0
759,B,enterprise,351.7,0
760,A,smb,12.4,0
761,B,mid,87.5,1
762,B,enterprise,354.6,0
763,B,mid,86.8,0
764,A,smb,6.0,1
765,A,smb,3.9,0
766,A,smb,5.4,1
767,B,enterprise,391.3,1
768,A,smb,12.1,0
769,A,smb,2.7,1
770,A,smb,6.3,1
771,A,mid,45.1,0
772,B,mid,39.3,1
773,B,enterprise,584.2,0
774,A,smb,18.4,0
775,B,enterprise,292.4,0
776,A,smb,4.6,0
777,A,enterprise,611.1,0
778,A,mid,21.0,1
779,A,mid,92.6,0
780,B,mid,24.8,0
781,A,mid,38.8,1
782,B,enterprise,782.5,0
783,B,enterprise,260.6,0
784,B,enterprise,204.9,1
785,A,mid,55.3,1
786,B,mid,79.2,1
787,A,mid,69.9,0
788,B,enterprise,434.1,0
789,B,enterprise,783.3,0
790,A,enterprise,301.2,0
791,A,enterprise,183.5,0
792,B,enterprise,693.8,0
793,B,enterprise,213.2,0
794,B,enterprise,716.3,0
795,B,mid,61.6,0
796,B,smb,16.4,0
797,A,smb,8.8,1
798,A,smb,6.2,0
799,B,enterprise,179.5,0
800,B,enterprise,466.3,1
801,B,enterprise,236.7,1
802,A,smb,11.4,0
803,A,smb,16.7,0
804,A,smb,8.9,0
805,A,mid,55.9,0
806,A,enterprise,475.2,0
807,A,smb,16.0,1
808,A,smb,11.3,1
809,B,enterprise,158.1,0
810,A,enterprise,694.2,0
811,A,smb,14.7,1
812,A,mid,92.0,0
813,B,smb,7.5,0
814,B,enterprise,561.3,0
815,B,mid,76.9,1
816,A,smb,3.5,0
817,B,enterprise,460.9,0
818,A,smb,6.9,1
819,A,mid,79.6,0
820,A,smb,7.8,0
821,A,mid,53.9,1
822,B,mid,85.2,0
823,B,enterprise,692.0,0
824,B,enterprise,414.8,0
825,A,mid,80.2,0
826,B,enterprise,374.5,1
827,A,smb,15.4,0
828,A,smb,19.8,0
829,A,mid,78.2,0
830,A,mid,34.7,0
831,B,smb,12.6,1
832,A,smb,10.8,0
833,B,smb,4.3,0
834,A,mid,32.6,0
835,A,smb,6.1,0
836,A,mid,99.2,0
837,A,mid,35.0,1
838,B,enterprise,113.2,1
839,B,enterprise,556.9,0
840,A,smb,10.1,0
841,B,mid,99.6,0
842,B,mid,42.3,0
843,A,mid,69.8,0
844,B,mid,53.6,0
845,A,smb,18.8,1
846,A,mid,43.8,1
847,B,enterprise,489.2,1
848,B,enterprise,512.8,0
849,B,smb,5.7,1
850,B,enterprise,321.8,0
851,B,smb,6.4,1
852,A,smb,10.4,1
853,B,mid,70.2,0
854,B,enterprise,702.4,1
855,B,smb,6.6,0
856,A,mid,48.7,0
857,A,mid,73.5,0
858,A,mid,60.7,0
859,B,mid,82.2,0
860,B,enterprise,582.1,0
861,B,enterprise,402.2,0
862,A,smb,11.9,0
863,A,smb,5.1,0
864,A,mid,84.6,0
865,B,mid,52.2,0
866,B,enterprise,547.6,0
867,B,enterprise,741.0,1
868,B,enterprise,221.2,1
869,B,enterprise,250.0,0
870,A,enterprise,475.9,0
871,A,mid,63.8,0
872,A,mid,84.8,0
873,B,mid,27.0,0
874,B,enterprise,400.4,0
875,B,enterprise,679.6,1
876,A,smb,3.6,1
877,B,mid,84.7,0
878,A,smb,19.8,0
879,A,smb,14.7,0
880,A,smb,11.0,1
881,B,mid,55.3,1
882,B,enterprise,268.2,0
883,B,enterprise,328.9,0
884,A,smb,14.5,0
885,A,smb,13.4,0
886,B,enterprise,670.2,0
887,B,enterprise,328.7,0
888,B,enterprise,301.5,0
889,A,mid,30.0,0
890,B,enterprise,288.8,0
891,A,smb,9.3,1
892,B,mid,66.0,0
893,A,smb,5.6,1
894,A,smb,19.9,0
895,A,mid,62.8,0
896,B,enterprise,160.3,0
897,B,mid,20.5,0
898,B,mid,36.1,0
899,A,mid,48.6,0
900,A,mid,79.7,1
901,B,enterprise,548.4,0
902,A,enterprise,443.7,0
903,B,mid,69.1,1
904,A,mid,95.2,1
905,A,mid,72.3,0
906,B,enterprise,331.6,0
907,A,mid,95.2,1
908,B,mid,89.8,0
909,A,smb,19.9,1
910,B,enterprise,516.7,0
911,B,enterprise,744.6,0
912,A,mid,71.0,1
913,B,enterprise,106.7,0
914,B,enterprise,265.6,0
915,A,mid,67.6,0
916,A,smb,9.6,0
917,A,smb,7.6,0
918,A,smb,8.9,1
919,B,mid,28.3,0
920,A,enterprise,556.0,1
921,A,enterprise,383.8,0
922,A,smb,14.4,0
923,B,smb,13.5,0
924,A,smb,13.1,1
925,B,enterprise,607.1,0
926,A,mid,43.7,0
927,B,enterprise,104.6,1
928,B,mid,33.4,0
929,B,enterprise,327.6,0
930,B,enterprise,118.1,0
931,A,smb,17.4,0
932,B,mid,93.1,0
933,B,enterprise,534.8,0
934,B,smb,14.6,1
935,B,enterprise,768.5,0
936,A,smb,10.4,1
937,B,mid,29.4,0
938,A,mid,70.3,0
939,A,smb,16.1,0
940,B,enterprise,766.3,0
941,B,enterprise,323.8,1
942,B,mid,34.5,1
943,A,smb,12.2,1
944,B,mid,22.4,1
945,A,smb,17.5,0
946,B,mid,65.2,0
947,B,enterprise,530.1,0
948,B,mid,27.8,1
949,B,mid,22.8,1
950,A,smb,7.7,0
951,B,mid,25.4,1
952,A,enterprise,649.3,1
953,A,smb,13.3,0
954,B,enterprise,794.1,0
955,A,smb,4.1,0
956,A,enterprise,759.8,0
957,A,enterprise,722.2,0
958,B,mid,85.2,1
959,B,smb,11.1,1
960,A,smb,18.8,0
961,A,smb,16.2,1
962,A,smb,14.0,0
963,B,enterprise,158.3,0
964,A,mid,74.8,1
965,A,mid,38.1,1
966,A,smb,5.3,1
967,A,smb,6.3,1
968,A,smb,11.3,1
969,B,enterprise,481.6,0
970,A,mid,78.8,0
971,A,smb,8.8,0
972,B,mid,60.1,0
973,A,mid,90.8,0
974,A,smb,13.5,1
975,B,smb,14.8,0
976,B,enterprise,652.3,0
977,A,mid,23.4,0
978,A,enterprise,288.3,0
979,B,enterprise,174.0,1
980,A,smb,7.9,1
981,A,smb,14.7,1
982,A,mid,45.4,0
983,B,mid,33.5,1
984,B,enterprise,578.2,0
985,A,smb,10.2,1
986,B,enterprise,615.9,0
987,A,smb,10.0,0
988,A,mid,95.8,1
989,B,smb,8.9,1
990,A,mid,29.7,1
991,B,mid,31.8,0
992,B,enterprise,519.3,1
993,B,mid,20.6,1
994,A,mid,54.5,0
995,B,mid,48.1,0
996,B,enterprise,162.9,0
997,A,smb,8.0,0
998,A,mid,93.8,1
999,B,enterprise,568.0,0
1000,B,mid,78.6,1
1001,B,enterprise,344.1,0
1002,B,enterprise,663.7,0
1003,A,mid,51.4,1
1004,B,enterprise,223.0,0
1005,A,smb,2.4,1
1006,B,enterprise,122.7,0
1007,A,smb,11.4,1
1008,B,enterprise,166.6,0
1009,B,mid,73.3,0
1010,A,smb,5.9,1
1011,A,smb,12.9,1
1012,B,enterprise,571.4,0
1013,A,smb,19.2,0
1014,B,mid,35.2,0
1015,A,smb,3.3,1
1016,A,smb,3.4,1
