impression_id,arm,clicked,purchased
816,legacy_rule,0,0
817,legacy_rule,0,0
818,legacy_rule,1,0
819,legacy_rule,1,0
820,ctr_bandit,0,0
821,legacy_rule,1,0
822,ctr_bandit,1,0
823,legacy_rule,1,1
824,legacy_rule,0,0
825,legacy_rule,0,0
826,ctr_bandit,0,0
827,legacy_rule,0,0
828,ctr_bandit,0,0
829,legacy_rule,0,0
830,legacy_rule,0,0
831,ctr_bandit,0,0
832,ctr_bandit,1,0
833,legacy_rule,0,0
834,ctr_bandit,0,0
835,ctr_bandit,0,0
836,legacy_rule,0,0
837,ctr_bandit,0,0
838,legacy_rule,0,0
839,ctr_bandit,0,0
840,ctr_bandit,1,0
841,ctr_bandit,1,0
842,ctr_bandit,0,0
843,ctr_bandit,1,0
844,legacy_rule,0,0
845,ctr_bandit,1,0
846,ctr_bandit,0,0
847,ctr_bandit,1,0
848,legacy_rule,0,0
849,ctr_bandit,1,0
850,legacy_rule,0,0
851,legacy_rule,0,0
852,ctr_bandit,0,0
853,legacy_rule,1,0
854,legacy_rule,0,0
855,ctr_bandit,0,0
856,ctr_bandit,0,0
857,legacy_rule,0,0
858,ctr_bandit,0,0
859,legacy_rule,0,0
860,ctr_bandit,1,0
861,legacy_rule,0,0
862,legacy_rule,0,0
863,ctr_bandit,1,0
864,ctr_bandit,0,0
865,ctr_bandit,0,0
866,legacy_rule,0,0
867,legacy_rule,1,0
868,legacy_rule,1,0
869,legacy_rule,0,0
870,ctr_bandit,0,0
871,legacy_rule,0,0
872,legacy_rule,1,0
873,ctr_bandit,1,0
874,legacy_rule,0,0
875,ctr_bandit,1,0
876,ctr_bandit,1,0
877,legacy_rule,0,0
878,ctr_bandit,1,0
879,ctr_bandit,0,0
880,legacy_rule,1,0
881,ctr_bandit,0,0
882,legacy_rule,0,0
883,ctr_bandit,0,0
884,legacy_rule,0,0
885,legacy_rule,0,0
886,legacy_rule,1,0
887,legacy_rule,0,0
888,legacy_rule,0,0
889,legacy_rule,0,0
890,legacy_rule,0,0
891,ctr_bandit,0,0
892,legacy_rule,0,0
893,legacy_rule,0,0
894,legacy_rule,1,0
895,ctr_bandit,0,0
896,ctr_bandit,0,0
897,ctr_bandit,1,0
898,ctr_bandit,0,0
899,ctr_bandit,0,0
900,ctr_bandit,0,0
901,legacy_rule,1,0
902,legacy_rule,0,0
903,ctr_bandit,1,0
904,legacy_rule,0,0
905,ctr_bandit,0,0
906,ctr_bandit,0,0
907,ctr_bandit,0,0
908,legacy_rule,0,0
909,ctr_bandit,0,0
910,legacy_rule,0,0
911,ctr_bandit,0,0
912,legacy_rule,0,0
913,legacy_rule,0,0
914,ctr_bandit,1,0
915,ctr_bandit,0,0
916,ctr_bandit,0,0
917,legacy_rule,0,0
918,ctr_bandit,0,0
919,ctr_bandit,0,0
920,ctr_bandit,1,0
921,legacy_rule,0,0
922,ctr_bandit,1,0
923,ctr_bandit,1,0
924,legacy_rule,1,0
925,ctr_bandit,0,0
926,legacy_rule,1,0
927,ctr_bandit,1,0
928,legacy_rule,0,0
929,legacy_rule,1,0
930,legacy_rule,0,0
931,legacy_rule,0,0
932,legacy_rule,0,0
933,ctr_bandit,0,0
934,ctr_bandit,0,0
935,ctr_bandit,0,0
936,ctr_bandit,0,0
937,ctr_bandit,1,1
938,legacy_rule,0,0
939,ctr_bandit,0,0
940,ctr_bandit,0,0
941,legacy_rule,1,1
942,ctr_bandit,0,0
943,legacy_rule,0,0
944,ctr_bandit,0,0
945,ctr_bandit,0,0
946,ctr_bandit,0,0
947,ctr_bandit,0,0
948,legacy_rule,1,0
949,legacy_rule,0,0
950,legacy_rule,1,0
951,ctr_bandit,0,0
952,ctr_bandit,1,0
953,legacy_rule,0,0
954,ctr_bandit,1,0
955,ctr_bandit,1,1
956,legacy_rule,0,0
957,legacy_rule,0,0
958,ctr_bandit,1,0
959,ctr_bandit,0,0
960,legacy_rule,0,0
961,ctr_bandit,0,0
962,ctr_bandit,0,0
963,ctr_bandit,0,0
964,legacy_rule,0,0
965,legacy_rule,1,1
966,ctr_bandit,1,0
967,ctr_bandit,1,1
968,ctr_bandit,0,0
969,ctr_bandit,1,0
970,legacy_rule,0,0
971,ctr_bandit,0,0
972,ctr_bandit,0,0
973,legacy_rule,0,0
974,legacy_rule,0,0
975,legacy_rule,0,0
976,ctr_bandit,1,0
977,ctr_bandit,0,0
978,legacy_rule,0,0
979,legacy_rule,0,0
980,legacy_rule,0,0
981,legacy_rule,1,0
982,ctr_bandit,1,1
983,ctr_bandit,0,0
984,ctr_bandit,0,0
985,legacy_rule,0,0
986,ctr_bandit,0,0
987,legacy_rule,0,0
988,legacy_rule,0,0
989,legacy_rule,0,0
990,ctr_bandit,1,0
991,ctr_bandit,1,0
992,legacy_rule,1,1
993,ctr_bandit,0,0
994,ctr_bandit,0,0
995,legacy_rule,0,0
996,ctr_bandit,1,0
997,ctr_bandit,0,0
998,ctr_bandit,0,0
999,legacy_rule,1,0
1000,legacy_rule,0,0
1001,ctr_bandit,1,0
1002,ctr_bandit,0,0
1003,ctr_bandit,1,0
1004,legacy_rule,0,0
1005,ctr_bandit,1,0
1006,legacy_rule,0,0
1007,ctr_bandit,0,0
1008,legacy_rule,0,0
1009,ctr_bandit,0,0
1010,ctr_bandit,0,0
1011,ctr_bandit,0,0
1012,ctr_bandit,1,0
1013,legacy_rule,1,0
1014,legacy_rule,1,0
1015,legacy_rule,1,0
1016,legacy_rule,0,0
1017,ctr_bandit,1,0
1018,ctr_bandit,0,0
1019,ctr_bandit,0,0
1020,ctr_bandit,1,0
1021,legacy_rule,0,0
1022,ctr_bandit,0,0
1023,legacy_rule,0,0
1024,legacy_rule,0,0
1025,ctr_bandit,1,1
1026,legacy_rule,0,0
1027,legacy_rule,1,0
1028,legacy_rule,1,1
1029,ctr_bandit,0,0
1030,legacy_rule,1,0
