customer_id,channel,visit_frequency,session_depth,total_spend,naive_cluster,honest_cluster
342,paid,7.4,9.4,148.31,0,2
343,paid,3.1,7.1,144.23,0,2
344,organic,9.0,8.5,42.4,0,2
345,organic,5.9,6.4,78.94,0,2
346,organic,3.7,7.6,169.51,0,2
347,paid,8.8,8.3,125.1,0,2
348,organic,10.1,5.0,101.44,0,0
349,paid,4.6,9.8,27.71,0,2
350,organic,12.6,4.1,52.84,0,0
351,organic,11.4,9.0,104.85,0,2
352,paid,12.3,4.5,324.25,2,0
353,referral,1.0,7.4,24.48,0,2
354,organic,4.5,7.7,52.47,0,2
355,paid,15.1,3.7,19.92,0,0
356,paid,8.0,8.5,179.98,0,2
357,organic,11.7,9.0,390.54,2,2
358,referral,9.5,8.7,185.76,0,2
359,paid,14.5,5.3,184.84,0,0
360,paid,3.8,11.3,53.05,0,2
361,organic,10.1,7.9,187.26,0,2
362,organic,13.1,1.0,54.86,0,0
363,paid,12.4,1.7,116.02,0,0
364,organic,13.0,1.4,172.81,0,0
365,organic,2.9,10.5,103.26,0,2
366,paid,12.8,4.7,230.02,2,0
367,paid,5.4,7.1,115.9,0,2
368,paid,7.8,7.6,171.79,0,2
369,paid,13.0,1.0,602.97,1,0
370,referral,2.8,9.2,210.13,2,2
371,paid,2.0,8.9,68.41,0,2
372,paid,14.5,4.4,71.35,0,0
373,referral,14.2,3.9,241.24,2,0
374,referral,12.6,4.1,281.02,2,0
375,referral,12.8,1.0,106.4,0,0
376,paid,15.0,1.9,27.82,0,0
377,organic,9.5,10.7,57.1,0,2
378,organic,12.0,2.0,129.37,0,0
379,organic,14.2,1.0,185.37,0,0
380,paid,8.4,10.5,331.72,2,2
381,paid,4.1,8.0,21.56,0,2
382,paid,6.0,10.9,294.22,2,2
383,organic,5.9,9.0,485.08,2,2
384,paid,10.7,2.5,15.0,0,0
385,organic,14.4,5.5,109.42,0,0
386,organic,6.1,6.7,265.6,2,2
387,referral,7.4,11.6,37.7,0,2
388,referral,3.0,7.8,85.67,0,2
389,organic,14.0,3.3,182.03,0,0
390,paid,9.5,9.3,83.89,0,2
391,referral,11.2,8.2,96.81,0,2
392,paid,17.2,1.6,134.12,0,0
393,paid,3.1,8.3,46.86,0,2
394,organic,7.1,7.2,51.41,0,2
395,organic,12.8,6.5,167.6,0,0
396,paid,14.7,2.1,258.28,2,0
397,paid,4.1,11.1,192.23,0,2
398,paid,9.7,4.8,374.32,2,0
399,organic,13.1,3.7,160.41,0,0
400,organic,15.8,2.8,579.59,1,0
401,organic,14.7,3.3,116.65,0,0
402,organic,7.0,10.0,168.58,0,2
403,referral,6.5,9.2,193.04,0,2
404,organic,15.0,1.0,62.48,0,0
405,organic,7.3,5.7,66.79,0,2
406,organic,5.3,11.7,59.74,0,2
407,organic,14.2,1.0,66.68,0,0
408,organic,10.4,9.4,865.82,1,1
409,paid,14.4,2.6,566.42,1,0
410,referral,6.1,9.3,99.97,0,2
411,organic,6.3,6.9,91.98,0,2
412,referral,5.5,9.6,19.45,0,2
413,organic,12.9,3.4,44.93,0,0
414,organic,6.5,14.0,64.82,0,2
415,paid,12.7,3.2,74.02,0,0
416,organic,13.6,5.4,65.84,0,0
417,organic,12.0,1.0,133.39,0,0
418,referral,6.3,10.8,269.74,2,2
419,referral,15.5,3.4,57.11,0,0
420,organic,5.5,9.5,489.43,2,2
421,referral,1.0,9.5,183.3,0,2
422,referral,15.5,6.1,244.56,2,0
423,referral,14.3,3.5,74.03,0,0
424,paid,11.5,1.6,179.79,0,0
425,paid,7.9,7.9,201.98,0,2
426,referral,2.5,10.5,503.12,2,2
427,organic,16.6,3.8,197.83,0,0
428,organic,5.9,6.2,289.55,2,2
429,organic,8.3,3.9,68.3,0,0
430,paid,6.4,7.1,393.99,2,2
431,paid,5.0,9.8,42.58,0,2
432,paid,4.6,7.6,80.18,0,2
433,organic,4.2,8.5,172.98,0,2
434,organic,5.7,8.0,47.59,0,2
435,organic,12.8,5.7,47.9,0,0
436,paid,9.4,3.7,47.92,0,0
437,paid,17.2,5.3,154.59,0,0
438,organic,5.4,14.2,116.39,0,2
439,paid,4.2,9.1,319.69,2,2
440,referral,3.2,11.7,729.63,1,1
441,organic,7.9,7.7,171.3,0,2
442,paid,10.8,5.3,69.38,0,0
443,organic,6.3,7.5,187.07,0,2
444,organic,12.5,3.0,49.1,0,0
445,paid,12.7,4.0,103.82,0,0
446,organic,3.2,10.2,1231.55,1,1
447,paid,4.4,6.7,111.86,0,2
448,paid,6.0,7.4,176.34,0,2
449,paid,14.6,4.1,95.07,0,0
450,organic,4.0,8.3,92.89,0,2
451,organic,13.8,1.0,169.49,0,0
452,referral,8.2,8.9,42.78,0,2
453,organic,1.8,8.8,115.63,0,2
454,paid,14.0,3.3,32.4,0,0
455,organic,11.6,4.0,441.43,2,0
456,organic,11.4,3.8,267.33,2,0
457,organic,6.7,7.6,67.27,0,2
458,organic,12.6,2.3,20.69,0,0
459,organic,3.0,10.7,208.79,2,2
460,organic,9.3,8.0,129.11,0,2
461,organic,8.3,8.3,1011.71,1,1
462,referral,9.2,1.0,388.22,2,0
463,organic,2.3,8.9,237.85,2,2
464,organic,15.5,3.6,68.35,0,0
465,paid,5.3,5.4,106.12,0,2
466,paid,9.8,7.1,176.25,0,2
467,paid,7.5,6.4,184.85,0,2
468,paid,6.7,10.4,71.03,0,2
469,paid,11.4,1.0,32.21,0,0
470,organic,7.2,8.9,761.59,1,1
471,paid,10.8,4.3,113.35,0,0
472,paid,17.3,3.3,161.06,0,0
473,organic,15.1,2.2,50.82,0,0
474,organic,11.9,3.6,376.0,2,0
475,paid,16.0,4.9,280.36,2,0
476,referral,19.6,2.8,116.1,0,0
477,referral,13.5,1.0,132.83,0,0
478,referral,7.4,11.1,173.55,0,2
479,organic,4.9,9.7,146.7,0,2
480,referral,14.2,2.9,181.66,0,0
481,paid,10.2,1.0,154.3,0,0
482,organic,14.0,2.5,93.85,0,0
483,paid,6.1,7.4,46.91,0,2
484,paid,18.5,1.0,107.47,0,0
485,referral,9.5,2.8,215.99,2,0
486,organic,13.3,2.0,201.33,0,0
487,paid,17.2,2.2,358.23,2,0
488,paid,13.4,4.3,394.02,2,0
489,organic,5.6,9.5,252.51,2,2
490,referral,3.9,8.1,158.97,0,2
491,referral,3.7,7.9,182.94,0,2
492,paid,1.4,8.2,80.08,0,2
493,paid,4.4,8.6,275.71,2,2
494,paid,11.5,4.1,361.88,2,0
495,organic,6.3,7.1,342.91,2,2
496,organic,4.0,11.6,221.57,2,2
497,organic,12.8,4.1,88.54,0,0
498,organic,4.9,4.1,97.48,0,2
499,paid,13.9,3.2,95.22,0,0
500,paid,4.7,10.9,69.61,0,2
501,paid,3.3,9.7,171.95,0,2
502,organic,6.2,8.3,15.0,0,2
503,organic,8.7,8.9,82.69,0,2
504,referral,6.3,9.3,142.78,0,2
505,paid,4.5,10.4,1276.01,1,1
506,referral,5.7,6.5,134.83,0,2
507,paid,8.9,1.9,114.11,0,0
508,paid,5.7,11.9,63.42,0,2
509,paid,13.0,3.1,516.76,2,0
510,paid,11.7,5.8,52.88,0,0
511,paid,12.1,8.4,685.07,1,1
512,paid,5.0,8.1,69.0,0,2
513,organic,16.5,1.0,256.59,2,0
514,organic,16.7,2.5,104.48,0,0
515,organic,11.7,5.0,66.28,0,0
516,referral,12.7,5.2,272.77,2,0
517,organic,12.8,7.1,363.45,2,0
518,referral,8.0,8.9,113.64,0,2
519,paid,14.4,3.9,107.58,0,0
520,referral,6.2,7.7,92.63,0,2
521,organic,7.3,4.5,164.29,0,2
522,organic,12.5,2.9,41.05,0,0
523,organic,17.4,1.0,15.0,0,0
524,paid,6.0,10.2,24.95,0,2
525,paid,11.9,1.0,90.11,0,0
526,organic,13.4,1.7,41.98,0,0
527,organic,9.1,9.5,120.8,0,2
528,referral,4.9,9.7,84.67,0,2
529,paid,8.4,8.9,71.11,0,2
530,paid,12.4,6.4,61.32,0,0
531,organic,4.1,11.8,320.69,2,2
532,paid,7.6,7.8,165.96,0,2
533,paid,11.8,5.9,449.64,2,0
534,paid,8.1,12.2,147.37,0,2
535,organic,14.9,2.8,19.71,0,0
536,paid,11.8,3.1,42.97,0,0
537,paid,5.8,8.9,148.95,0,2
538,paid,12.6,1.8,136.7,0,0
539,organic,14.9,2.0,64.88,0,0
540,paid,10.7,11.4,65.62,0,2
541,organic,5.1,9.8,77.7,0,2
542,referral,7.3,8.0,117.92,0,2
543,paid,6.1,7.3,128.49,0,2
544,paid,6.1,7.6,49.99,0,2
545,paid,13.6,2.7,137.23,0,0
546,referral,11.9,4.6,136.09,0,0
547,organic,14.8,1.5,99.59,0,0
548,referral,13.3,4.6,59.03,0,0
549,referral,3.7,9.4,245.77,2,2
550,referral,16.5,3.3,361.86,2,0
551,referral,14.2,4.8,73.45,0,0
552,paid,13.4,4.5,62.45,0,0
553,organic,17.4,1.0,167.22,0,0
554,referral,1.4,7.0,46.83,0,2
555,organic,17.2,2.6,34.85,0,0
556,organic,11.8,3.6,61.32,0,0
557,referral,14.5,5.5,145.26,0,0
558,organic,12.5,3.1,49.78,0,0
559,organic,3.7,12.1,132.04,0,2
560,organic,17.3,1.7,18.02,0,0
561,paid,18.6,2.0,191.54,0,0
562,paid,13.4,2.4,401.98,2,0
563,organic,6.8,7.5,59.21,0,2
564,referral,6.1,11.1,200.28,0,2
565,referral,10.3,4.0,111.36,0,0
566,paid,1.0,8.1,147.75,0,2
567,referral,6.9,11.1,107.63,0,2
568,paid,12.2,2.4,83.67,0,0
569,organic,8.1,4.9,51.94,0,2
570,referral,5.1,13.0,50.22,0,2
571,referral,18.6,3.1,295.73,2,0
572,organic,4.4,11.1,29.63,0,2
573,organic,16.0,7.4,108.11,0,0
574,paid,9.0,9.7,126.76,0,2
575,organic,6.0,8.9,128.74,0,2
576,paid,6.3,10.6,244.3,2,2
577,paid,1.7,11.1,96.19,0,2
578,referral,4.2,8.9,241.7,2,2
579,paid,8.3,8.1,802.15,1,1
580,organic,14.2,6.1,95.87,0,0
581,organic,14.9,2.5,17.66,0,0
582,paid,6.3,11.1,118.12,0,2
583,paid,19.5,3.5,88.53,0,0
584,paid,12.9,6.3,157.88,0,0
585,paid,10.0,7.5,22.32,0,2
586,organic,6.3,7.5,179.84,0,2
587,organic,18.2,4.5,75.24,0,0
588,organic,10.9,1.0,226.44,2,0
589,referral,14.5,3.2,68.95,0,0
590,organic,13.0,5.8,240.13,2,0
591,organic,6.3,5.8,34.48,0,2
592,organic,17.1,3.7,111.72,0,0
593,organic,14.9,5.2,45.85,0,0
594,paid,9.1,9.0,86.55,0,2
595,paid,12.3,1.3,1271.66,1,1
596,paid,11.9,2.5,46.78,0,0
597,organic,6.0,7.5,96.03,0,2
598,organic,5.9,9.1,47.97,0,2
599,referral,5.5,8.5,101.87,0,2
600,paid,3.6,8.1,117.34,0,2
601,paid,17.0,3.8,56.76,0,0
602,paid,5.1,11.8,554.87,1,2
603,referral,9.6,9.6,379.8,2,2
604,organic,6.0,11.4,57.28,0,2
605,organic,7.6,11.8,280.07,2,2
606,organic,7.4,7.9,87.18,0,2
607,paid,3.9,9.5,44.42,0,2
608,organic,14.9,2.2,57.62,0,0
609,referral,10.8,6.3,43.36,0,0
610,organic,14.6,3.6,256.48,2,0
611,paid,8.3,7.1,61.02,0,2
612,organic,7.7,9.9,428.08,2,2
613,organic,6.8,6.2,152.44,0,2
614,referral,6.5,9.3,93.39,0,2
615,paid,15.4,1.0,69.97,0,0
616,referral,7.9,10.2,650.26,1,1
617,referral,2.6,8.3,135.54,0,2
618,paid,14.6,2.1,69.83,0,0
619,organic,13.5,5.0,237.01,2,0
620,paid,13.0,2.4,186.23,0,0
621,paid,9.2,9.2,55.19,0,2
622,organic,12.2,2.6,110.47,0,0
623,paid,2.5,9.9,26.37,0,2
624,paid,16.0,4.9,106.69,0,0
625,organic,2.4,10.5,178.18,0,2
626,referral,9.2,2.2,164.53,0,0
627,paid,8.3,11.2,54.62,0,2
628,paid,14.4,1.4,56.56,0,0
629,paid,7.2,7.7,167.78,0,2
630,paid,4.9,8.8,413.82,2,2
631,referral,2.5,10.9,145.89,0,2
632,organic,3.0,6.9,81.26,0,2
633,organic,13.3,4.6,263.28,2,0
634,organic,10.8,2.9,123.49,0,0
635,referral,14.8,2.2,129.14,0,0
636,organic,12.8,5.0,225.41,2,0
637,referral,6.5,7.6,123.14,0,2
638,organic,6.4,13.1,57.97,0,2
639,referral,7.0,8.7,116.85,0,2
640,organic,7.2,9.3,365.37,2,2
641,referral,5.1,11.8,737.6,1,1
642,paid,6.5,9.3,44.84,0,2
643,organic,14.6,5.1,479.87,2,0
644,organic,7.9,1.0,79.03,0,0
645,organic,7.6,8.2,136.79,0,2
646,organic,6.4,9.7,620.1,1,1
647,paid,15.4,4.9,76.04,0,0
648,referral,2.8,10.4,104.9,0,2
649,organic,5.2,10.2,75.3,0,2
650,paid,11.3,4.9,113.76,0,0
651,organic,15.9,3.9,145.56,0,0
652,organic,2.5,5.1,72.36,0,2
653,paid,3.7,11.6,495.38,2,2
654,paid,15.3,1.5,56.12,0,0
655,organic,4.4,9.6,210.3,2,2
656,referral,11.7,3.3,112.61,0,0
657,paid,8.3,9.1,411.31,2,2
658,paid,16.4,1.0,53.33,0,0
659,organic,7.8,5.5,224.82,2,2
660,paid,16.1,1.2,971.63,1,1
661,referral,13.4,4.5,30.04,0,0
662,organic,5.5,6.4,59.71,0,2
