session_id,device,traffic_source,variant,converted
136,mobile,email,new,0
137,mobile,paid,new,0
138,mobile,referral,new,0
139,mobile,paid,new,0
140,desktop,organic,old,0
141,desktop,email,old,0
142,mobile,paid,new,0
143,mobile,organic,new,0
144,mobile,organic,old,0
145,desktop,paid,new,0
146,desktop,referral,old,1
147,mobile,email,new,0
148,desktop,paid,old,0
149,mobile,paid,old,0
150,desktop,referral,old,0
151,mobile,referral,new,0
152,desktop,paid,new,0
153,mobile,paid,new,0
154,desktop,paid,old,0
155,desktop,email,old,0
156,mobile,referral,new,0
157,desktop,organic,new,1
158,desktop,email,old,0
159,mobile,organic,old,0
160,desktop,organic,old,0
161,desktop,email,old,0
162,desktop,organic,old,1
163,desktop,email,old,0
164,desktop,email,new,1
165,desktop,paid,old,0
166,mobile,referral,new,0
167,desktop,referral,new,0
168,desktop,referral,old,0
169,desktop,email,new,0
170,desktop,email,old,0
171,mobile,paid,new,0
172,desktop,referral,old,0
173,mobile,organic,new,0
174,mobile,referral,new,1
175,mobile,email,new,0
176,desktop,organic,old,0
177,desktop,organic,old,1
178,desktop,referral,old,0
179,desktop,referral,new,1
180,desktop,organic,old,0
181,mobile,email,new,1
182,desktop,paid,old,1
183,desktop,referral,old,0
184,desktop,referral,new,1
185,desktop,paid,old,1
186,mobile,paid,new,0
187,desktop,paid,old,1
188,mobile,email,new,0
189,desktop,paid,old,0
190,mobile,referral,new,0
191,mobile,email,new,0
192,desktop,organic,new,0
193,mobile,organic,new,0
194,mobile,organic,new,0
195,desktop,referral,new,0
196,mobile,organic,new,0
197,mobile,email,old,0
198,desktop,organic,old,0
199,mobile,email,new,0
200,mobile,referral,new,0
201,desktop,referral,old,0
202,mobile,organic,old,0
203,mobile,referral,new,0
204,mobile,email,old,0
205,desktop,paid,old,0
206,mobile,paid,new,0
207,mobile,email,new,1
208,mobile,referral,new,0
209,desktop,email,old,0
210,desktop,organic,new,0
211,desktop,referral,new,1
212,desktop,referral,old,0
213,desktop,email,old,0
214,mobile,organic,old,0
215,desktop,referral,new,1
216,mobile,email,old,0
217,mobile,email,new,1
218,mobile,email,new,0
219,desktop,referral,old,0
220,desktop,email,old,0
221,mobile,paid,new,0
222,mobile,email,old,0
223,mobile,email,new,0
224,desktop,paid,old,0
225,mobile,paid,new,0
226,desktop,referral,old,0
227,mobile,email,new,0
228,mobile,organic,new,0
229,desktop,email,old,0
230,mobile,paid,new,0
231,mobile,paid,old,0
232,desktop,paid,old,0
233,mobile,email,old,0
234,desktop,email,old,1
235,mobile,organic,new,0
236,desktop,paid,old,0
237,desktop,referral,old,0
238,mobile,paid,new,1
239,desktop,organic,old,0
240,desktop,email,old,0
241,desktop,email,old,0
242,desktop,organic,old,0
243,mobile,referral,new,1
244,mobile,organic,old,0
245,mobile,paid,new,0
246,mobile,email,new,0
247,desktop,organic,old,1
248,mobile,email,new,1
249,mobile,organic,old,0
250,mobile,email,old,0
251,desktop,organic,old,0
252,mobile,organic,new,0
253,mobile,paid,old,0
254,desktop,email,old,0
255,mobile,referral,old,0
256,desktop,referral,old,0
257,mobile,organic,old,0
258,desktop,paid,old,0
259,mobile,organic,new,0
260,desktop,paid,old,1
261,desktop,organic,old,0
262,mobile,referral,new,0
263,mobile,referral,new,0
264,desktop,email,old,1
265,mobile,referral,old,0
266,desktop,email,old,0
267,mobile,organic,new,0
268,mobile,organic,new,0
269,mobile,email,new,1
270,mobile,organic,new,0
271,mobile,email,old,0
272,desktop,organic,new,0
273,desktop,email,old,0
274,mobile,paid,new,0
275,mobile,email,new,0
276,desktop,organic,old,0
277,desktop,referral,new,0
278,mobile,email,new,0
279,mobile,email,new,1
280,mobile,paid,new,0
281,desktop,referral,old,0
282,mobile,email,old,0
283,mobile,paid,new,0
284,desktop,organic,old,0
285,mobile,paid,new,0
286,desktop,referral,old,1
287,desktop,paid,old,0
288,mobile,paid,new,0
289,desktop,paid,new,1
290,mobile,organic,new,0
291,mobile,paid,new,0
292,mobile,organic,new,0
293,mobile,referral,new,0
294,mobile,paid,new,0
295,mobile,organic,new,0
296,mobile,organic,old,1
297,mobile,referral,old,0
298,mobile,referral,new,0
299,mobile,email,old,0
300,desktop,paid,old,0
301,mobile,referral,old,0
302,mobile,paid,old,0
303,desktop,organic,old,1
304,desktop,organic,old,0
305,desktop,referral,old,0
306,desktop,referral,old,0
307,mobile,organic,new,0
308,mobile,referral,old,0
309,mobile,organic,new,0
310,desktop,paid,new,0
311,mobile,referral,new,0
312,desktop,paid,new,1
313,desktop,organic,old,0
314,desktop,referral,old,1
315,desktop,email,new,0
316,mobile,referral,new,0
317,desktop,paid,old,1
318,desktop,referral,old,0
319,mobile,paid,new,0
320,mobile,organic,new,0
321,desktop,email,old,0
322,desktop,paid,old,0
323,mobile,email,old,0
324,desktop,paid,new,0
325,mobile,referral,new,0
326,mobile,organic,old,0
327,mobile,referral,new,0
328,mobile,referral,new,0
329,desktop,referral,new,0
330,desktop,email,new,0
331,desktop,organic,new,1
332,mobile,email,new,0
333,desktop,referral,old,0
334,mobile,paid,old,0
335,desktop,referral,old,0
336,mobile,paid,new,0
337,desktop,referral,old,0
338,desktop,paid,old,0
339,mobile,email,new,0
340,mobile,organic,old,0
341,desktop,email,old,0
342,desktop,paid,new,1
343,mobile,paid,new,0
344,desktop,email,old,0
345,desktop,organic,old,0
346,desktop,email,old,0
347,mobile,organic,new,0
348,mobile,email,new,0
349,mobile,organic,new,0
350,mobile,organic,new,0
351,desktop,referral,old,0
352,mobile,paid,new,1
353,desktop,referral,new,0
354,mobile,paid,new,0
355,mobile,paid,new,0
356,desktop,paid,new,1
357,desktop,referral,old,0
358,mobile,referral,old,0
359,desktop,referral,old,0
360,desktop,referral,new,1
361,mobile,referral,new,0
362,desktop,referral,old,0
363,desktop,referral,old,0
364,mobile,organic,new,0
365,mobile,email,old,0
366,mobile,email,old,0
367,desktop,organic,old,1
368,mobile,email,old,0
369,mobile,email,new,0
370,mobile,organic,new,0
371,desktop,organic,old,1
372,mobile,paid,new,1
373,mobile,email,new,0
374,mobile,referral,new,0
375,mobile,paid,new,0
376,desktop,email,new,1
377,mobile,email,old,0
378,mobile,paid,new,0
379,desktop,paid,old,1
380,desktop,paid,old,0
381,desktop,email,new,0
382,desktop,paid,new,1
383,desktop,organic,old,0
384,desktop,organic,old,1
385,desktop,referral,old,0
386,desktop,referral,new,0
387,mobile,email,new,0
388,desktop,referral,new,0
389,mobile,email,old,0
390,desktop,paid,new,1
391,mobile,organic,new,0
392,desktop,email,new,1
393,mobile,email,old,0
394,desktop,referral,old,0
395,desktop,organic,old,0
396,mobile,organic,new,0
397,mobile,email,new,0
398,desktop,referral,old,0
399,mobile,email,new,0
400,mobile,organic,new,0
401,desktop,paid,new,0
402,desktop,referral,old,0
403,desktop,email,new,0
404,desktop,paid,old,1
405,desktop,paid,new,0
406,desktop,email,new,0
407,desktop,referral,old,0
408,desktop,paid,old,0
409,desktop,email,old,0
410,desktop,email,old,0
411,desktop,organic,old,0
412,desktop,organic,new,1
413,mobile,email,new,0
414,desktop,paid,old,0
415,mobile,email,new,0
416,mobile,referral,new,1
417,desktop,referral,old,1
418,mobile,organic,old,0
419,mobile,organic,old,0
420,desktop,organic,new,0
421,desktop,paid,old,0
422,desktop,referral,old,0
423,desktop,referral,old,0
424,desktop,organic,old,1
425,mobile,email,new,0
426,desktop,organic,new,0
427,mobile,email,old,0
428,desktop,referral,new,0
429,desktop,referral,old,0
430,desktop,organic,old,1
431,mobile,referral,new,0
432,desktop,paid,old,0
433,desktop,paid,new,0
434,desktop,paid,old,1
435,desktop,email,new,0
436,desktop,email,old,0
437,desktop,referral,old,0
438,mobile,referral,new,0
439,mobile,email,old,0
440,desktop,paid,old,1
441,desktop,email,new,0
442,mobile,paid,new,1
443,desktop,paid,old,0
444,mobile,referral,new,1
445,mobile,referral,new,0
446,desktop,referral,old,0
447,mobile,organic,new,0
448,desktop,organic,old,0
449,mobile,paid,old,0
450,desktop,referral,old,0
451,mobile,referral,new,0
452,mobile,referral,new,0
453,mobile,email,new,0
454,mobile,paid,new,0
455,desktop,referral,old,0
456,mobile,referral,old,0
457,desktop,email,old,0
458,desktop,paid,old,0
459,mobile,paid,old,0
460,mobile,email,new,1
461,desktop,referral,old,0
462,mobile,paid,new,0
463,mobile,paid,new,0
464,desktop,organic,old,0
465,desktop,paid,new,0
466,desktop,paid,old,0
467,mobile,paid,new,0
468,desktop,email,new,0
469,desktop,paid,old,0
470,mobile,paid,new,0
471,mobile,email,new,0
472,desktop,referral,old,0
473,mobile,paid,new,0
474,desktop,paid,old,0
475,desktop,email,old,0
476,desktop,organic,old,0
477,mobile,referral,new,0
478,mobile,organic,new,0
479,mobile,paid,new,1
480,mobile,email,old,0
481,mobile,organic,new,0
482,desktop,email,old,0
483,desktop,referral,old,0
484,desktop,referral,old,0
485,desktop,organic,new,0
486,desktop,paid,old,1
487,desktop,email,new,0
488,mobile,organic,new,0
489,desktop,email,new,0
490,desktop,email,new,0
491,mobile,referral,new,0
492,desktop,organic,old,1
493,desktop,paid,new,0
494,desktop,referral,old,0
495,desktop,email,new,0
496,desktop,paid,old,0
497,mobile,referral,new,0
498,mobile,paid,new,0
499,mobile,paid,old,0
500,mobile,referral,new,0
501,desktop,referral,old,0
502,mobile,email,old,0
503,desktop,referral,new,0
504,mobile,referral,new,0
505,mobile,referral,old,0
506,desktop,referral,new,1
507,mobile,referral,old,0
508,desktop,email,old,1
509,mobile,referral,new,0
510,mobile,email,new,0
511,mobile,paid,new,0
512,desktop,email,old,0
513,mobile,paid,old,0
514,desktop,paid,old,0
515,desktop,paid,old,0
516,mobile,organic,new,0
517,mobile,email,new,0
518,desktop,email,old,0
519,mobile,referral,old,0
520,desktop,email,new,0
521,desktop,paid,old,0
522,desktop,organic,new,0
523,desktop,paid,new,0
524,mobile,email,new,0
525,desktop,organic,old,0
526,mobile,referral,old,0
527,mobile,organic,new,0
528,desktop,organic,old,1
529,mobile,referral,old,0
530,mobile,referral,new,0
531,desktop,paid,old,0
532,mobile,organic,new,0
533,mobile,referral,new,0
534,mobile,email,new,0
535,desktop,paid,old,0
536,desktop,email,new,0
537,mobile,organic,old,0
538,mobile,organic,new,0
539,mobile,paid,old,0
540,desktop,paid,old,0
541,desktop,organic,old,0
542,mobile,referral,old,0
543,mobile,referral,new,1
544,desktop,referral,old,1
545,mobile,paid,old,0
546,mobile,referral,new,0
547,mobile,organic,old,0
548,mobile,paid,old,0
549,desktop,email,old,0
550,mobile,organic,new,1
551,desktop,organic,new,0
552,mobile,organic,new,0
553,desktop,organic,old,0
554,desktop,paid,old,0
555,mobile,referral,new,0
556,mobile,organic,new,0
557,mobile,referral,new,0
558,desktop,paid,old,0
559,desktop,paid,old,0
560,mobile,referral,old,0
561,mobile,referral,old,0
562,desktop,referral,old,1
563,desktop,referral,old,0
564,mobile,referral,new,0
565,mobile,email,new,0
566,mobile,organic,old,0
567,mobile,email,new,0
568,mobile,paid,old,0
569,mobile,referral,new,0
570,desktop,referral,old,0
571,desktop,email,old,0
572,mobile,referral,new,0
573,desktop,paid,new,1
574,desktop,email,old,0
575,desktop,paid,old,0
576,desktop,organic,old,0
577,desktop,email,new,1
578,desktop,paid,old,0
579,desktop,referral,old,0
580,desktop,paid,old,0
581,mobile,referral,new,0
582,mobile,referral,new,0
583,desktop,organic,old,0
584,mobile,referral,new,0
585,desktop,paid,new,0
586,mobile,paid,new,0
587,mobile,email,new,0
588,mobile,paid,new,0
589,desktop,paid,old,0
590,mobile,email,new,0
591,mobile,email,new,0
592,desktop,referral,new,1
593,desktop,email,new,0
594,desktop,paid,old,1
595,desktop,paid,new,0
596,mobile,organic,new,1
597,mobile,organic,new,0
598,mobile,organic,old,0
599,mobile,referral,new,0
600,mobile,email,old,0
601,desktop,paid,new,0
602,desktop,organic,old,0
603,desktop,referral,old,0
604,mobile,organic,new,0
605,mobile,organic,new,0
606,desktop,referral,old,0
607,desktop,referral,old,0
608,desktop,paid,old,0
609,mobile,referral,new,0
610,desktop,organic,old,0
611,desktop,organic,old,0
612,mobile,organic,new,0
613,mobile,paid,new,0
614,desktop,email,old,0
615,mobile,email,old,0
616,desktop,referral,old,0
617,mobile,referral,new,1
618,mobile,paid,new,0
619,desktop,email,old,0
620,desktop,organic,old,0
621,mobile,email,new,1
622,desktop,organic,old,0
623,mobile,organic,new,0
624,mobile,email,new,0
625,mobile,referral,new,1
626,mobile,email,new,0
627,desktop,paid,old,0
628,desktop,email,new,0
629,desktop,organic,old,0
630,desktop,email,old,0
631,mobile,paid,new,0
632,mobile,paid,new,0
633,mobile,organic,old,0
634,desktop,email,old,0
635,mobile,paid,new,0
636,mobile,organic,old,0
637,desktop,email,new,1
638,mobile,referral,new,0
639,mobile,referral,old,0
640,mobile,referral,old,1
641,mobile,organic,old,0
642,desktop,referral,old,0
643,mobile,organic,new,0
644,desktop,referral,old,0
645,desktop,organic,old,0
646,mobile,email,old,0
647,desktop,email,old,0
648,desktop,paid,old,0
649,mobile,paid,new,0
650,mobile,email,new,0
651,mobile,organic,new,0
652,desktop,organic,new,1
653,desktop,paid,old,1
654,desktop,referral,old,0
655,desktop,organic,new,0
656,desktop,paid,old,0
657,desktop,email,old,1
658,mobile,organic,new,0
659,mobile,organic,new,1
660,desktop,email,old,0
661,mobile,email,old,1
662,desktop,organic,old,0
663,mobile,referral,old,0
664,mobile,email,old,0
665,mobile,referral,new,0
666,desktop,organic,old,0
667,mobile,paid,new,0
668,mobile,organic,old,0
669,desktop,organic,new,0
670,mobile,paid,new,0
671,mobile,paid,old,0
672,mobile,organic,new,0
673,mobile,email,new,0
674,mobile,referral,new,0
675,mobile,paid,new,0
676,mobile,organic,new,0
677,desktop,organic,new,0
678,mobile,paid,old,0
679,mobile,organic,new,0
680,mobile,organic,new,0
681,desktop,paid,old,0
682,mobile,referral,old,0
683,desktop,email,old,1
684,desktop,organic,old,0
685,desktop,paid,old,0
686,mobile,paid,new,0
687,desktop,referral,new,1
688,mobile,paid,new,1
689,desktop,referral,old,1
690,mobile,organic,new,0
691,desktop,organic,old,0
692,mobile,email,new,0
693,mobile,email,new,1
694,desktop,referral,new,0
695,mobile,paid,new,0
696,desktop,paid,old,0
697,mobile,paid,old,0
698,mobile,paid,old,0
699,mobile,email,new,0
700,desktop,referral,old,0
701,mobile,email,new,0
702,mobile,organic,old,0
703,desktop,paid,new,0
704,desktop,referral,new,0
705,mobile,email,old,0
706,desktop,paid,old,0
707,mobile,paid,new,0
708,desktop,paid,new,0
709,desktop,organic,old,0
710,mobile,email,new,0
711,mobile,email,new,0
712,desktop,email,old,0
713,mobile,paid,old,0
714,mobile,referral,new,0
715,desktop,referral,old,0
716,desktop,referral,old,0
717,mobile,referral,old,0
718,desktop,referral,old,0
719,mobile,email,old,0
720,mobile,paid,new,0
721,desktop,paid,old,0
722,mobile,organic,new,0
723,mobile,email,new,0
724,mobile,paid,old,0
725,desktop,paid,old,0
726,desktop,paid,old,0
727,desktop,referral,old,0
728,mobile,organic,new,0
729,mobile,email,old,0
730,desktop,organic,old,0
731,mobile,organic,new,0
732,mobile,organic,old,0
733,mobile,organic,new,0
734,desktop,organic,old,0
735,desktop,paid,old,0
736,mobile,email,old,0
737,desktop,organic,old,0
738,mobile,referral,new,0
739,desktop,paid,new,1
740,desktop,paid,old,0
741,mobile,email,new,0
742,mobile,referral,new,0
743,mobile,email,new,0
744,mobile,email,old,0
745,desktop,organic,new,0
746,mobile,organic,old,0
747,desktop,organic,old,0
748,desktop,referral,new,1
749,desktop,paid,old,0
750,desktop,paid,old,1
751,mobile,organic,new,0
752,mobile,email,old,0
753,mobile,organic,new,1
754,mobile,organic,old,0
755,mobile,email,new,0
756,desktop,referral,old,0
757,mobile,organic,new,0
758,desktop,organic,old,0
759,desktop,organic,old,1
760,desktop,paid,old,0
761,desktop,email,old,0
762,desktop,paid,new,0
763,mobile,email,new,0
764,desktop,referral,old,0
765,desktop,referral,old,0
766,desktop,referral,old,0
767,desktop,paid,old,0
768,mobile,referral,new,1
769,desktop,organic,new,1
770,mobile,paid,new,0
771,mobile,referral,new,1
772,desktop,paid,old,0
773,desktop,referral,old,0
774,desktop,referral,old,0
775,desktop,email,new,0
776,mobile,email,new,0
777,desktop,referral,old,0
778,mobile,paid,new,1
779,desktop,paid,new,0
780,desktop,organic,new,1
781,mobile,paid,new,0
782,desktop,paid,old,1
783,desktop,referral,new,0
784,mobile,email,old,1
785,desktop,organic,old,0
786,mobile,referral,new,0
787,desktop,email,old,0
788,desktop,email,new,0
789,desktop,email,old,0
790,mobile,referral,new,0
791,desktop,referral,old,0
792,mobile,email,new,0
793,mobile,organic,new,0
794,mobile,email,old,0
795,desktop,organic,new,0
796,mobile,referral,old,0
797,mobile,organic,new,0
798,mobile,organic,new,0
799,desktop,organic,old,0
800,mobile,organic,new,0
801,mobile,email,new,0
802,desktop,referral,new,0
803,desktop,email,old,0
804,mobile,referral,new,0
805,mobile,paid,old,0
806,mobile,paid,old,0
807,mobile,referral,old,0
808,mobile,email,old,0
809,mobile,paid,new,1
810,mobile,email,new,0
811,desktop,organic,old,0
812,desktop,referral,old,0
813,desktop,email,new,1
814,mobile,email,new,0
815,desktop,paid,new,0
816,desktop,paid,new,0
817,mobile,referral,new,0
818,mobile,organic,new,0
819,mobile,email,new,0
820,desktop,paid,old,0
821,mobile,referral,old,1
822,desktop,organic,old,0
823,desktop,referral,old,0
824,desktop,email,new,0
825,mobile,referral,new,1
826,desktop,email,old,0
827,mobile,paid,new,0
828,desktop,paid,new,0
829,mobile,referral,old,0
830,desktop,paid,old,0
831,desktop,paid,old,0
832,desktop,email,old,1
833,desktop,paid,old,1
834,mobile,email,new,0
835,mobile,paid,new,0
836,mobile,paid,new,0
837,mobile,paid,new,0
838,desktop,organic,new,1
839,desktop,organic,old,0
840,desktop,email,old,0
841,desktop,paid,new,0
842,desktop,email,new,0
843,desktop,paid,old,1
844,desktop,email,new,0
845,desktop,paid,old,0
846,desktop,organic,old,0
847,desktop,email,old,0
848,desktop,paid,new,0
849,desktop,organic,new,0
850,mobile,referral,new,0
851,desktop,paid,old,0
852,mobile,referral,new,0
853,mobile,paid,new,0
854,mobile,email,old,0
855,mobile,paid,new,0
856,mobile,organic,new,0
857,mobile,referral,new,0
858,mobile,organic,old,0
859,desktop,paid,old,0
860,mobile,referral,new,1
861,mobile,paid,new,0
862,mobile,paid,new,0
863,mobile,referral,old,0
864,mobile,paid,new,0
865,desktop,organic,new,0
866,desktop,organic,old,0
867,desktop,email,old,1
868,mobile,organic,new,0
869,desktop,referral,old,0
870,desktop,paid,old,0
871,mobile,paid,new,0
872,mobile,paid,new,0
873,desktop,referral,old,0
874,mobile,organic,old,0
875,mobile,referral,new,0
876,desktop,organic,old,1
877,desktop,referral,new,1
878,desktop,email,old,0
879,mobile,paid,new,0
880,desktop,organic,old,0
881,mobile,paid,new,0
882,mobile,email,new,0
883,desktop,organic,old,1
884,desktop,paid,old,0
885,desktop,organic,old,0
886,desktop,paid,new,0
887,mobile,email,old,0
888,desktop,email,new,0
889,desktop,organic,old,0
890,mobile,organic,new,0
891,mobile,paid,new,0
892,desktop,email,old,0
893,mobile,paid,new,0
894,mobile,paid,new,0
895,mobile,paid,new,0
896,mobile,organic,new,0
897,mobile,organic,new,0
898,mobile,referral,new,0
899,mobile,email,new,1
900,mobile,referral,new,0
901,desktop,organic,old,0
902,mobile,organic,new,0
903,mobile,referral,new,0
904,desktop,email,old,1
905,mobile,paid,new,0
906,mobile,paid,new,0
907,desktop,email,old,0
908,desktop,email,old,0
909,desktop,referral,new,0
910,desktop,organic,old,0
911,desktop,organic,old,0
912,mobile,organic,new,1
913,mobile,email,old,0
914,desktop,organic,old,0
915,mobile,email,new,0
916,mobile,email,new,1
917,mobile,email,new,0
918,desktop,organic,old,0
919,desktop,email,old,0
920,mobile,organic,new,0
921,desktop,email,new,0
922,mobile,organic,new,0
923,mobile,organic,new,0
924,mobile,paid,new,0
925,desktop,organic,old,0
926,desktop,organic,new,0
927,desktop,paid,old,0
928,mobile,organic,old,0
929,mobile,organic,new,0
930,desktop,email,old,0
931,mobile,paid,old,0
932,desktop,email,old,1
933,mobile,email,old,0
934,desktop,email,old,0
935,mobile,paid,old,0
936,mobile,referral,old,0
937,mobile,organic,old,0
938,mobile,email,old,0
939,desktop,email,new,0
940,desktop,email,old,0
941,desktop,organic,old,1
942,mobile,email,new,0
943,desktop,referral,old,0
944,desktop,paid,old,0
945,mobile,paid,new,0
946,mobile,paid,new,0
947,desktop,referral,old,0
948,desktop,organic,old,0
949,desktop,referral,old,0
950,mobile,email,new,0
951,desktop,paid,old,0
952,mobile,referral,new,0
953,desktop,paid,old,0
954,mobile,email,old,1
955,mobile,email,old,0
956,desktop,referral,new,0
957,desktop,email,old,0
958,desktop,organic,old,0
959,mobile,referral,old,0
960,desktop,referral,old,0
961,desktop,organic,old,1
962,desktop,email,old,0
963,mobile,email,new,0
964,mobile,referral,old,0
965,mobile,referral,new,0
966,desktop,organic,old,1
967,desktop,email,new,0
968,mobile,email,new,0
969,desktop,referral,old,0
970,desktop,organic,old,0
971,mobile,paid,new,0
972,desktop,organic,old,1
973,desktop,paid,old,1
974,mobile,email,new,1
975,desktop,email,old,0
976,desktop,email,old,0
977,desktop,referral,old,1
978,mobile,organic,old,1
979,desktop,organic,new,1
980,desktop,referral,old,1
981,desktop,organic,old,0
982,mobile,email,new,0
983,mobile,referral,new,1
984,mobile,paid,new,0
985,desktop,email,old,0
986,mobile,email,new,0
987,desktop,email,old,0
988,desktop,referral,new,0
989,desktop,email,old,0
990,desktop,email,old,0
991,mobile,referral,new,0
992,mobile,organic,new,0
993,desktop,paid,old,0
994,desktop,organic,old,1
995,mobile,email,new,1
996,desktop,referral,new,0
997,desktop,organic,new,0
998,mobile,organic,new,0
999,desktop,paid,new,1
1000,mobile,referral,new,0
1001,mobile,paid,old,0
1002,desktop,organic,old,1
1003,mobile,referral,old,0
1004,mobile,referral,old,1
1005,mobile,email,old,0
1006,desktop,email,old,0
1007,mobile,organic,old,0
1008,mobile,organic,old,0
1009,desktop,email,new,0
1010,mobile,paid,new,0
1011,desktop,organic,old,0
1012,mobile,organic,new,0
1013,desktop,referral,new,0
1014,mobile,email,new,0
1015,mobile,paid,new,1
1016,desktop,referral,new,0
1017,mobile,referral,old,0
1018,desktop,email,new,0
1019,mobile,referral,old,0
1020,mobile,organic,old,0
1021,desktop,paid,new,0
1022,mobile,organic,new,0
1023,mobile,email,old,0
1024,mobile,paid,old,0
1025,desktop,referral,new,0
1026,mobile,organic,old,0
1027,desktop,organic,old,0
1028,mobile,organic,new,0
1029,desktop,email,old,0
1030,mobile,referral,new,0
1031,desktop,paid,old,1
1032,mobile,email,new,0
1033,mobile,referral,new,0
1034,mobile,organic,new,0
1035,desktop,email,new,0
1036,desktop,referral,old,0
1037,mobile,email,new,0
1038,mobile,organic,new,0
1039,mobile,organic,new,0
1040,mobile,paid,new,0
1041,mobile,referral,new,0
1042,mobile,paid,new,0
1043,mobile,email,new,0
1044,mobile,organic,new,0
1045,mobile,paid,old,0
1046,mobile,organic,new,0
1047,mobile,referral,new,0
1048,mobile,paid,new,0
1049,desktop,paid,old,0
1050,desktop,referral,old,0
1051,desktop,organic,old,0
1052,mobile,paid,new,0
1053,desktop,referral,old,0
1054,mobile,referral,old,0
1055,desktop,email,old,0
1056,desktop,paid,new,0
1057,desktop,referral,old,0
1058,desktop,organic,old,1
1059,desktop,organic,old,1
1060,desktop,email,new,0
1061,desktop,paid,old,0
1062,mobile,paid,new,0
1063,mobile,email,new,0
1064,desktop,referral,new,1
1065,mobile,organic,old,0
1066,mobile,paid,new,0
1067,mobile,organic,new,0
1068,mobile,organic,new,0
1069,desktop,referral,old,0
1070,desktop,organic,old,0
1071,mobile,email,old,0
1072,desktop,paid,old,1
1073,desktop,referral,new,1
1074,mobile,organic,new,0
1075,mobile,paid,old,0
1076,mobile,paid,new,1
1077,desktop,organic,old,1
1078,desktop,email,new,0
1079,mobile,email,new,0
1080,desktop,email,old,0
1081,mobile,paid,new,0
1082,desktop,paid,old,0
1083,mobile,paid,old,0
1084,mobile,email,old,0
1085,desktop,paid,new,1
1086,mobile,referral,old,0
1087,mobile,referral,new,0
1088,desktop,email,old,0
