account_id,tenure_months,session_count,feature_adoption_count,support_tickets,churned,pc1_score
168,34,895.0,4,2,0,257.94
169,40,117.0,0,2,1,-520.06
170,33,586.0,2,1,0,-51.06
171,18,181.0,6,3,0,-456.07
172,6,184.0,3,3,1,-453.07
173,35,169.0,5,3,0,-468.06
174,15,460.0,5,1,0,-177.07
175,3,134.0,3,1,1,-503.07
176,55,147.0,7,2,0,-490.06
177,32,726.0,2,5,1,88.94
178,27,199.0,0,2,1,-438.06
179,12,92.0,5,0,0,-545.07
180,16,295.0,7,5,1,-342.07
181,32,1663.0,4,3,1,1025.94
182,52,209.0,2,3,1,-428.06
183,3,174.0,2,2,0,-463.07
184,28,198.0,10,1,0,-439.06
185,2,43.0,8,2,0,-594.07
186,38,1086.0,4,2,0,448.94
187,56,1275.0,1,1,1,637.94
188,55,578.0,5,2,0,-59.06
189,33,136.0,4,1,0,-501.06
190,33,1109.0,2,1,0,471.94
191,28,308.0,0,2,1,-329.06
192,10,66.0,3,1,1,-571.07
193,2,1435.0,7,2,0,797.93
194,43,69.0,2,2,0,-568.06
195,4,1216.0,4,5,0,578.93
196,57,193.0,5,0,0,-444.06
197,47,1869.0,1,2,1,1231.94
198,26,106.0,5,2,0,-531.06
199,55,213.0,5,2,1,-424.06
200,40,120.0,3,5,1,-517.06
201,31,64.0,6,2,0,-573.06
202,53,518.0,7,3,0,-119.06
203,20,121.0,6,0,0,-516.07
204,10,81.0,3,0,0,-556.07
205,24,1069.0,1,3,1,431.94
206,47,129.0,5,2,0,-508.06
207,37,151.0,4,3,0,-486.06
208,29,636.0,4,3,0,-1.06
209,23,244.0,9,3,0,-393.06
210,34,618.0,2,0,1,-19.06
211,54,701.0,1,2,0,63.94
212,56,213.0,4,1,0,-424.06
213,20,371.0,1,3,1,-266.07
214,49,794.0,7,1,0,156.94
215,59,2022.0,6,2,0,1384.94
216,9,396.0,1,3,0,-241.07
217,20,173.0,4,2,0,-464.07
218,25,138.0,2,1,0,-499.06
219,27,99.0,1,1,1,-538.06
220,41,696.0,5,0,0,58.94
221,8,49.0,6,0,0,-588.07
222,49,209.0,5,0,0,-428.06
223,26,860.0,5,5,0,222.94
224,10,72.0,2,0,0,-565.07
225,12,742.0,2,0,1,104.93
226,43,215.0,2,1,0,-422.06
227,49,696.0,5,0,0,58.94
228,32,352.0,3,2,1,-285.06
229,23,244.0,6,3,1,-393.06
230,5,517.0,7,2,0,-120.07
231,38,139.0,5,0,0,-498.06
232,32,313.0,4,0,0,-324.06
233,2,2318.0,1,1,1,1680.93
234,27,364.0,3,1,0,-273.06
235,15,327.0,2,0,0,-310.07
236,27,42.0,3,1,1,-595.06
237,27,1387.0,3,3,0,749.94
238,17,241.0,3,1,0,-396.07
239,29,401.0,4,1,0,-236.06
240,22,2214.0,1,1,1,1576.94
241,45,547.0,9,2,0,-90.06
242,46,677.0,3,0,0,39.94
243,26,595.0,7,2,0,-42.06
244,21,1060.0,3,1,1,422.94
245,2,1716.0,1,2,1,1078.93
246,52,100.0,6,1,0,-537.06
247,23,228.0,3,3,1,-409.06
248,43,107.0,3,3,0,-530.06
249,16,804.0,2,0,1,166.93
250,46,430.0,4,0,0,-207.06
251,30,1122.0,3,1,1,484.94
252,25,207.0,5,3,1,-430.06
253,41,70.0,0,3,1,-567.06
254,11,1739.0,3,0,0,1101.93
255,41,1638.0,5,4,0,1000.94
256,1,661.0,3,3,1,23.93
257,59,348.0,1,1,0,-289.06
258,25,326.0,3,1,0,-311.06
259,57,818.0,4,1,0,180.94
260,28,489.0,1,2,0,-148.06
261,25,406.0,3,3,0,-231.06
262,24,548.0,1,1,1,-89.06
263,16,3000.0,5,3,0,2362.93
264,7,320.0,1,2,1,-317.07
265,7,3000.0,8,3,0,2362.93
266,3,454.0,4,2,0,-183.07
267,40,681.0,6,3,0,43.94
268,53,163.0,3,2,1,-474.06
269,2,203.0,2,0,1,-434.07
270,24,304.0,3,3,1,-333.06
271,49,129.0,2,1,1,-508.06
272,53,1573.0,2,0,0,935.94
273,26,464.0,5,1,0,-173.06
274,50,526.0,5,0,0,-111.06
275,37,1466.0,3,2,0,828.94
276,35,463.0,4,2,1,-174.06
277,21,1497.0,2,5,1,859.94
278,52,168.0,4,4,0,-469.06
279,14,244.0,6,1,0,-393.07
280,58,416.0,2,1,1,-221.06
281,2,794.0,4,1,0,156.93
282,39,327.0,3,2,0,-310.06
283,51,423.0,5,2,0,-214.06
284,1,1615.0,2,4,1,977.93
285,49,447.0,5,4,1,-190.06
286,39,250.0,8,1,0,-387.06
287,10,213.0,2,6,1,-424.07
288,30,898.0,2,1,0,260.94
289,13,241.0,4,3,1,-396.07
290,48,230.0,7,3,0,-407.06
291,38,149.0,3,1,0,-488.06
292,22,87.0,4,0,0,-550.06
293,37,981.0,8,1,0,343.94
294,42,360.0,5,3,0,-277.06
295,41,131.0,4,1,0,-506.06
296,22,1224.0,3,3,0,586.94
297,49,648.0,2,2,1,10.94
298,36,991.0,4,1,0,353.94
299,2,264.0,4,4,0,-373.07
300,28,215.0,5,3,1,-422.06
301,24,176.0,6,1,0,-461.06
302,13,486.0,6,0,0,-151.07
303,51,533.0,5,1,0,-104.06
304,20,119.0,5,2,0,-518.07
305,3,303.0,4,2,1,-334.07
306,4,96.0,2,2,0,-541.07
307,14,476.0,4,2,0,-161.07
308,38,588.0,3,1,0,-49.06
309,14,122.0,3,3,0,-515.07
310,54,3000.0,3,1,0,2362.94
311,6,108.0,4,4,1,-529.07
312,36,376.0,6,2,0,-261.06
313,58,501.0,4,2,0,-136.06
314,11,79.0,5,2,1,-558.07
315,59,376.0,6,2,0,-261.06
316,33,294.0,4,1,0,-343.06
317,38,457.0,8,2,0,-180.06
318,16,876.0,6,3,0,238.93
319,38,822.0,7,6,0,184.94
320,24,2417.0,3,5,0,1779.94
321,20,894.0,3,0,1,256.93
322,1,230.0,3,2,0,-407.07
323,23,785.0,4,1,1,147.94
324,58,770.0,4,2,0,132.94
325,37,167.0,3,2,0,-470.06
326,32,308.0,4,1,1,-329.06
327,38,1584.0,3,1,0,946.94
328,35,62.0,3,1,1,-575.06
329,10,341.0,2,0,0,-296.07
330,6,166.0,5,1,0,-471.07
331,57,1271.0,4,3,0,633.94
332,8,765.0,5,3,1,127.93
333,42,1043.0,3,3,0,405.94
334,53,676.0,4,3,0,38.94
335,24,348.0,3,3,1,-289.06
336,51,370.0,2,2,1,-267.06
337,50,328.0,7,3,0,-309.06
338,41,170.0,3,5,1,-467.06
339,39,542.0,8,3,0,-95.06
340,42,807.0,4,2,1,169.94
341,38,245.0,5,1,0,-392.06
342,56,792.0,4,2,1,154.94
343,43,1977.0,5,3,1,1339.94
344,41,159.0,6,1,0,-478.06
345,39,10.0,1,1,0,-627.06
346,37,100.0,1,1,1,-537.06
347,24,643.0,5,1,1,5.94
348,9,690.0,2,2,0,52.93
349,38,1088.0,5,3,0,450.94
350,14,462.0,2,5,1,-175.07
351,36,165.0,6,3,0,-472.06
352,14,1319.0,5,3,0,681.93
353,30,277.0,3,2,1,-360.06
354,3,3000.0,5,3,0,2362.93
355,33,342.0,3,1,0,-295.06
356,25,1259.0,3,2,1,621.94
357,7,249.0,0,1,1,-388.07
358,3,312.0,3,1,1,-325.07
359,53,45.0,2,1,1,-592.06
360,55,495.0,7,4,0,-142.06
361,5,1210.0,2,2,1,572.93
362,38,421.0,6,2,0,-216.06
363,40,51.0,3,2,0,-586.06
364,21,1929.0,5,1,0,1291.94
365,25,845.0,6,2,0,207.94
366,16,1180.0,7,3,0,542.93
367,34,312.0,1,3,1,-325.06
368,45,349.0,5,5,0,-288.06
369,60,1478.0,0,2,1,840.94
370,54,180.0,3,1,0,-457.06
371,43,590.0,3,3,0,-47.06
372,60,297.0,4,3,0,-340.06
373,4,72.0,4,1,1,-565.07
374,6,194.0,3,1,1,-443.07
375,10,378.0,2,3,1,-259.07
376,27,438.0,4,1,0,-199.06
377,30,720.0,5,1,0,82.94
378,59,79.0,5,3,0,-558.06
379,7,1379.0,2,0,0,741.93
380,36,274.0,3,0,0,-363.06
381,29,303.0,1,4,1,-334.06
382,49,781.0,4,2,0,143.94
383,35,190.0,1,1,1,-447.06
384,24,2125.0,1,4,1,1487.94
385,43,436.0,6,4,0,-201.06
386,53,3000.0,5,0,0,2362.94
387,39,178.0,5,1,0,-459.06
388,58,389.0,4,1,0,-248.06
389,18,3000.0,3,4,1,2362.93
390,17,222.0,5,1,0,-415.07
391,60,223.0,6,3,0,-414.06
392,21,940.0,2,3,1,302.94
393,41,1104.0,7,1,0,466.94
394,26,230.0,5,0,0,-407.06
395,53,255.0,3,1,0,-382.06
396,58,675.0,1,1,0,37.94
397,55,2041.0,6,1,0,1403.94
398,5,191.0,2,1,0,-446.07
399,24,1059.0,2,0,0,421.94
400,37,1186.0,7,2,0,548.94
401,25,131.0,2,0,0,-506.06
402,35,289.0,3,3,0,-348.06
403,54,1198.0,2,1,0,560.94
404,47,129.0,1,1,1,-508.06
405,17,1002.0,3,3,1,364.93
406,5,612.0,2,3,0,-25.07
407,22,1529.0,1,2,1,891.94
408,10,180.0,5,3,1,-457.07
409,31,475.0,3,0,0,-162.06
410,48,68.0,6,1,0,-569.06
411,4,1513.0,5,0,0,875.93
412,57,436.0,4,2,0,-201.06
413,55,738.0,3,2,0,100.94
414,33,264.0,3,3,0,-373.06
415,48,297.0,2,2,0,-340.06
416,31,172.0,7,1,0,-465.06
417,49,632.0,5,1,0,-5.06
418,43,246.0,5,2,0,-391.06
419,16,247.0,1,1,1,-390.07
420,12,289.0,3,1,0,-348.07
421,20,255.0,5,1,0,-382.07
422,50,469.0,2,1,0,-168.06
423,4,228.0,2,2,0,-409.07
424,2,164.0,7,1,0,-473.07
425,56,486.0,1,3,1,-151.06
426,38,2871.0,4,1,0,2233.94
427,13,151.0,8,1,0,-486.07
428,51,137.0,4,5,1,-500.06
429,59,3000.0,5,3,0,2362.94
430,8,322.0,5,3,0,-315.07
431,24,110.0,3,5,1,-527.06
432,22,156.0,2,2,0,-481.06
433,37,1064.0,2,5,1,426.94
434,17,1776.0,2,3,0,1138.93
435,3,521.0,3,2,1,-116.07
436,47,643.0,6,0,0,5.94
437,52,2539.0,0,2,1,1901.94
438,11,731.0,4,4,1,93.93
439,55,568.0,4,3,0,-69.06
440,24,533.0,4,3,0,-104.06
441,15,57.0,6,2,0,-580.07
442,36,886.0,5,2,1,248.94
443,27,1207.0,5,3,0,569.94
444,3,230.0,2,3,1,-407.07
445,38,42.0,6,1,0,-595.06
446,23,359.0,2,2,1,-278.06
447,36,1122.0,7,4,0,484.94
448,11,223.0,2,0,1,-414.07
449,2,389.0,3,3,0,-248.07
450,17,57.0,5,3,0,-580.07
451,20,484.0,2,5,1,-153.07
452,11,470.0,3,2,0,-167.07
453,32,465.0,3,3,1,-172.06
454,24,1321.0,0,3,1,683.94
455,11,389.0,2,5,1,-248.07
456,3,255.0,6,1,0,-382.07
457,40,385.0,5,3,0,-252.06
458,15,907.0,6,1,0,269.93
459,7,849.0,5,1,0,211.93
460,13,173.0,3,2,0,-464.07
461,33,780.0,4,2,0,142.94
462,41,578.0,2,1,0,-59.06
463,12,341.0,5,5,0,-296.07
464,42,492.0,4,3,0,-145.06
465,40,88.0,6,1,0,-549.06
466,25,1392.0,4,0,0,754.94
467,14,253.0,2,3,1,-384.07
468,7,174.0,2,5,1,-463.07
469,23,3000.0,3,0,0,2362.94
470,32,831.0,1,1,1,193.94
471,7,424.0,3,2,1,-213.07
472,32,655.0,2,0,0,17.94
473,36,483.0,3,1,1,-154.06
474,32,540.0,6,2,0,-97.06
475,30,125.0,7,1,0,-512.06
476,23,616.0,3,3,0,-21.06
477,58,94.0,2,1,1,-543.06
478,17,691.0,4,4,0,53.93
479,34,238.0,4,2,0,-399.06
480,2,264.0,6,1,1,-373.07
481,59,274.0,4,0,0,-363.06
482,8,161.0,4,2,1,-476.07
483,11,244.0,1,2,0,-393.07
484,9,644.0,7,2,0,6.93
485,35,1032.0,3,3,0,394.94
486,19,439.0,2,2,1,-198.07
487,52,323.0,2,3,0,-314.06
488,17,67.0,3,2,1,-570.07
489,16,1064.0,0,2,1,426.93
490,26,768.0,2,1,0,130.94
491,37,330.0,4,1,0,-307.06
492,52,444.0,2,1,0,-193.06
493,13,200.0,4,4,1,-437.07
494,56,174.0,1,3,0,-463.06
495,27,140.0,5,2,0,-497.06
496,24,839.0,4,3,0,201.94
497,16,526.0,6,0,0,-111.07
498,34,1344.0,3,2,0,706.94
499,11,317.0,5,3,0,-320.07
500,57,496.0,4,2,0,-141.06
501,30,204.0,4,2,0,-433.06
502,41,428.0,5,4,0,-209.06
503,48,1111.0,5,1,0,473.94
504,3,1861.0,1,2,1,1223.93
505,27,59.0,8,3,0,-578.06
506,26,999.0,7,2,0,361.94
507,2,1605.0,2,1,0,967.93
508,47,1467.0,1,1,0,829.94
509,1,367.0,6,1,0,-270.07
510,24,428.0,5,0,0,-209.06
511,12,888.0,6,2,0,250.93
512,57,396.0,5,3,0,-241.06
513,1,3000.0,1,2,1,2362.93
514,14,491.0,5,2,0,-146.07
515,42,841.0,3,1,0,203.94
516,47,446.0,1,0,0,-191.06
517,59,116.0,4,4,0,-521.06
518,41,278.0,5,2,0,-359.06
519,2,213.0,6,0,0,-424.07
520,41,79.0,7,1,1,-558.06
521,5,243.0,3,3,1,-394.07
522,20,151.0,3,2,0,-486.07
523,3,372.0,5,2,1,-265.07
524,19,48.0,4,2,0,-589.07
525,54,667.0,2,3,1,29.94
526,26,325.0,4,3,0,-312.06
527,39,273.0,4,2,0,-364.06
528,42,2845.0,5,2,0,2207.94
529,31,121.0,8,2,0,-516.06
530,23,280.0,2,2,1,-357.06
531,39,498.0,2,2,1,-139.06
532,58,462.0,4,1,0,-175.06
533,16,641.0,2,3,1,3.93
534,36,356.0,4,2,0,-281.06
535,52,2915.0,2,0,1,2277.94
536,27,1012.0,6,1,0,374.94
537,28,2902.0,5,3,1,2264.94
538,39,229.0,3,3,1,-408.06
539,14,184.0,0,1,1,-453.07
540,8,644.0,9,1,0,6.93
541,52,347.0,6,1,0,-290.06
542,43,1199.0,7,0,0,561.94
543,29,137.0,1,1,0,-500.06
544,9,571.0,7,0,0,-66.07
545,22,710.0,4,4,0,72.94
546,50,125.0,3,1,0,-512.06
547,5,236.0,3,4,0,-401.07
548,4,553.0,6,2,0,-84.07
549,2,259.0,4,2,1,-378.07
550,41,787.0,6,2,0,149.94
551,4,226.0,5,1,0,-411.07
552,46,143.0,3,4,1,-494.06
553,5,3000.0,3,3,1,2362.93
554,13,358.0,3,1,0,-279.07
555,34,252.0,3,1,0,-385.06
556,8,767.0,8,0,0,129.93
557,59,132.0,5,3,1,-505.06
558,46,1077.0,3,4,0,439.94
559,37,1020.0,4,1,0,382.94
560,18,3000.0,6,2,0,2362.93
561,13,3000.0,2,1,1,2362.93
562,31,293.0,5,4,0,-344.06
563,19,189.0,5,2,0,-448.07
564,21,2449.0,4,2,0,1811.94
565,14,812.0,5,1,0,174.93
566,10,406.0,5,4,0,-231.07
567,12,627.0,5,1,0,-10.07
568,58,445.0,2,5,1,-192.06
569,55,132.0,4,2,0,-505.06
570,19,2178.0,4,2,0,1540.93
571,15,1380.0,3,2,0,742.93
572,29,1071.0,2,1,1,433.94
573,20,2366.0,1,2,1,1728.93
574,22,645.0,4,2,1,7.94
575,51,146.0,1,5,1,-491.06
576,50,114.0,4,0,0,-523.06
577,37,474.0,1,1,1,-163.06
578,49,809.0,2,3,1,171.94
579,46,543.0,6,2,0,-94.06
580,53,1164.0,4,2,0,526.94
581,55,1883.0,4,2,0,1245.94
582,18,416.0,3,4,1,-221.07
583,56,600.0,6,1,0,-37.06
584,38,202.0,4,2,1,-435.06
585,32,300.0,3,1,0,-337.06
586,1,753.0,8,3,0,115.93
587,5,1808.0,7,4,1,1170.93
588,17,1028.0,6,2,1,390.93
589,30,1591.0,8,0,0,953.94
590,32,679.0,4,4,0,41.94
591,22,181.0,5,1,0,-456.06
592,20,920.0,5,1,0,282.93
593,33,2046.0,6,2,0,1408.94
594,60,1433.0,3,3,0,795.94
595,58,2452.0,2,3,1,1814.94
596,40,208.0,5,3,0,-429.06
597,30,25.0,4,1,1,-612.06
598,56,175.0,6,1,0,-462.06
599,1,323.0,6,3,1,-314.07
600,14,297.0,1,3,1,-340.07
601,19,294.0,3,2,1,-343.07
602,39,187.0,2,1,1,-450.06
603,28,255.0,5,0,0,-382.06
604,23,1087.0,5,2,0,449.94
605,33,2402.0,5,2,0,1764.94
606,41,1969.0,7,1,0,1331.94
607,39,790.0,4,4,0,152.94
608,45,1128.0,3,2,0,490.94
609,41,171.0,1,2,0,-466.06
610,44,447.0,8,2,0,-190.06
611,2,252.0,7,3,0,-385.07
612,17,82.0,8,3,0,-555.07
613,50,180.0,5,1,1,-457.06
614,53,306.0,2,1,1,-331.06
615,21,784.0,2,1,0,146.94
616,23,1059.0,4,1,0,421.94
617,8,206.0,3,2,1,-431.07
618,35,1148.0,3,4,1,510.94
619,46,658.0,5,0,0,20.94
620,57,888.0,5,0,0,250.94
621,5,152.0,6,3,0,-485.07
622,48,234.0,2,2,0,-403.06
623,32,174.0,3,1,1,-463.06
624,11,719.0,5,1,0,81.93
625,59,67.0,3,5,1,-570.06
626,48,257.0,2,1,1,-380.06
627,12,294.0,2,2,0,-343.07
628,19,50.0,1,2,0,-587.07
629,21,923.0,5,3,0,285.94
630,20,369.0,5,2,0,-268.07
631,10,2047.0,4,2,0,1409.93
632,23,866.0,2,3,1,228.94
633,60,340.0,1,4,1,-297.06
634,26,481.0,4,4,1,-156.06
635,6,1749.0,5,4,0,1111.93
636,54,231.0,2,1,0,-406.06
637,22,304.0,2,2,1,-333.06
638,37,291.0,1,1,0,-346.06
639,55,303.0,4,0,0,-334.06
640,20,794.0,3,0,0,156.93
641,10,157.0,1,1,1,-480.07
642,16,201.0,7,4,0,-436.07
643,28,105.0,2,3,1,-532.06
644,54,328.0,5,3,0,-309.06
645,40,324.0,7,3,0,-313.06
646,3,415.0,2,2,1,-222.07
647,55,179.0,4,2,1,-458.06
648,8,631.0,0,5,1,-6.07
649,38,1376.0,3,1,1,738.94
650,57,12.0,8,1,0,-625.06
651,29,1232.0,3,1,0,594.94
652,42,855.0,10,2,0,217.94
653,29,2037.0,5,1,0,1399.94
654,42,59.0,6,1,0,-578.06
655,57,1219.0,3,2,0,581.94
656,35,149.0,3,2,0,-488.06
657,38,427.0,1,3,1,-210.06
658,6,189.0,4,2,1,-448.07
659,13,247.0,7,4,0,-390.07
660,22,183.0,7,1,0,-454.06
661,41,191.0,5,1,0,-446.06
662,22,246.0,3,7,0,-391.06
663,45,72.0,2,0,0,-565.06
664,25,1009.0,4,3,1,371.94
665,37,614.0,4,2,0,-23.06
666,27,343.0,2,1,0,-294.06
667,21,1308.0,5,4,1,670.94
668,43,184.0,4,1,0,-453.06
669,20,187.0,2,1,1,-450.07
670,1,1704.0,7,4,1,1066.93
671,14,363.0,7,0,0,-274.07
672,36,286.0,2,2,1,-351.06
673,60,283.0,2,1,0,-354.06
674,44,638.0,3,4,0,0.94
675,32,691.0,7,1,0,53.94
676,45,1188.0,4,1,1,550.94
677,44,325.0,2,1,0,-312.06
678,5,525.0,3,1,1,-112.07
679,7,305.0,7,2,0,-332.07
680,8,3000.0,4,0,0,2362.93
681,44,72.0,4,1,1,-565.06
682,8,593.0,6,3,1,-44.07
683,33,233.0,5,3,0,-404.06
684,22,749.0,5,3,0,111.94
685,31,1548.0,2,0,0,910.94
686,18,915.0,1,1,1,277.93
687,41,1151.0,3,3,0,513.94
688,19,312.0,4,3,0,-325.07
689,51,364.0,1,0,0,-273.06
690,17,1345.0,4,1,0,707.93
691,46,347.0,4,2,0,-290.06
692,15,355.0,1,0,1,-282.07
693,39,268.0,2,2,0,-369.06
694,36,225.0,2,0,0,-412.06
695,17,3000.0,5,2,0,2362.93
696,21,1177.0,4,1,0,539.94
697,36,265.0,3,2,0,-372.06
698,24,1413.0,5,4,1,775.94
699,29,3000.0,4,1,0,2362.94
700,23,61.0,2,5,1,-576.06
701,27,844.0,3,2,1,206.94
702,47,1100.0,9,2,0,462.94
703,45,2531.0,2,5,1,1893.94
704,34,196.0,2,1,0,-441.06
705,9,409.0,7,3,0,-228.07
706,39,543.0,6,2,0,-94.06
707,11,195.0,3,3,1,-442.07
708,38,418.0,1,2,0,-219.06
709,19,1851.0,6,2,0,1213.93
710,16,332.0,6,4,0,-305.07
711,35,110.0,5,3,0,-527.06
712,35,1774.0,4,4,1,1136.94
713,1,762.0,5,2,0,124.93
714,49,439.0,5,4,0,-198.06
715,15,480.0,3,2,1,-157.07
716,25,397.0,3,0,0,-240.06
717,29,82.0,2,4,0,-555.06
718,21,635.0,3,4,1,-2.06
719,34,325.0,7,3,0,-312.06
720,27,304.0,3,3,1,-333.06
721,39,618.0,3,0,0,-19.06
722,16,863.0,3,1,0,225.93
723,41,96.0,4,3,0,-541.06
724,46,2938.0,6,6,0,2300.94
725,18,421.0,5,4,0,-216.07
726,42,1782.0,1,2,1,1144.94
727,26,3000.0,2,2,1,2362.94
728,56,863.0,2,2,0,225.94
729,21,573.0,5,2,1,-64.06
730,18,1535.0,4,3,0,897.93
731,6,107.0,5,3,0,-530.07
732,38,572.0,5,5,0,-65.06
733,2,143.0,6,2,0,-494.07
734,34,119.0,4,3,0,-518.06
