session_id,device,arm,converted
258,desktop,old_ui,0
259,desktop,new_ui,0
260,mobile,new_ui,0
261,mobile,new_ui,0
262,desktop,old_ui,0
263,desktop,old_ui,0
264,mobile,new_ui,1
265,mobile,new_ui,0
266,desktop,old_ui,0
267,mobile,new_ui,0
268,desktop,old_ui,0
269,mobile,new_ui,0
270,desktop,new_ui,0
271,desktop,old_ui,0
272,mobile,new_ui,0
273,desktop,old_ui,0
274,desktop,old_ui,0
275,mobile,old_ui,0
276,mobile,old_ui,0
277,mobile,new_ui,0
278,desktop,new_ui,0
279,desktop,old_ui,0
280,mobile,new_ui,0
281,mobile,new_ui,0
282,mobile,old_ui,0
283,mobile,new_ui,0
284,mobile,old_ui,0
285,mobile,new_ui,0
286,desktop,old_ui,0
287,mobile,old_ui,0
288,mobile,new_ui,0
289,desktop,old_ui,0
290,desktop,old_ui,0
291,desktop,old_ui,0
292,mobile,new_ui,0
293,mobile,new_ui,0
294,mobile,new_ui,1
295,mobile,new_ui,0
296,desktop,old_ui,0
297,mobile,new_ui,0
298,mobile,new_ui,0
299,desktop,old_ui,0
300,mobile,old_ui,0
301,desktop,new_ui,0
302,mobile,new_ui,0
303,mobile,new_ui,0
304,mobile,new_ui,0
305,desktop,new_ui,0
306,mobile,old_ui,0
307,mobile,new_ui,0
308,mobile,new_ui,0
309,mobile,new_ui,0
310,desktop,old_ui,0
311,mobile,new_ui,0
312,mobile,new_ui,0
313,mobile,new_ui,0
314,mobile,new_ui,0
315,mobile,new_ui,0
316,mobile,old_ui,0
317,mobile,new_ui,0
318,mobile,new_ui,0
319,desktop,new_ui,0
320,desktop,old_ui,1
321,desktop,old_ui,0
322,mobile,new_ui,0
323,mobile,new_ui,0
324,mobile,old_ui,0
325,mobile,new_ui,0
326,mobile,new_ui,0
327,mobile,new_ui,0
328,desktop,new_ui,0
329,mobile,new_ui,0
330,mobile,old_ui,0
331,mobile,new_ui,0
332,desktop,old_ui,0
333,mobile,old_ui,0
334,mobile,new_ui,0
335,mobile,old_ui,0
336,desktop,old_ui,1
337,mobile,old_ui,0
338,mobile,new_ui,1
339,mobile,new_ui,0
340,mobile,new_ui,1
341,desktop,old_ui,0
342,desktop,old_ui,0
343,desktop,old_ui,1
344,mobile,new_ui,0
345,mobile,new_ui,0
346,mobile,new_ui,0
347,mobile,new_ui,0
348,mobile,old_ui,0
349,mobile,new_ui,0
350,desktop,old_ui,0
351,mobile,new_ui,0
352,mobile,new_ui,0
353,mobile,old_ui,0
354,mobile,new_ui,0
355,mobile,old_ui,0
356,desktop,new_ui,0
357,desktop,old_ui,0
358,mobile,new_ui,1
359,desktop,old_ui,0
360,mobile,new_ui,0
361,mobile,old_ui,0
362,desktop,new_ui,0
363,mobile,new_ui,0
364,mobile,new_ui,0
365,mobile,old_ui,0
366,mobile,new_ui,0
367,mobile,new_ui,0
368,desktop,old_ui,0
369,mobile,new_ui,0
370,mobile,new_ui,0
371,desktop,new_ui,0
372,desktop,old_ui,0
373,mobile,new_ui,0
374,desktop,new_ui,0
375,mobile,old_ui,0
376,desktop,old_ui,0
377,mobile,new_ui,0
378,desktop,old_ui,0
379,mobile,new_ui,0
380,mobile,new_ui,0
381,mobile,old_ui,0
382,mobile,new_ui,0
383,mobile,old_ui,0
384,mobile,old_ui,0
385,mobile,new_ui,1
386,desktop,new_ui,1
387,mobile,new_ui,0
388,mobile,new_ui,1
389,mobile,old_ui,0
390,mobile,new_ui,0
391,mobile,new_ui,0
392,mobile,old_ui,0
393,desktop,old_ui,0
394,desktop,old_ui,0
395,mobile,new_ui,0
396,desktop,old_ui,0
397,desktop,new_ui,0
398,mobile,new_ui,0
399,mobile,new_ui,0
400,mobile,new_ui,1
401,mobile,new_ui,0
402,mobile,new_ui,0
403,desktop,old_ui,0
404,desktop,old_ui,0
405,desktop,new_ui,0
406,mobile,new_ui,0
407,mobile,old_ui,0
408,desktop,old_ui,0
409,desktop,new_ui,0
410,desktop,old_ui,0
411,mobile,new_ui,0
412,desktop,old_ui,0
413,mobile,new_ui,0
414,desktop,new_ui,0
415,mobile,new_ui,0
416,mobile,new_ui,0
417,mobile,old_ui,0
418,mobile,new_ui,0
419,desktop,old_ui,0
420,mobile,old_ui,0
421,mobile,new_ui,0
422,mobile,new_ui,0
423,mobile,new_ui,0
424,mobile,old_ui,0
425,desktop,old_ui,1
426,desktop,new_ui,0
427,desktop,old_ui,0
428,desktop,old_ui,0
429,desktop,old_ui,0
430,mobile,new_ui,0
431,mobile,new_ui,0
432,desktop,old_ui,0
433,desktop,new_ui,0
434,mobile,new_ui,1
435,mobile,new_ui,1
436,mobile,old_ui,0
437,mobile,old_ui,0
438,mobile,new_ui,0
439,mobile,new_ui,0
440,desktop,old_ui,0
441,mobile,new_ui,0
442,mobile,new_ui,0
443,desktop,old_ui,0
444,mobile,old_ui,1
445,mobile,new_ui,0
446,mobile,new_ui,0
447,mobile,new_ui,0
448,desktop,old_ui,0
449,desktop,old_ui,0
450,desktop,old_ui,0
451,desktop,old_ui,1
452,desktop,old_ui,1
453,desktop,old_ui,0
454,mobile,new_ui,0
455,mobile,old_ui,0
456,desktop,new_ui,0
457,desktop,old_ui,1
458,mobile,old_ui,0
459,mobile,old_ui,0
460,mobile,new_ui,0
461,mobile,new_ui,0
462,mobile,new_ui,0
463,mobile,new_ui,0
464,desktop,old_ui,0
465,mobile,new_ui,0
466,desktop,old_ui,0
467,mobile,new_ui,0
468,desktop,new_ui,0
469,desktop,new_ui,0
470,mobile,new_ui,0
471,mobile,old_ui,0
472,mobile,new_ui,0
473,mobile,new_ui,0
474,desktop,old_ui,0
475,mobile,new_ui,0
476,desktop,old_ui,1
477,mobile,new_ui,0
478,desktop,old_ui,0
479,desktop,old_ui,1
480,mobile,old_ui,0
481,mobile,new_ui,0
482,mobile,new_ui,0
483,desktop,old_ui,0
484,mobile,new_ui,0
485,desktop,old_ui,0
486,mobile,old_ui,0
487,mobile,old_ui,0
488,desktop,old_ui,0
489,desktop,old_ui,0
490,desktop,old_ui,0
491,mobile,new_ui,0
492,desktop,old_ui,0
493,mobile,new_ui,0
494,mobile,old_ui,0
495,desktop,new_ui,1
496,desktop,old_ui,0
497,desktop,new_ui,0
498,desktop,new_ui,0
499,mobile,new_ui,1
500,mobile,old_ui,0
501,mobile,new_ui,0
502,mobile,old_ui,0
503,mobile,old_ui,0
504,mobile,new_ui,0
505,mobile,new_ui,0
506,mobile,new_ui,0
507,desktop,old_ui,0
508,desktop,new_ui,0
509,desktop,new_ui,0
510,mobile,new_ui,1
511,mobile,new_ui,0
512,mobile,new_ui,0
513,desktop,old_ui,0
514,desktop,old_ui,1
515,mobile,old_ui,0
516,mobile,new_ui,0
517,mobile,new_ui,0
518,desktop,old_ui,0
519,mobile,new_ui,0
520,mobile,new_ui,1
521,desktop,old_ui,0
522,desktop,old_ui,0
523,desktop,old_ui,0
524,desktop,new_ui,0
525,desktop,old_ui,0
526,mobile,new_ui,0
527,mobile,old_ui,0
528,mobile,old_ui,0
529,mobile,old_ui,0
530,desktop,old_ui,0
531,mobile,new_ui,0
532,desktop,old_ui,0
533,desktop,old_ui,0
534,mobile,old_ui,0
535,mobile,new_ui,0
536,desktop,old_ui,0
537,mobile,new_ui,1
538,desktop,old_ui,0
539,mobile,new_ui,0
540,desktop,old_ui,0
541,desktop,new_ui,0
542,mobile,new_ui,0
543,mobile,new_ui,0
544,desktop,old_ui,0
545,mobile,new_ui,0
546,desktop,old_ui,0
547,desktop,old_ui,1
548,mobile,new_ui,0
549,mobile,new_ui,0
550,mobile,old_ui,0
551,mobile,new_ui,0
552,mobile,new_ui,1
553,mobile,new_ui,0
554,desktop,old_ui,0
555,desktop,old_ui,0
556,mobile,new_ui,0
557,mobile,new_ui,0
558,mobile,old_ui,0
559,desktop,new_ui,0
560,desktop,old_ui,1
561,desktop,old_ui,0
562,desktop,old_ui,0
563,mobile,old_ui,1
564,mobile,new_ui,0
565,mobile,new_ui,1
566,desktop,new_ui,0
567,desktop,new_ui,0
568,desktop,old_ui,0
569,mobile,new_ui,0
570,mobile,new_ui,0
571,mobile,old_ui,0
572,mobile,new_ui,0
573,desktop,old_ui,0
574,desktop,new_ui,0
575,mobile,new_ui,0
576,desktop,old_ui,0
577,desktop,old_ui,0
578,mobile,old_ui,0
579,mobile,old_ui,0
580,mobile,new_ui,0
581,desktop,old_ui,1
582,mobile,new_ui,0
583,mobile,new_ui,0
584,desktop,new_ui,0
585,desktop,new_ui,0
586,desktop,old_ui,0
587,desktop,old_ui,0
588,mobile,new_ui,0
589,mobile,new_ui,0
590,desktop,new_ui,0
591,mobile,new_ui,0
592,mobile,new_ui,0
593,desktop,old_ui,0
594,mobile,new_ui,1
595,desktop,new_ui,0
596,desktop,old_ui,0
597,desktop,old_ui,0
598,mobile,old_ui,0
599,mobile,new_ui,0
600,desktop,old_ui,0
601,desktop,new_ui,0
602,mobile,new_ui,0
603,mobile,new_ui,0
604,mobile,old_ui,0
605,desktop,old_ui,0
606,desktop,old_ui,0
607,desktop,old_ui,0
608,mobile,new_ui,0
609,mobile,old_ui,0
610,desktop,new_ui,0
611,desktop,old_ui,0
612,desktop,old_ui,0
613,mobile,old_ui,0
614,desktop,old_ui,0
615,mobile,new_ui,0
616,mobile,new_ui,0
617,desktop,new_ui,0
618,mobile,new_ui,0
619,desktop,old_ui,0
620,mobile,new_ui,0
621,mobile,old_ui,0
622,desktop,new_ui,0
623,desktop,new_ui,0
624,mobile,new_ui,0
625,mobile,old_ui,0
626,mobile,new_ui,0
627,desktop,old_ui,0
628,mobile,new_ui,0
629,desktop,old_ui,0
630,mobile,new_ui,0
631,mobile,new_ui,0
632,mobile,old_ui,0
633,desktop,old_ui,0
634,desktop,old_ui,1
635,mobile,new_ui,0
636,desktop,old_ui,0
637,desktop,old_ui,0
638,desktop,old_ui,1
639,mobile,old_ui,0
640,mobile,new_ui,0
641,desktop,old_ui,0
642,mobile,new_ui,0
643,desktop,old_ui,1
644,desktop,old_ui,0
645,mobile,new_ui,0
646,desktop,old_ui,0
647,desktop,old_ui,0
648,desktop,old_ui,0
649,mobile,new_ui,0
650,desktop,old_ui,0
651,mobile,new_ui,0
652,mobile,new_ui,0
653,mobile,old_ui,1
654,desktop,old_ui,0
655,mobile,old_ui,0
656,mobile,new_ui,1
657,desktop,old_ui,0
658,mobile,new_ui,0
659,mobile,new_ui,0
660,mobile,old_ui,0
661,mobile,new_ui,0
662,mobile,new_ui,0
663,mobile,new_ui,1
664,mobile,new_ui,0
665,mobile,new_ui,0
666,desktop,new_ui,0
667,desktop,new_ui,0
668,mobile,old_ui,1
669,desktop,old_ui,0
670,mobile,new_ui,0
671,mobile,new_ui,0
672,mobile,new_ui,0
673,desktop,old_ui,0
674,mobile,old_ui,0
675,mobile,new_ui,0
676,mobile,new_ui,0
677,mobile,old_ui,0
678,mobile,new_ui,1
679,desktop,old_ui,0
680,desktop,new_ui,0
681,desktop,old_ui,0
682,mobile,new_ui,0
683,desktop,old_ui,0
684,desktop,new_ui,0
685,mobile,new_ui,1
686,mobile,new_ui,0
687,mobile,new_ui,1
688,mobile,new_ui,0
689,mobile,new_ui,0
690,mobile,old_ui,1
691,mobile,new_ui,0
692,mobile,new_ui,0
693,mobile,new_ui,0
694,desktop,new_ui,0
695,mobile,new_ui,1
696,desktop,old_ui,0
697,mobile,new_ui,0
698,mobile,new_ui,0
699,mobile,new_ui,0
700,desktop,old_ui,1
701,desktop,old_ui,0
702,desktop,old_ui,0
703,mobile,old_ui,0
704,desktop,old_ui,0
705,mobile,new_ui,0
706,mobile,new_ui,0
707,desktop,old_ui,0
708,mobile,new_ui,0
709,mobile,old_ui,0
710,mobile,new_ui,0
711,desktop,old_ui,0
712,desktop,old_ui,0
713,desktop,new_ui,0
714,mobile,new_ui,0
715,desktop,old_ui,1
716,desktop,old_ui,0
717,desktop,new_ui,0
718,mobile,new_ui,0
719,mobile,old_ui,0
720,mobile,new_ui,0
721,desktop,new_ui,0
722,desktop,old_ui,0
723,mobile,old_ui,0
724,mobile,new_ui,0
725,desktop,old_ui,0
726,mobile,new_ui,1
727,mobile,old_ui,0
728,mobile,old_ui,0
729,desktop,old_ui,0
730,mobile,old_ui,0
731,mobile,new_ui,1
732,desktop,old_ui,0
733,desktop,old_ui,0
734,desktop,old_ui,0
735,desktop,old_ui,0
736,desktop,old_ui,0
737,mobile,new_ui,0
738,mobile,old_ui,0
739,mobile,new_ui,0
740,desktop,old_ui,0
741,mobile,new_ui,0
742,desktop,old_ui,0
743,desktop,old_ui,0
744,mobile,new_ui,0
745,desktop,old_ui,0
746,mobile,new_ui,0
747,mobile,new_ui,0
748,mobile,new_ui,0
749,desktop,new_ui,1
750,mobile,new_ui,1
751,desktop,old_ui,0
752,desktop,old_ui,0
753,mobile,new_ui,0
754,mobile,old_ui,0
755,desktop,old_ui,0
756,desktop,new_ui,0
757,desktop,old_ui,0
758,desktop,new_ui,0
759,desktop,old_ui,1
760,mobile,old_ui,0
761,mobile,old_ui,0
762,mobile,new_ui,0
763,desktop,old_ui,0
764,mobile,new_ui,0
765,desktop,old_ui,0
766,mobile,old_ui,0
767,mobile,new_ui,0
768,mobile,old_ui,0
769,desktop,old_ui,0
770,mobile,old_ui,0
771,desktop,old_ui,0
772,mobile,new_ui,0
773,desktop,old_ui,0
774,mobile,new_ui,0
775,mobile,old_ui,1
776,mobile,new_ui,0
777,desktop,old_ui,0
778,mobile,new_ui,0
779,mobile,new_ui,0
780,desktop,new_ui,0
781,desktop,old_ui,1
782,mobile,new_ui,0
783,desktop,old_ui,0
784,mobile,new_ui,1
785,mobile,old_ui,0
786,mobile,old_ui,0
787,mobile,new_ui,0
788,desktop,old_ui,0
789,mobile,old_ui,0
790,mobile,old_ui,1
791,desktop,old_ui,0
792,desktop,old_ui,0
793,mobile,new_ui,0
794,mobile,new_ui,0
795,mobile,new_ui,1
796,mobile,new_ui,0
797,mobile,old_ui,0
798,mobile,new_ui,0
799,mobile,new_ui,0
800,mobile,new_ui,0
801,mobile,new_ui,1
802,mobile,new_ui,0
803,mobile,new_ui,0
804,mobile,new_ui,0
805,desktop,old_ui,0
806,desktop,old_ui,0
807,mobile,new_ui,0
808,mobile,new_ui,0
809,desktop,old_ui,0
810,desktop,old_ui,0
811,mobile,new_ui,0
812,mobile,new_ui,0
813,desktop,new_ui,0
814,desktop,new_ui,0
815,mobile,new_ui,0
816,desktop,old_ui,0
817,mobile,old_ui,0
818,desktop,old_ui,0
819,mobile,new_ui,0
820,mobile,new_ui,0
821,mobile,new_ui,1
822,desktop,old_ui,0
823,mobile,new_ui,0
824,mobile,new_ui,0
825,mobile,old_ui,0
826,mobile,old_ui,0
827,desktop,old_ui,0
828,desktop,old_ui,0
829,mobile,new_ui,0
830,desktop,old_ui,1
831,mobile,new_ui,0
832,mobile,new_ui,0
833,desktop,new_ui,0
834,desktop,old_ui,0
835,desktop,new_ui,0
836,mobile,new_ui,1
837,mobile,new_ui,0
838,mobile,new_ui,0
839,desktop,old_ui,0
840,mobile,new_ui,0
841,desktop,old_ui,0
842,mobile,new_ui,0
843,mobile,new_ui,0
844,desktop,new_ui,0
845,mobile,old_ui,0
846,mobile,old_ui,0
847,desktop,old_ui,0
848,mobile,new_ui,1
849,desktop,old_ui,0
850,desktop,old_ui,0
851,desktop,old_ui,0
852,desktop,old_ui,0
853,mobile,old_ui,0
854,mobile,new_ui,0
855,mobile,new_ui,0
856,desktop,old_ui,0
857,mobile,new_ui,0
858,mobile,new_ui,0
859,desktop,old_ui,0
860,desktop,new_ui,0
861,mobile,new_ui,0
862,mobile,new_ui,0
863,desktop,new_ui,0
864,mobile,old_ui,0
865,mobile,new_ui,0
866,desktop,new_ui,0
867,mobile,new_ui,1
868,mobile,new_ui,0
869,mobile,new_ui,0
870,desktop,new_ui,0
871,desktop,old_ui,0
872,mobile,new_ui,1
873,desktop,old_ui,0
874,desktop,new_ui,0
875,mobile,new_ui,0
876,desktop,new_ui,0
877,mobile,new_ui,0
878,mobile,new_ui,1
879,mobile,new_ui,0
880,desktop,old_ui,0
881,mobile,old_ui,0
882,desktop,new_ui,0
883,mobile,new_ui,0
884,mobile,new_ui,0
885,mobile,new_ui,0
886,mobile,new_ui,0
887,mobile,new_ui,1
888,desktop,old_ui,0
889,desktop,old_ui,0
890,mobile,new_ui,0
891,desktop,old_ui,0
892,desktop,old_ui,0
893,desktop,old_ui,0
894,desktop,old_ui,0
895,desktop,new_ui,0
896,desktop,old_ui,0
897,mobile,new_ui,0
898,mobile,new_ui,0
899,desktop,new_ui,0
900,mobile,old_ui,0
901,mobile,new_ui,1
902,desktop,old_ui,0
903,mobile,new_ui,0
904,mobile,new_ui,1
905,desktop,old_ui,0
906,mobile,new_ui,0
907,desktop,new_ui,0
908,mobile,old_ui,0
909,desktop,old_ui,0
910,mobile,new_ui,1
911,mobile,old_ui,1
912,mobile,old_ui,0
913,desktop,old_ui,0
914,mobile,new_ui,0
915,desktop,old_ui,0
916,mobile,new_ui,0
917,mobile,new_ui,0
918,mobile,new_ui,0
919,mobile,new_ui,1
920,desktop,new_ui,0
921,mobile,new_ui,0
922,desktop,new_ui,0
923,mobile,old_ui,0
924,desktop,old_ui,0
925,mobile,new_ui,0
926,mobile,new_ui,0
927,mobile,old_ui,0
928,desktop,old_ui,1
929,desktop,old_ui,0
930,mobile,new_ui,0
931,desktop,old_ui,1
932,mobile,old_ui,1
933,mobile,new_ui,0
934,mobile,new_ui,0
935,desktop,old_ui,0
936,mobile,old_ui,0
937,desktop,new_ui,0
938,mobile,new_ui,0
939,desktop,old_ui,0
940,desktop,new_ui,0
941,mobile,new_ui,0
942,desktop,new_ui,0
943,mobile,new_ui,0
944,desktop,old_ui,0
945,mobile,new_ui,0
946,mobile,old_ui,0
947,mobile,old_ui,0
948,mobile,old_ui,0
949,mobile,old_ui,0
950,mobile,old_ui,0
951,desktop,old_ui,0
952,mobile,new_ui,0
953,desktop,new_ui,0
954,mobile,new_ui,0
955,mobile,old_ui,0
956,mobile,new_ui,1
957,desktop,old_ui,0
958,mobile,new_ui,0
959,desktop,old_ui,0
960,mobile,new_ui,0
961,mobile,new_ui,1
962,mobile,new_ui,0
963,mobile,new_ui,0
964,desktop,old_ui,0
965,mobile,new_ui,0
966,desktop,old_ui,0
967,mobile,new_ui,1
968,desktop,new_ui,0
969,desktop,old_ui,0
970,mobile,old_ui,0
971,mobile,new_ui,0
972,desktop,new_ui,0
973,desktop,old_ui,0
974,mobile,new_ui,1
975,mobile,new_ui,0
976,mobile,new_ui,0
977,desktop,new_ui,0
978,mobile,new_ui,0
979,mobile,new_ui,0
980,desktop,new_ui,0
981,mobile,old_ui,0
982,mobile,new_ui,0
983,desktop,old_ui,0
984,desktop,old_ui,1
985,mobile,new_ui,0
986,mobile,old_ui,0
987,mobile,new_ui,0
988,mobile,new_ui,0
989,desktop,old_ui,0
990,mobile,old_ui,0
991,mobile,old_ui,0
992,desktop,old_ui,0
993,desktop,new_ui,0
994,mobile,old_ui,0
995,mobile,new_ui,0
996,mobile,new_ui,0
997,desktop,new_ui,0
998,mobile,new_ui,0
999,desktop,old_ui,0
1000,mobile,old_ui,0
1001,mobile,new_ui,1
1002,desktop,old_ui,0
1003,mobile,new_ui,0
1004,desktop,new_ui,0
1005,mobile,new_ui,1
1006,mobile,new_ui,0
1007,mobile,new_ui,0
1008,mobile,new_ui,0
1009,desktop,old_ui,0
1010,desktop,new_ui,1
1011,mobile,new_ui,0
1012,mobile,new_ui,0
1013,desktop,old_ui,0
1014,desktop,old_ui,0
1015,mobile,new_ui,0
1016,desktop,old_ui,0
1017,desktop,old_ui,0
1018,desktop,old_ui,0
1019,desktop,new_ui,0
1020,mobile,new_ui,0
1021,mobile,new_ui,0
1022,desktop,old_ui,0
1023,desktop,old_ui,0
1024,desktop,old_ui,0
1025,desktop,old_ui,0
1026,mobile,old_ui,0
1027,mobile,new_ui,0
1028,desktop,new_ui,0
1029,mobile,new_ui,0
1030,mobile,new_ui,0
1031,mobile,new_ui,0
1032,mobile,new_ui,0
1033,mobile,old_ui,0
1034,mobile,new_ui,0
1035,desktop,new_ui,0
1036,desktop,old_ui,0
1037,mobile,new_ui,0
1038,mobile,new_ui,0
1039,mobile,new_ui,0
1040,desktop,old_ui,0
1041,desktop,old_ui,0
1042,desktop,old_ui,0
1043,desktop,old_ui,0
1044,mobile,new_ui,1
1045,mobile,new_ui,0
1046,desktop,old_ui,0
1047,mobile,new_ui,0
1048,mobile,new_ui,0
1049,mobile,old_ui,0
1050,desktop,old_ui,0
1051,mobile,new_ui,0
1052,desktop,old_ui,0
1053,mobile,new_ui,0
1054,mobile,new_ui,0
1055,mobile,old_ui,0
1056,mobile,new_ui,0
1057,desktop,old_ui,0
1058,desktop,old_ui,0
1059,mobile,new_ui,0
1060,mobile,new_ui,0
1061,desktop,old_ui,0
1062,desktop,new_ui,0
1063,mobile,new_ui,0
1064,desktop,new_ui,0
1065,mobile,old_ui,0
1066,mobile,new_ui,0
1067,mobile,old_ui,0
1068,mobile,old_ui,0
1069,mobile,new_ui,0
