snapshot_id,host_type,cpu_spike_pct,outbound_connections,off_hours_activity,new_process_count,confirmed_compromised,flagged_anomalous
100,normal,8.4,4,1,0,0,0
101,normal,8.8,5,0,0,0,0
102,normal,9.2,2,0,1,0,0
103,normal,17.3,7,0,0,0,0
104,normal,17.9,4,0,0,0,0
105,normal,3.3,8,1,0,0,0
106,normal,7.6,5,0,1,0,0
107,normal,9.1,9,0,1,0,0
108,backup_host,8.1,164,0,2,0,0
109,normal,14.0,4,0,0,0,0
110,normal,9.0,8,0,0,0,0
111,normal,0.0,4,0,0,0,0
112,normal,9.1,4,0,0,0,0
113,backup_host,11.3,182,0,1,0,0
114,normal,1.3,6,0,0,0,0
115,normal,12.0,6,0,0,0,0
116,normal,8.7,7,0,0,0,0
117,normal,7.3,6,1,0,0,0
118,normal,10.7,9,0,0,0,0
119,normal,4.4,4,0,0,0,0
120,batch_job_host,73.8,2,1,0,0,0
121,normal,3.1,2,0,0,0,0
122,normal,3.4,5,0,0,0,0
123,normal,0.0,9,0,2,0,0
124,normal,13.0,4,0,0,0,0
125,normal,14.0,5,0,0,0,0
126,normal,6.6,3,0,0,0,0
127,backup_host,17.6,202,0,0,0,0
128,normal,13.8,5,0,0,0,0
129,normal,13.2,7,0,0,0,0
130,normal,2.8,5,0,0,0,0
131,normal,11.3,6,0,0,0,0
132,backup_host,14.9,162,0,2,0,0
133,normal,10.6,5,0,1,0,0
134,normal,16.4,3,0,0,0,0
135,normal,7.3,10,0,0,0,0
136,normal,0.2,8,0,0,0,0
137,normal,9.5,4,0,0,0,0
138,normal,0.0,1,0,1,0,0
139,batch_job_host,81.0,11,1,2,0,0
140,normal,11.7,7,0,0,0,0
141,normal,0.0,6,0,0,0,0
142,normal,10.6,6,0,0,0,0
143,normal,3.0,3,0,0,0,0
144,normal,13.4,6,0,0,0,0
145,normal,5.0,5,0,0,0,0
146,normal,0.7,7,0,0,0,0
147,normal,7.8,6,0,0,0,0
148,backup_host,23.9,174,0,0,0,0
149,normal,8.8,11,0,0,0,0
150,normal,12.3,4,0,0,0,0
151,normal,72.8,10,1,0,1,0
152,batch_job_host,79.9,9,1,0,0,0
153,normal,13.4,4,0,0,0,0
154,normal,15.0,5,1,0,0,0
155,normal,10.6,6,0,1,0,0
156,normal,10.5,10,1,0,0,0
157,backup_host,19.7,182,0,2,0,0
158,normal,13.0,6,0,0,0,0
159,normal,9.1,3,0,1,0,0
160,normal,11.6,9,0,0,0,0
161,normal,4.6,5,0,0,0,0
162,normal,20.6,3,0,0,0,0
163,normal,0.5,3,0,0,0,0
164,normal,5.6,8,0,0,0,0
165,backup_host,17.2,170,0,2,0,0
166,backup_host,9.9,196,0,2,0,0
167,normal,15.1,6,0,0,0,0
168,normal,13.2,5,0,0,0,0
169,normal,4.1,4,0,1,0,0
170,normal,2.4,5,0,0,0,0
171,batch_job_host,67.0,9,0,3,0,0
172,normal,0.0,5,0,0,0,0
173,normal,13.0,6,0,0,0,0
174,normal,12.7,5,0,0,0,0
175,batch_job_host,71.3,10,1,1,0,0
176,normal,8.0,5,0,0,0,0
177,normal,23.6,3,0,0,0,0
178,normal,8.5,8,1,0,0,0
179,normal,4.9,6,0,1,0,0
180,normal,0.7,2,0,0,0,0
181,backup_host,14.4,168,0,0,0,0
182,normal,2.0,8,0,0,0,0
183,normal,0.0,6,0,0,0,0
184,normal,12.9,3,0,0,0,0
185,normal,6.8,9,0,0,0,0
186,normal,6.3,8,0,0,0,0
187,normal,6.6,7,0,0,0,0
188,normal,7.6,7,0,0,0,0
189,normal,5.3,4,0,0,0,0
190,normal,5.4,12,0,0,0,0
191,normal,15.1,6,0,0,0,0
192,normal,13.2,9,0,2,0,0
193,normal,7.1,3,0,0,0,0
194,normal,0.4,8,0,0,0,0
195,normal,5.2,6,0,0,0,0
196,normal,12.9,7,0,0,0,0
197,normal,71.2,4,1,2,1,0
198,normal,10.4,5,0,0,0,0
199,backup_host,26.6,186,0,2,0,0
200,batch_job_host,70.0,8,0,0,0,0
201,normal,16.4,7,0,0,0,0
202,normal,2.3,9,0,0,0,0
203,normal,21.8,13,0,0,0,0
204,normal,13.4,7,0,0,0,0
205,normal,0.0,4,0,0,0,0
206,normal,2.0,2,0,0,0,0
207,normal,12.3,9,0,0,0,0
208,backup_host,9.4,168,0,1,0,0
209,normal,6.6,3,0,0,0,0
210,batch_job_host,72.0,18,1,0,0,0
211,normal,0.0,2,0,0,0,0
212,normal,2.7,4,0,0,0,0
213,normal,2.7,4,0,1,0,0
214,normal,11.2,8,0,0,0,0
215,normal,7.8,3,0,0,0,0
216,normal,13.1,9,0,0,0,0
217,normal,16.1,6,0,0,0,0
218,normal,13.8,5,0,0,0,0
219,normal,15.7,4,0,0,0,0
220,normal,8.5,1,0,0,0,0
221,normal,9.8,6,0,0,0,0
222,normal,8.4,5,0,1,0,0
223,normal,16.3,7,0,0,0,0
224,normal,8.1,5,0,0,0,0
225,normal,10.8,14,0,0,0,0
226,normal,13.4,8,0,0,0,0
227,normal,5.6,5,0,1,0,0
228,normal,6.9,7,0,0,0,0
229,normal,15.3,2,0,1,0,0
230,backup_host,15.6,164,0,5,0,1
231,normal,2.9,3,0,0,0,0
232,normal,10.5,11,0,0,0,0
233,normal,3.4,7,0,0,0,0
234,normal,17.9,6,0,0,0,0
235,normal,3.7,2,0,1,0,0
236,normal,0.0,7,0,0,0,0
237,normal,8.4,4,0,0,0,0
238,normal,14.6,4,0,0,0,0
239,normal,17.2,6,0,0,0,0
240,normal,0.0,8,0,0,0,0
241,batch_job_host,68.4,9,0,4,0,0
242,normal,5.1,4,0,0,0,0
243,normal,11.8,4,0,0,0,0
244,normal,4.4,4,0,0,0,0
245,normal,15.4,7,0,0,0,0
246,batch_job_host,61.6,7,1,2,0,0
247,normal,9.0,2,0,0,0,0
248,normal,12.4,5,0,0,0,0
249,normal,14.6,5,0,1,0,0
250,normal,0.0,5,1,0,0,0
251,normal,15.9,4,0,1,0,0
252,normal,4.4,5,0,1,0,0
253,normal,15.2,2,0,0,0,0
254,normal,15.3,8,0,0,0,0
255,normal,5.1,1,0,0,0,0
256,backup_host,10.3,180,1,1,0,0
257,normal,10.4,4,0,0,0,0
258,normal,73.9,6,1,3,1,0
259,normal,10.0,9,0,0,0,0
260,normal,14.2,4,0,0,0,0
261,normal,15.7,9,0,0,0,0
262,batch_job_host,67.6,8,1,1,0,0
263,normal,15.2,7,0,1,0,0
264,normal,0.0,4,0,1,0,0
265,normal,6.0,4,0,0,0,0
266,normal,0.9,3,1,0,0,0
267,normal,1.5,6,0,0,0,0
268,normal,14.3,7,0,0,0,0
269,backup_host,12.4,184,0,0,0,0
270,normal,1.1,7,0,0,0,0
271,normal,3.9,3,0,0,0,0
272,normal,5.2,5,0,0,0,0
273,normal,2.9,4,0,0,0,0
274,normal,18.0,1,0,2,0,0
275,normal,14.3,7,0,0,0,0
276,batch_job_host,70.8,4,0,1,0,0
277,normal,0.0,2,0,1,0,0
278,normal,4.8,5,0,0,0,0
279,normal,4.2,6,0,0,0,0
280,normal,15.8,3,0,0,0,0
281,normal,14.1,5,0,0,0,0
282,normal,15.0,5,0,0,0,0
283,normal,17.3,6,0,0,0,0
284,normal,1.1,10,0,0,0,0
285,normal,10.5,6,0,1,0,0
286,normal,8.7,6,1,0,0,0
287,normal,9.7,4,0,0,0,0
288,batch_job_host,63.6,9,1,0,0,0
289,normal,7.7,2,0,0,0,0
290,normal,0.0,7,0,0,0,0
291,backup_host,10.1,163,0,1,0,0
292,normal,10.5,7,0,0,0,0
293,batch_job_host,67.1,11,1,3,0,0
294,normal,1.9,7,0,1,0,0
295,normal,10.9,6,0,0,0,0
296,normal,4.8,8,0,0,0,0
297,normal,12.5,9,0,1,0,0
298,normal,0.0,0,0,0,0,0
299,normal,10.5,2,0,0,0,0
300,normal,9.9,8,0,0,0,0
301,normal,15.3,12,0,1,0,0
302,normal,7.2,5,0,1,0,0
303,normal,7.0,6,0,0,0,0
304,normal,0.2,9,0,0,0,0
305,normal,1.0,8,0,0,0,0
306,normal,12.2,5,1,0,0,0
307,normal,3.9,4,0,0,0,0
308,normal,16.8,8,0,3,0,0
309,normal,5.8,8,0,1,0,0
310,normal,7.3,4,0,0,0,0
311,normal,7.8,7,0,1,0,0
312,backup_host,14.4,159,1,1,0,0
313,normal,12.2,5,0,0,0,0
314,normal,10.1,1,0,0,0,0
315,normal,2.6,10,0,1,0,0
316,batch_job_host,71.5,7,0,4,0,1
317,normal,0.4,4,0,0,0,0
318,normal,16.1,6,0,0,0,0
319,batch_job_host,67.4,4,1,1,0,0
320,batch_job_host,65.1,9,1,2,0,0
321,normal,10.2,6,0,0,0,0
322,normal,0.0,5,0,1,0,0
323,batch_job_host,70.6,8,1,2,0,0
324,normal,7.1,2,0,0,0,0
325,backup_host,16.1,189,0,0,0,0
326,backup_host,12.2,162,0,0,0,0
327,normal,1.5,7,0,0,0,0
328,backup_host,20.6,182,0,1,0,0
329,normal,5.9,7,0,0,0,0
330,normal,14.2,2,0,0,0,0
331,batch_job_host,62.1,5,1,1,0,0
332,normal,5.3,3,0,1,0,0
333,normal,13.1,9,0,0,0,0
334,backup_host,20.5,175,0,0,0,0
335,normal,7.6,7,0,0,0,0
336,normal,9.4,2,0,0,0,0
337,normal,16.8,8,1,0,0,0
338,normal,11.6,5,0,0,0,0
339,normal,8.4,7,0,0,0,0
340,normal,3.7,8,0,0,0,0
341,normal,12.5,4,0,0,0,0
342,normal,16.6,6,0,0,0,0
343,normal,4.6,6,0,0,0,0
344,normal,3.1,6,1,0,0,0
345,backup_host,18.0,169,0,2,0,0
346,normal,13.2,7,0,0,0,0
347,normal,7.4,7,0,1,0,0
348,normal,4.0,3,0,0,0,0
349,normal,12.9,5,0,0,0,0
350,normal,14.1,5,0,1,0,0
351,normal,0.0,4,1,0,0,0
352,normal,13.0,6,0,0,0,0
353,normal,2.0,5,0,0,0,0
354,normal,6.5,4,0,1,0,0
355,batch_job_host,70.6,11,1,0,0,0
356,normal,0.0,7,0,0,0,0
357,normal,7.3,4,0,0,0,0
358,normal,7.1,3,0,0,0,0
359,batch_job_host,59.3,14,1,2,1,0
360,normal,13.2,6,0,0,0,0
361,normal,15.7,7,0,0,0,0
362,normal,9.1,6,0,1,0,0
363,normal,7.0,6,0,0,0,0
364,normal,9.5,5,0,0,0,0
365,normal,2.5,4,0,1,0,0
366,normal,12.3,3,0,0,0,0
367,normal,7.9,5,1,0,0,0
368,normal,1.5,5,0,0,0,0
369,backup_host,22.5,166,0,1,0,0
370,normal,5.3,7,0,0,0,0
371,normal,20.1,178,0,2,1,0
372,normal,2.8,2,0,1,0,0
373,normal,0.0,7,0,0,0,0
374,backup_host,19.0,175,1,0,0,0
375,normal,11.6,5,0,0,0,0
376,normal,4.0,1,0,1,0,0
377,normal,2.2,7,0,0,0,0
378,normal,4.2,5,0,0,0,0
379,normal,8.0,8,0,1,0,0
380,normal,7.6,4,1,1,0,0
381,normal,6.3,7,0,0,0,0
382,normal,16.5,5,0,0,0,0
383,normal,8.5,4,0,0,0,0
384,normal,4.3,8,0,0,0,0
385,normal,17.0,6,0,0,0,0
386,normal,8.6,5,1,0,0,0
387,normal,3.5,7,0,0,0,0
388,normal,17.6,4,0,0,0,0
389,normal,10.1,4,0,0,0,0
390,backup_host,26.5,168,0,1,0,0
391,normal,18.9,1,0,0,0,0
392,normal,6.7,4,0,1,0,0
393,backup_host,16.3,168,0,2,0,0
394,normal,7.9,8,0,0,0,0
395,normal,4.5,9,0,1,0,0
396,normal,6.9,4,0,0,0,0
397,normal,7.8,5,0,0,0,0
398,normal,13.0,4,0,0,0,0
399,normal,16.4,12,0,0,0,0
400,normal,2.4,5,0,0,0,0
401,backup_host,16.0,161,0,0,0,0
402,normal,0.2,7,0,0,0,0
403,normal,0.0,9,0,1,0,0
404,normal,3.5,2,0,0,0,0
405,batch_job_host,61.9,13,1,2,0,0
406,batch_job_host,73.7,11,1,1,0,0
407,normal,5.0,5,0,0,0,0
408,normal,17.6,6,0,0,0,0
409,normal,13.6,4,0,0,0,0
410,normal,7.1,9,0,0,0,0
411,normal,10.1,3,0,0,0,0
412,normal,1.3,7,0,1,0,0
413,normal,3.4,3,0,0,0,0
414,normal,10.4,8,1,0,0,0
415,normal,6.5,6,0,0,0,0
416,batch_job_host,66.0,11,1,1,0,0
417,normal,0.0,3,0,0,0,0
418,batch_job_host,70.4,12,1,0,0,0
419,normal,4.0,7,1,0,0,0
420,batch_job_host,81.6,8,1,0,0,0
421,batch_job_host,75.1,9,1,1,0,0
422,normal,4.1,2,0,2,0,0
423,batch_job_host,59.1,16,1,3,0,0
424,normal,16.8,2,0,0,0,0
425,normal,11.2,3,0,0,0,0
426,normal,19.5,8,0,0,0,0
427,normal,1.0,5,0,0,0,0
428,normal,6.6,8,0,0,0,0
429,batch_job_host,75.8,11,1,0,0,0
430,normal,11.2,3,0,0,0,0
431,normal,0.0,7,0,0,0,0
432,normal,12.8,4,0,0,0,0
433,normal,0.0,3,0,0,0,0
434,normal,9.3,9,0,0,0,0
435,normal,4.6,7,0,0,0,0
436,normal,10.9,8,0,0,0,0
437,normal,21.5,155,1,6,1,1
438,backup_host,9.9,192,0,2,0,0
439,batch_job_host,75.8,7,0,1,0,0
440,normal,5.3,3,1,0,0,0
441,normal,13.2,7,0,1,0,0
442,normal,11.9,8,0,0,0,0
443,normal,12.8,4,0,0,0,0
444,normal,3.1,7,0,0,0,0
445,normal,15.2,7,0,0,0,0
446,normal,0.0,5,0,0,0,0
447,normal,10.7,7,0,0,0,0
448,normal,11.1,7,0,0,0,0
449,normal,8.9,3,0,0,0,0
450,normal,6.5,4,0,0,0,0
451,normal,6.0,3,0,0,0,0
452,normal,71.0,10,1,2,1,0
453,normal,3.8,3,1,1,0,0
454,normal,14.4,6,0,1,0,0
455,normal,3.8,3,0,1,0,0
456,normal,0.0,6,0,1,0,0
457,normal,19.1,6,1,1,0,0
458,normal,18.5,7,0,0,0,0
459,normal,8.2,6,0,0,0,0
460,normal,0.0,3,0,0,0,0
461,normal,1.4,2,0,0,0,0
462,normal,5.5,12,0,0,0,0
463,normal,14.0,9,0,0,0,0
464,normal,14.2,8,0,0,0,0
465,normal,0.7,6,0,0,0,0
466,normal,19.3,7,0,0,0,0
467,normal,4.1,6,0,0,0,0
468,batch_job_host,66.5,4,1,0,0,0
469,normal,5.1,10,0,0,0,0
470,normal,15.9,8,0,0,0,0
471,normal,7.2,4,0,0,0,0
472,batch_job_host,71.8,9,1,2,1,0
473,normal,0.0,7,0,0,0,0
474,normal,12.9,7,0,1,0,0
475,normal,1.4,0,0,0,0,0
476,normal,1.7,7,0,0,0,0
477,normal,7.4,12,0,0,0,0
478,normal,11.6,5,0,0,0,0
479,normal,8.5,3,0,0,0,0
480,normal,5.2,6,0,1,0,0
481,normal,5.6,7,1,0,0,0
482,normal,11.6,7,0,0,0,0
483,normal,12.5,6,0,0,0,0
484,normal,21.1,9,0,0,0,0
485,normal,4.3,5,0,1,0,0
486,normal,0.0,9,0,0,0,0
487,normal,4.2,1,0,0,0,0
488,normal,17.3,3,0,0,0,0
489,backup_host,14.8,170,0,0,0,0
490,normal,11.6,6,0,0,0,0
491,batch_job_host,59.5,4,1,0,0,0
492,normal,9.9,2,0,0,0,0
493,normal,14.9,6,0,0,0,0
494,normal,11.8,5,0,0,0,0
495,normal,0.0,5,0,0,0,0
496,normal,13.3,6,0,0,0,0
497,normal,8.0,7,0,0,0,0
498,normal,1.6,7,0,0,0,0
499,normal,23.4,7,0,0,0,0
500,normal,8.8,4,0,0,0,0
501,batch_job_host,75.8,6,0,2,0,0
502,normal,12.8,6,0,0,0,0
503,normal,10.5,4,0,0,0,0
504,batch_job_host,74.9,9,1,4,0,0
505,normal,9.7,8,0,0,0,0
506,normal,14.0,3,0,0,0,0
507,normal,5.8,10,0,0,0,0
508,normal,13.7,2,0,0,0,0
509,normal,0.0,5,0,0,0,0
510,normal,11.9,7,0,1,0,0
511,normal,11.2,6,0,0,0,0
512,normal,7.6,8,0,0,0,0
513,normal,10.9,7,1,0,0,0
514,normal,2.8,11,0,1,0,0
515,batch_job_host,65.8,10,0,2,0,0
516,normal,4.4,9,0,1,0,0
517,normal,0.0,7,0,1,0,0
518,normal,6.3,5,0,0,0,0
519,batch_job_host,84.1,9,1,2,0,0
520,backup_host,22.9,184,0,1,0,0
521,normal,16.5,10,0,0,0,0
522,normal,16.4,3,0,0,0,0
523,normal,3.1,5,0,0,0,0
524,normal,10.2,5,0,1,0,0
525,normal,7.8,8,0,0,0,0
526,normal,7.1,8,0,0,0,0
527,normal,8.7,7,0,0,0,0
528,normal,10.7,8,0,0,0,0
529,normal,3.0,6,0,0,0,0
530,normal,10.7,6,0,1,0,0
531,normal,1.8,7,1,0,0,0
532,normal,3.0,4,0,0,0,0
533,normal,5.2,2,1,0,0,0
534,normal,12.8,5,0,0,0,0
535,batch_job_host,71.5,8,1,2,0,0
536,normal,0.0,6,0,0,0,0
537,batch_job_host,70.8,10,1,0,0,0
538,normal,11.3,7,0,0,0,0
539,normal,0.0,6,0,0,0,0
540,batch_job_host,65.7,7,1,0,0,0
541,normal,9.4,3,0,0,0,0
542,normal,9.9,4,0,0,0,0
543,normal,2.7,4,1,0,0,0
544,batch_job_host,61.9,2,0,0,0,0
545,normal,10.1,9,0,1,0,0
546,normal,4.9,6,0,0,0,0
547,normal,0.0,5,0,0,0,0
548,normal,5.1,4,0,1,0,0
549,normal,12.0,4,0,1,0,0
550,normal,4.7,5,0,0,0,0
551,normal,10.0,4,0,1,0,0
552,normal,16.0,7,1,0,0,0
553,normal,5.2,10,0,0,0,0
554,normal,10.6,8,1,1,0,0
555,normal,6.6,5,0,0,0,0
556,batch_job_host,74.7,8,0,1,0,0
557,normal,16.0,7,0,0,0,0
558,normal,0.0,4,0,0,0,0
559,normal,4.1,2,0,0,0,0
560,normal,6.2,5,0,0,0,0
561,batch_job_host,81.4,10,1,0,0,0
562,normal,8.0,6,1,0,0,0
563,normal,0.0,6,0,0,0,0
564,batch_job_host,70.0,24,1,3,0,0
565,normal,10.3,2,0,1,0,0
566,batch_job_host,75.2,6,0,3,0,0
567,normal,13.1,5,0,1,0,0
568,batch_job_host,72.2,7,1,0,0,0
569,normal,15.1,2,0,1,0,0
570,normal,17.1,3,1,0,0,0
571,normal,0.0,4,0,0,0,0
572,normal,9.2,3,0,0,0,0
573,normal,5.4,6,0,0,0,0
574,normal,4.9,6,1,0,0,0
575,normal,5.4,16,0,0,0,0
576,normal,11.0,5,0,0,0,0
577,normal,5.5,8,0,0,0,0
578,normal,24.3,5,0,0,0,0
579,normal,12.1,8,0,0,0,0
580,normal,5.3,6,0,1,0,0
581,normal,0.0,5,0,1,0,0
582,normal,18.8,8,0,0,0,0
583,normal,6.6,7,0,0,0,0
584,normal,19.8,9,0,0,0,0
585,normal,16.0,7,0,0,0,0
586,normal,0.0,5,0,0,0,0
587,normal,0.5,6,0,1,0,0
588,normal,13.7,4,1,2,0,0
589,normal,3.7,4,1,0,0,0
590,normal,5.1,3,0,0,0,0
591,normal,11.2,5,0,0,0,0
592,normal,9.8,7,0,0,0,0
593,normal,9.4,3,0,0,0,0
594,batch_job_host,75.0,11,1,0,0,0
595,normal,16.6,5,0,0,0,0
596,normal,10.0,4,0,1,0,0
597,normal,12.1,10,0,0,0,0
598,normal,6.3,6,0,0,0,0
599,normal,21.1,1,0,0,0,0
600,normal,15.8,177,1,0,1,0
601,normal,4.1,6,0,1,0,0
602,normal,18.8,7,0,0,0,0
603,normal,6.1,2,0,0,0,0
604,batch_job_host,79.2,10,0,3,0,0
605,normal,14.4,177,0,3,1,0
606,normal,7.7,10,0,0,0,0
607,normal,24.7,8,0,0,0,0
608,batch_job_host,78.2,12,1,1,0,0
609,normal,0.0,6,1,0,0,0
610,normal,2.4,7,1,0,0,0
611,normal,11.3,9,0,0,0,0
612,batch_job_host,80.0,8,0,0,0,0
613,normal,8.0,6,0,0,0,0
614,normal,4.4,5,0,1,0,0
615,normal,16.7,9,0,0,0,0
616,normal,11.8,11,0,1,0,0
617,backup_host,17.3,145,1,0,0,0
618,backup_host,10.2,175,0,1,0,0
619,normal,4.5,7,1,0,0,0
620,normal,15.3,2,0,1,0,0
621,normal,12.7,8,0,0,0,0
622,normal,1.7,9,0,0,0,0
623,normal,13.7,4,0,1,0,0
624,normal,9.2,8,0,1,0,0
625,normal,2.0,9,0,0,0,0
626,normal,10.1,4,0,0,0,0
627,backup_host,78.0,172,1,6,1,1
628,normal,7.6,8,0,2,0,0
629,normal,6.6,4,0,1,0,0
630,normal,8.4,9,0,0,0,0
631,normal,16.9,4,0,0,0,0
632,normal,7.3,6,0,1,0,0
633,normal,5.5,5,0,0,0,0
634,normal,8.4,5,0,1,0,0
635,normal,8.0,3,0,0,0,0
636,normal,8.1,5,0,1,0,0
637,batch_job_host,73.4,7,0,1,0,0
638,normal,5.2,5,0,3,0,0
639,normal,15.6,5,0,1,0,0
640,backup_host,22.9,174,0,0,0,0
641,normal,11.1,2,0,0,0,0
642,normal,7.3,5,0,0,0,0
643,batch_job_host,76.2,10,0,0,0,0
644,normal,11.2,2,0,0,0,0
645,normal,13.3,5,0,0,0,0
646,normal,0.0,5,0,1,0,0
647,normal,8.4,4,0,0,0,0
648,normal,16.4,6,0,0,0,0
649,normal,7.7,6,0,0,0,0
650,normal,3.4,10,0,0,0,0
651,normal,3.0,2,0,0,0,0
652,normal,0.0,6,0,0,0,0
653,normal,4.5,5,0,0,0,0
654,normal,7.8,2,0,0,0,0
655,backup_host,16.2,194,0,2,0,0
656,normal,14.6,8,0,0,0,0
657,normal,4.4,4,0,0,0,0
658,normal,12.4,8,0,0,0,0
659,normal,8.2,7,0,0,0,0
660,normal,1.9,4,0,0,0,0
661,normal,12.4,5,0,0,0,0
662,normal,8.4,5,0,1,0,0
663,normal,10.0,4,0,0,0,0
664,normal,70.7,4,0,4,1,1
665,normal,13.2,5,0,0,0,0
666,normal,16.0,5,0,0,0,0
667,normal,5.7,6,0,0,0,0
668,normal,13.3,10,0,0,0,0
669,normal,6.5,4,0,0,0,0
670,backup_host,11.1,186,1,1,0,0
671,normal,6.9,4,0,0,0,0
672,normal,13.2,6,0,0,0,0
673,normal,12.4,3,0,1,0,0
674,normal,0.0,5,0,0,0,0
675,normal,3.9,6,0,0,0,0
676,normal,0.0,3,0,1,0,0
677,normal,0.0,7,0,0,0,0
678,backup_host,15.8,182,0,1,0,0
679,normal,8.2,7,0,1,0,0
680,normal,10.8,9,0,0,0,0
681,normal,0.0,7,0,0,0,0
682,normal,16.0,5,0,0,0,0
683,normal,16.9,9,0,1,0,0
684,normal,0.0,6,0,1,0,0
685,normal,7.7,5,0,0,0,0
686,normal,4.7,9,0,0,0,0
687,normal,16.3,4,0,0,0,0
688,normal,11.7,4,0,0,0,0
689,normal,10.0,4,0,0,0,0
690,normal,4.4,5,0,0,0,0
691,normal,0.0,4,0,1,0,0
692,normal,3.2,6,0,0,0,0
693,normal,16.1,6,0,0,0,0
694,normal,10.2,3,0,0,0,0
695,backup_host,21.8,178,0,1,0,0
696,normal,7.1,6,0,0,0,0
697,normal,6.4,7,0,0,0,0
698,normal,3.3,6,0,0,0,0
699,normal,5.7,7,0,0,0,0
700,batch_job_host,68.0,7,1,1,0,0
701,batch_job_host,62.7,7,1,1,0,0
702,normal,4.9,2,0,0,0,0
703,normal,5.3,8,0,0,0,0
704,normal,1.7,6,0,1,0,0
705,normal,0.2,5,0,0,0,0
706,normal,0.0,6,0,0,0,0
707,normal,5.5,7,0,0,0,0
708,normal,2.2,4,0,0,0,0
709,normal,10.1,5,1,0,0,0
710,normal,13.4,10,0,0,0,0
711,normal,7.1,7,0,0,0,0
712,normal,8.2,9,0,0,0,0
