user_id,user_segment,platform,period,sessions_7d
521,returning,ios,before,5
522,new,ios,before,1
523,returning,web,before,10
524,returning,ios,after,5
525,new,android,before,5
526,new,ios,before,5
527,new,ios,after,6
528,new,ios,before,3
529,returning,android,after,8
530,returning,ios,after,9
531,new,web,after,4
532,new,web,before,4
533,new,ios,before,1
534,new,web,before,1
535,returning,ios,after,6
536,new,ios,before,6
537,returning,ios,before,8
538,new,web,before,4
539,returning,android,after,4
540,returning,ios,before,13
541,returning,android,after,9
542,returning,android,before,11
543,new,android,before,5
544,returning,android,before,7
545,returning,web,after,9
546,new,android,before,2
547,new,ios,before,0
548,new,web,after,2
549,new,ios,after,2
550,new,android,after,3
551,new,android,after,3
552,new,ios,before,2
553,returning,ios,after,9
554,returning,android,before,7
555,returning,web,after,3
556,returning,web,after,4
557,returning,android,after,13
558,new,ios,after,4
559,new,ios,after,2
560,returning,android,after,7
561,returning,ios,after,11
562,new,android,before,1
563,new,ios,before,2
564,returning,ios,before,3
565,new,android,after,3
566,new,android,before,1
567,returning,android,before,11
568,returning,ios,before,9
569,returning,web,after,4
570,returning,android,after,5
571,new,android,after,3
572,returning,android,before,11
573,returning,ios,before,9
574,returning,android,before,7
575,new,android,before,0
576,returning,android,before,8
577,returning,android,after,11
578,returning,ios,after,7
579,new,web,after,4
580,returning,ios,before,9
581,returning,ios,before,6
582,returning,android,after,6
583,new,ios,before,1
584,returning,web,before,14
585,new,ios,before,1
586,returning,ios,after,9
587,returning,ios,after,4
588,new,ios,before,4
589,returning,ios,after,6
590,returning,ios,after,6
591,returning,ios,after,9
592,new,ios,after,1
593,new,ios,before,1
594,new,ios,after,3
595,new,ios,before,2
596,returning,ios,after,9
597,new,ios,after,4
598,returning,ios,after,4
599,new,ios,after,6
600,new,ios,after,3
601,returning,web,after,9
602,new,ios,after,2
603,returning,ios,after,10
604,returning,android,before,10
605,returning,android,after,9
606,new,ios,after,0
607,new,android,before,5
608,new,android,after,3
609,returning,web,after,14
610,new,web,after,2
611,returning,android,after,10
612,returning,android,before,6
613,returning,ios,after,8
614,returning,web,before,7
615,returning,android,after,4
616,returning,ios,after,8
617,new,ios,before,6
618,returning,android,before,7
619,new,android,before,1
620,returning,web,before,2
621,returning,ios,before,8
622,new,web,before,1
623,returning,ios,before,7
624,new,android,before,2
625,returning,ios,after,5
626,new,ios,before,3
627,returning,ios,before,6
628,new,ios,before,2
629,new,ios,after,4
630,new,web,before,3
631,returning,ios,after,6
632,new,android,before,3
633,new,android,before,0
634,returning,ios,before,5
635,new,web,before,3
636,returning,android,after,11
637,new,android,before,2
638,new,web,before,2
639,returning,android,after,5
640,new,web,after,4
641,new,ios,after,5
642,returning,ios,after,5
643,new,android,after,1
644,returning,ios,before,6
645,returning,android,after,7
646,new,ios,before,2
647,new,ios,before,7
648,returning,web,after,10
649,returning,ios,after,10
650,returning,ios,after,5
651,new,android,before,1
652,new,android,after,2
653,new,web,before,3
654,returning,ios,after,8
655,returning,web,after,6
656,new,android,after,3
657,returning,web,after,6
658,returning,ios,after,3
659,returning,ios,before,5
660,new,android,before,4
661,new,android,before,3
662,new,ios,after,1
663,returning,android,before,11
664,new,android,before,2
665,returning,ios,after,4
666,new,android,after,3
667,returning,ios,after,8
668,returning,web,after,5
669,returning,android,after,2
670,new,android,before,2
671,returning,web,after,6
672,new,android,after,0
673,returning,ios,after,6
674,new,android,before,4
675,new,web,after,3
676,returning,ios,after,5
677,new,android,after,2
678,new,ios,before,4
679,new,web,after,2
680,new,android,after,5
681,new,web,after,3
682,returning,android,before,7
683,new,ios,after,2
684,new,android,after,0
685,returning,web,before,13
686,returning,ios,after,9
687,returning,ios,before,6
688,returning,android,after,6
689,returning,android,before,10
690,new,ios,after,2
691,returning,ios,after,8
692,returning,ios,after,10
693,returning,android,after,6
694,new,android,after,1
695,new,android,before,2
696,new,web,before,6
697,returning,ios,after,11
698,returning,android,after,10
699,returning,ios,before,5
700,returning,ios,before,5
701,new,android,after,3
702,returning,android,after,7
703,returning,web,before,5
704,new,ios,before,3
705,returning,ios,before,15
706,returning,ios,after,6
707,returning,android,before,10
708,returning,ios,after,11
709,returning,web,before,9
710,returning,android,before,4
711,new,android,after,3
712,returning,android,after,6
713,returning,ios,after,7
714,new,android,after,3
715,new,android,after,3
716,new,web,after,5
717,new,android,after,1
718,new,ios,before,3
719,new,ios,before,4
720,new,ios,after,2
721,new,web,before,6
722,new,android,after,2
723,returning,web,after,10
724,new,web,before,1
725,returning,ios,after,4
726,returning,android,before,13
727,returning,android,after,8
728,new,ios,before,4
729,new,android,before,3
730,returning,android,after,7
731,returning,web,after,4
732,new,ios,before,4
733,returning,web,after,7
734,returning,web,after,6
735,returning,web,before,12
736,returning,ios,after,4
737,new,ios,after,3
738,new,android,before,8
739,returning,ios,after,3
740,returning,ios,after,9
741,returning,android,after,4
742,returning,ios,after,9
743,returning,ios,after,7
744,new,web,before,5
745,returning,ios,after,5
746,returning,web,before,4
747,returning,ios,after,6
748,new,ios,before,2
749,new,ios,before,1
750,new,ios,before,3
751,returning,ios,after,10
752,new,web,before,2
753,returning,web,before,13
754,returning,ios,after,6
755,new,ios,after,3
756,returning,android,before,7
757,returning,android,after,7
758,new,ios,before,2
759,returning,ios,before,5
760,new,ios,after,4
761,returning,android,before,6
762,new,ios,after,2
763,new,android,after,3
764,returning,ios,after,12
765,new,ios,before,2
766,new,android,after,2
767,new,ios,after,2
768,new,web,before,1
769,new,android,before,4
770,returning,web,before,13
771,new,android,after,3
772,returning,ios,after,5
773,new,ios,before,2
774,returning,android,after,15
775,returning,android,after,8
776,returning,ios,after,10
777,new,ios,before,2
778,returning,ios,before,8
779,returning,ios,before,7
780,new,ios,after,1
781,returning,android,after,8
782,new,web,after,1
783,returning,ios,before,6
784,returning,ios,before,11
785,new,ios,before,4
786,returning,ios,after,3
787,returning,android,before,5
788,returning,ios,after,10
789,returning,web,after,9
790,new,web,before,4
791,new,android,before,2
792,returning,web,before,8
793,new,android,after,0
794,new,web,after,4
795,new,ios,before,2
796,new,web,before,2
797,returning,ios,after,4
798,returning,ios,before,9
799,new,web,before,1
800,new,ios,before,4
801,new,ios,before,3
802,returning,ios,before,11
803,returning,ios,after,5
804,returning,ios,after,9
805,returning,ios,after,10
806,returning,android,after,11
807,new,web,after,3
808,returning,ios,before,5
809,new,web,before,4
810,returning,android,after,4
811,new,android,before,8
812,new,android,after,2
813,returning,web,after,10
814,returning,ios,before,10
815,returning,android,after,5
816,returning,web,after,6
817,new,android,before,2
818,new,ios,before,5
819,returning,android,after,10
820,new,android,after,3
821,new,ios,before,4
822,returning,android,after,7
823,new,web,before,4
824,returning,android,after,10
825,returning,ios,after,4
826,new,android,before,2
827,returning,android,after,7
828,returning,ios,after,8
829,new,android,after,5
830,returning,ios,before,3
831,returning,web,before,6
832,new,android,before,2
833,returning,web,before,10
834,new,android,before,1
835,returning,ios,after,8
836,returning,android,after,8
837,new,ios,after,3
838,new,android,before,3
839,returning,ios,before,8
840,returning,android,after,4
841,new,android,before,2
842,new,ios,after,1
843,new,ios,after,2
844,returning,ios,before,4
845,new,ios,before,0
846,new,ios,before,4
847,new,web,before,3
848,new,web,before,1
849,new,web,after,5
850,returning,ios,after,6
851,returning,ios,after,5
852,new,android,after,3
853,new,android,after,0
854,returning,android,before,9
855,returning,android,before,5
856,new,android,after,0
857,new,android,before,3
858,new,web,before,2
859,new,ios,after,1
860,returning,web,after,9
861,new,android,after,5
862,new,ios,after,2
863,returning,web,before,7
864,new,web,after,2
865,returning,android,after,9
866,returning,ios,after,6
867,returning,ios,after,8
868,returning,android,after,9
869,returning,ios,before,8
870,new,ios,before,4
871,new,ios,before,4
872,new,ios,before,3
873,new,android,before,3
874,new,android,before,0
875,returning,ios,after,8
876,returning,android,after,8
877,returning,ios,after,7
878,returning,ios,after,8
879,new,android,after,1
880,returning,android,after,7
881,new,ios,before,3
882,returning,android,after,8
883,new,ios,before,6
884,new,android,before,0
885,returning,ios,after,11
886,new,android,after,3
887,new,android,before,2
888,returning,ios,before,7
889,new,android,before,3
890,new,android,before,2
891,new,ios,before,5
892,returning,android,after,8
893,returning,android,after,9
894,new,ios,after,1
895,new,web,after,4
896,new,ios,after,0
897,returning,android,after,6
898,new,web,before,3
899,returning,web,before,11
900,returning,android,after,13
901,new,android,before,5
902,new,ios,before,7
903,returning,ios,before,11
904,returning,web,after,6
905,returning,ios,before,10
906,returning,web,after,7
907,returning,ios,before,6
908,new,ios,before,3
909,new,ios,before,4
910,returning,android,before,9
911,returning,ios,after,10
912,new,ios,before,0
913,returning,web,before,11
914,returning,android,after,8
915,new,android,after,3
916,returning,ios,before,7
917,new,ios,after,1
918,returning,android,after,7
919,new,ios,before,3
920,new,ios,after,1
921,new,web,after,3
922,returning,ios,after,9
923,new,web,before,0
924,new,ios,before,1
925,new,ios,before,2
926,returning,ios,after,5
927,new,web,after,1
928,returning,android,before,5
929,returning,android,before,8
930,returning,ios,after,5
931,returning,web,after,9
932,returning,android,after,14
933,new,android,before,1
934,returning,android,after,3
935,returning,android,before,10
936,new,android,after,8
937,new,ios,before,3
938,returning,web,before,8
939,new,ios,before,2
940,new,web,after,2
941,new,ios,after,1
942,returning,ios,before,13
943,returning,ios,after,11
944,returning,android,before,7
945,new,ios,before,2
946,new,web,before,1
947,returning,android,after,9
948,returning,ios,before,10
949,returning,android,after,6
950,new,android,before,4
951,returning,web,before,8
952,returning,ios,before,8
953,returning,web,after,10
954,returning,ios,before,7
955,new,android,after,2
956,new,android,after,2
957,new,ios,before,1
958,new,ios,after,6
959,returning,android,after,11
960,new,ios,before,0
961,returning,ios,before,11
962,new,ios,before,1
963,returning,android,after,3
964,new,ios,before,3
965,returning,android,after,9
966,new,web,after,5
967,returning,android,after,5
968,new,android,before,2
969,new,android,after,1
970,returning,ios,before,7
971,new,ios,before,4
972,new,ios,before,5
973,new,ios,before,1
974,returning,ios,before,8
975,new,android,before,3
976,returning,ios,before,8
977,returning,ios,before,10
978,returning,web,after,7
979,returning,ios,before,9
980,new,android,after,3
981,returning,ios,after,10
982,new,android,after,2
983,new,ios,after,2
984,returning,ios,after,5
985,new,web,after,1
986,returning,android,after,9
987,new,ios,after,3
988,returning,ios,before,9
989,new,android,before,5
990,returning,ios,after,10
991,returning,android,before,11
992,new,android,after,2
993,new,android,before,2
994,returning,web,before,12
995,returning,ios,after,4
996,returning,web,after,5
997,returning,android,after,10
998,new,android,before,3
999,new,android,after,4
1000,returning,android,after,7
1001,new,ios,after,2
1002,returning,web,after,9
1003,returning,web,after,5
1004,returning,ios,after,10
1005,returning,android,before,9
1006,returning,android,after,5
1007,new,web,after,2
1008,new,android,after,3
1009,returning,ios,after,6
1010,returning,android,after,11
1011,returning,ios,before,4
1012,new,android,after,3
1013,new,android,before,1
1014,returning,android,before,9
1015,returning,ios,after,7
1016,returning,android,after,10
1017,new,android,before,2
1018,new,ios,before,2
1019,new,ios,before,1
1020,new,ios,before,5
1021,new,web,before,2
1022,returning,android,before,9
1023,returning,android,after,9
1024,returning,android,after,16
1025,new,web,after,6
1026,new,android,before,1
1027,new,ios,before,6
1028,returning,ios,before,6
1029,new,ios,after,0
1030,returning,web,before,6
1031,new,android,before,0
1032,returning,android,before,9
1033,returning,android,after,9
1034,new,web,before,3
1035,new,web,before,5
1036,new,android,after,1
1037,new,ios,after,1
1038,new,ios,before,4
1039,returning,android,before,10
1040,new,android,after,2
1041,returning,android,after,6
1042,returning,ios,after,6
1043,new,android,before,2
1044,new,ios,before,2
1045,new,ios,after,0
1046,returning,web,before,10
1047,new,android,before,3
1048,new,ios,after,0
1049,returning,ios,after,10
1050,new,android,before,4
1051,new,ios,after,2
1052,returning,ios,before,10
1053,returning,android,after,5
1054,returning,android,after,7
1055,returning,ios,before,12
1056,returning,android,after,5
1057,new,android,before,4
1058,returning,ios,after,4
1059,new,ios,before,4
1060,returning,ios,before,5
1061,returning,ios,after,6
1062,new,web,after,2
1063,new,android,before,4
1064,returning,web,after,8
1065,returning,ios,after,8
1066,new,android,before,5
1067,returning,android,after,7
1068,returning,android,after,8
1069,new,web,before,8
1070,new,android,before,1
1071,new,android,after,3
1072,returning,web,before,9
1073,returning,web,after,11
1074,new,web,after,3
1075,new,ios,before,4
1076,new,ios,before,5
1077,new,ios,after,2
1078,new,android,before,5
1079,new,ios,before,7
1080,returning,ios,after,5
1081,returning,android,after,8
1082,returning,ios,after,12
1083,new,android,after,3
1084,new,ios,after,4
1085,new,web,before,3
1086,returning,ios,after,6
1087,returning,android,after,5
1088,returning,android,after,7
1089,returning,ios,after,7
1090,returning,ios,before,8
1091,returning,web,after,17
1092,returning,android,before,11
1093,returning,ios,after,9
1094,new,android,before,3
1095,new,ios,before,4
1096,new,android,before,3
1097,new,android,after,2
1098,returning,android,after,5
1099,new,ios,before,1
1100,new,ios,before,5
1101,new,ios,before,4
1102,returning,ios,before,8
1103,returning,android,after,7
1104,returning,android,before,4
1105,new,ios,before,2
1106,returning,ios,before,10
1107,new,android,before,6
1108,returning,android,after,5
1109,returning,web,after,8
1110,new,ios,before,3
1111,returning,ios,after,14
1112,returning,ios,before,7
1113,new,android,before,3
1114,new,android,before,0
1115,returning,ios,before,8
1116,new,ios,before,2
1117,returning,android,after,11
1118,returning,ios,after,5
1119,returning,android,after,4
1120,returning,ios,before,13
1121,new,ios,before,1
1122,returning,ios,before,5
1123,new,web,before,4
1124,new,ios,before,3
1125,returning,ios,after,5
1126,new,web,after,1
1127,new,ios,after,3
1128,returning,ios,after,8
1129,returning,ios,after,7
1130,returning,android,after,5
1131,new,ios,before,4
1132,new,web,after,1
1133,returning,android,after,16
1134,returning,android,after,10
1135,new,ios,after,2
1136,returning,android,before,5
1137,new,web,after,1
1138,new,web,before,3
1139,returning,ios,after,11
1140,new,android,after,1
1141,returning,android,after,11
1142,returning,web,before,8
1143,returning,ios,after,4
1144,returning,android,after,1
1145,new,android,before,7
1146,new,web,before,6
1147,new,android,after,1
1148,returning,web,after,6
1149,returning,ios,after,10
1150,returning,ios,after,6
1151,new,ios,before,3
1152,returning,web,after,12
1153,new,ios,before,3
1154,returning,android,after,9
1155,returning,web,before,10
1156,returning,web,after,11
1157,new,android,before,2
1158,returning,android,after,5
1159,returning,ios,before,3
1160,new,android,before,1
1161,returning,android,after,7
1162,new,android,before,2
1163,new,ios,after,2
1164,new,ios,after,2
1165,returning,android,after,4
1166,new,android,before,4
1167,returning,web,before,19
1168,returning,android,before,10
1169,new,web,after,3
1170,returning,android,after,10
1171,returning,android,after,6
1172,returning,android,after,3
1173,new,ios,before,1
1174,returning,ios,before,12
1175,new,web,before,4
1176,new,ios,before,2
1177,returning,android,before,10
1178,new,ios,before,4
1179,returning,android,before,9
1180,returning,ios,before,9
1181,new,android,after,3
1182,returning,android,after,5
1183,new,ios,after,2
1184,returning,android,before,15
1185,returning,web,before,7
1186,new,android,before,2
1187,returning,web,before,6
1188,returning,android,after,7
1189,returning,android,after,8
1190,new,android,before,4
1191,new,web,before,0
1192,new,android,before,2
1193,new,ios,before,2
1194,returning,web,after,9
1195,returning,web,after,12
1196,returning,android,after,8
1197,new,ios,after,3
1198,new,android,after,2
1199,returning,android,after,7
1200,returning,ios,after,5
1201,new,android,after,2
1202,returning,android,before,4
1203,new,ios,after,4
1204,new,android,after,0
1205,returning,ios,after,11
1206,new,android,after,3
1207,returning,ios,after,5
1208,new,web,after,5
1209,returning,ios,before,5
1210,returning,web,after,7
1211,new,android,after,2
1212,returning,ios,after,7
1213,new,web,before,2
1214,new,android,after,4
1215,new,android,before,2
1216,returning,web,before,3
1217,returning,web,after,4
1218,returning,android,after,4
1219,new,web,after,5
1220,new,ios,before,1
1221,returning,ios,after,12
1222,new,ios,after,4
1223,returning,ios,after,11
1224,returning,android,after,5
1225,returning,ios,before,4
1226,new,android,after,0
1227,returning,ios,before,7
1228,returning,ios,after,5
1229,new,android,before,4
1230,new,ios,before,2
1231,new,android,after,1
1232,returning,android,after,8
1233,returning,android,after,7
1234,returning,web,after,6
1235,new,web,after,1
1236,new,ios,before,3
1237,new,android,before,5
1238,new,ios,before,6
1239,new,ios,before,7
1240,new,android,before,7
1241,returning,android,after,8
1242,new,web,after,2
1243,returning,android,after,6
1244,new,android,before,6
1245,new,android,after,1
1246,new,ios,after,3
1247,new,ios,after,1
1248,new,android,before,5
1249,returning,android,before,11
1250,returning,ios,after,5
1251,new,ios,before,2
