order_id,category,customer_type,items_in_cart,used_code,discount_pct,order_value
214,big_ticket,repeat,6,0,0.0,554.5
215,big_ticket,repeat,5,0,0.0,370.54
216,big_ticket,new,5,1,0.184,650.25
217,everyday,new,4,1,0.131,46.41
218,everyday,new,2,0,0.0,75.14
219,big_ticket,repeat,8,1,0.189,269.09
220,everyday,repeat,3,0,0.0,26.43
221,everyday,repeat,2,0,0.0,49.34
222,everyday,repeat,3,0,0.0,61.78
223,everyday,repeat,3,0,0.0,16.37
224,big_ticket,repeat,2,0,0.0,237.61
225,everyday,new,3,0,0.0,57.36
226,big_ticket,new,8,1,0.167,1152.11
227,everyday,new,4,0,0.0,70.13
228,everyday,repeat,1,0,0.0,12.35
229,everyday,repeat,5,0,0.0,98.12
230,everyday,repeat,3,1,0.192,66.61
231,everyday,repeat,4,1,0.125,23.79
232,everyday,repeat,3,0,0.0,27.31
233,big_ticket,new,6,1,0.11,637.99
234,everyday,new,3,1,0.153,56.89
235,big_ticket,repeat,9,1,0.102,2068.07
236,big_ticket,repeat,4,0,0.0,268.03
237,everyday,repeat,2,0,0.0,54.6
238,big_ticket,new,5,1,0.109,969.29
239,everyday,repeat,4,0,0.0,34.36
240,everyday,repeat,1,0,0.0,29.95
241,big_ticket,repeat,4,1,0.177,461.09
242,big_ticket,new,4,0,0.0,684.31
243,everyday,repeat,3,1,0.119,126.06
244,everyday,repeat,3,0,0.0,56.83
245,everyday,repeat,2,0,0.0,33.99
246,big_ticket,repeat,3,1,0.138,641.99
247,everyday,repeat,1,1,0.181,21.27
248,everyday,repeat,2,0,0.0,48.16
249,everyday,repeat,3,1,0.119,17.0
250,everyday,new,2,0,0.0,39.36
251,everyday,new,1,0,0.0,12.81
252,big_ticket,new,6,1,0.164,619.83
253,everyday,repeat,6,1,0.171,88.49
254,everyday,new,2,1,0.137,23.45
255,everyday,new,2,0,0.0,47.07
256,big_ticket,repeat,4,1,0.162,823.72
257,big_ticket,repeat,7,1,0.197,254.49
258,everyday,new,3,0,0.0,45.69
259,everyday,new,2,1,0.106,64.56
260,everyday,repeat,5,1,0.177,63.65
261,everyday,new,4,1,0.142,57.99
262,big_ticket,repeat,7,1,0.121,1263.84
263,everyday,repeat,4,0,0.0,230.94
264,everyday,new,5,1,0.188,132.73
265,big_ticket,repeat,3,0,0.0,273.42
266,everyday,new,4,1,0.174,59.79
267,everyday,repeat,2,1,0.132,22.37
268,everyday,new,3,1,0.168,126.24
269,everyday,new,6,1,0.135,46.11
270,everyday,new,2,0,0.0,20.13
271,everyday,repeat,4,0,0.0,102.35
272,everyday,new,2,1,0.175,77.67
273,everyday,new,2,0,0.0,32.56
274,everyday,new,3,0,0.0,42.92
275,everyday,repeat,4,0,0.0,66.92
276,everyday,new,4,1,0.168,68.92
277,everyday,repeat,4,1,0.105,189.72
278,everyday,repeat,2,0,0.0,40.9
279,big_ticket,repeat,7,0,0.0,970.82
280,big_ticket,repeat,1,0,0.0,145.33
281,everyday,new,1,0,0.0,26.26
282,everyday,repeat,3,0,0.0,30.72
283,everyday,repeat,1,0,0.0,18.68
284,everyday,new,2,0,0.0,33.28
285,everyday,repeat,4,0,0.0,37.0
286,everyday,new,3,1,0.106,40.3
287,everyday,repeat,1,0,0.0,12.92
288,everyday,repeat,4,1,0.124,51.79
289,everyday,repeat,2,0,0.0,83.82
290,everyday,new,2,0,0.0,33.21
291,big_ticket,repeat,5,1,0.171,339.4
292,everyday,repeat,3,1,0.131,69.19
293,big_ticket,new,5,1,0.184,409.12
294,everyday,repeat,2,0,0.0,26.33
295,big_ticket,repeat,4,1,0.153,544.19
296,big_ticket,repeat,8,1,0.106,967.13
297,big_ticket,repeat,2,1,0.15,295.19
298,big_ticket,new,7,1,0.128,1615.13
299,big_ticket,new,5,0,0.0,771.54
300,everyday,new,5,1,0.162,55.29
301,big_ticket,new,7,1,0.148,541.12
302,everyday,repeat,3,1,0.165,27.66
303,everyday,repeat,2,1,0.131,49.49
304,everyday,new,5,1,0.11,189.09
305,big_ticket,repeat,5,1,0.136,574.24
306,everyday,new,5,1,0.16,199.66
307,everyday,new,6,1,0.115,136.31
308,everyday,repeat,4,0,0.0,44.58
309,everyday,repeat,2,1,0.178,37.75
310,everyday,new,3,1,0.193,107.54
311,everyday,repeat,1,0,0.0,30.55
312,everyday,repeat,3,1,0.154,91.17
313,everyday,new,1,0,0.0,13.65
314,everyday,repeat,2,0,0.0,20.58
315,everyday,repeat,1,0,0.0,16.43
316,everyday,new,5,0,0.0,87.32
317,everyday,repeat,5,0,0.0,73.85
318,everyday,repeat,2,0,0.0,24.24
319,everyday,repeat,4,1,0.142,40.11
320,big_ticket,repeat,4,0,0.0,389.75
321,big_ticket,repeat,4,1,0.144,473.18
322,everyday,new,4,0,0.0,98.39
323,everyday,new,3,0,0.0,42.47
324,everyday,new,1,0,0.0,15.67
325,big_ticket,new,2,0,0.0,364.57
326,everyday,new,4,0,0.0,80.38
327,big_ticket,repeat,4,1,0.17,290.19
328,everyday,new,5,1,0.11,48.47
329,everyday,new,5,1,0.125,74.06
330,everyday,repeat,3,0,0.0,32.05
331,big_ticket,new,2,1,0.166,120.46
332,everyday,repeat,3,0,0.0,71.94
333,everyday,repeat,2,0,0.0,18.52
334,big_ticket,new,7,1,0.136,405.57
335,everyday,new,2,0,0.0,103.14
336,everyday,repeat,5,1,0.111,51.91
337,everyday,new,3,0,0.0,62.28
338,big_ticket,repeat,7,1,0.148,996.81
339,everyday,repeat,4,0,0.0,74.5
340,big_ticket,repeat,8,1,0.195,572.41
341,everyday,new,1,0,0.0,20.17
342,big_ticket,repeat,4,1,0.153,335.29
343,big_ticket,new,12,1,0.142,1025.85
344,everyday,repeat,2,0,0.0,11.84
345,big_ticket,repeat,8,1,0.135,867.88
346,big_ticket,new,5,0,0.0,256.14
347,big_ticket,new,8,1,0.187,618.6
348,everyday,new,1,1,0.182,15.61
349,everyday,repeat,1,0,0.0,30.94
350,everyday,new,4,0,0.0,67.93
351,everyday,repeat,1,0,0.0,17.6
352,everyday,repeat,2,0,0.0,13.83
353,everyday,repeat,7,0,0.0,154.21
354,everyday,repeat,1,0,0.0,35.11
355,everyday,new,3,0,0.0,30.06
356,everyday,new,3,1,0.194,39.96
357,big_ticket,repeat,7,1,0.141,811.53
358,big_ticket,new,10,1,0.135,612.93
359,everyday,repeat,5,1,0.144,76.56
360,everyday,repeat,1,1,0.112,24.91
361,big_ticket,new,3,0,0.0,264.1
362,everyday,repeat,3,0,0.0,47.0
363,everyday,new,3,0,0.0,47.83
364,everyday,repeat,3,0,0.0,53.69
365,everyday,repeat,4,1,0.118,67.2
366,everyday,repeat,1,0,0.0,20.34
367,big_ticket,repeat,8,1,0.13,758.27
368,everyday,new,4,1,0.127,108.17
369,everyday,repeat,1,0,0.0,39.57
370,big_ticket,new,4,0,0.0,341.4
371,big_ticket,repeat,6,1,0.184,825.66
372,everyday,new,1,1,0.11,28.92
373,everyday,new,5,0,0.0,49.59
374,everyday,new,4,0,0.0,147.86
375,everyday,new,3,0,0.0,38.23
376,everyday,new,3,0,0.0,45.89
377,big_ticket,new,12,1,0.182,1563.56
378,everyday,repeat,7,0,0.0,115.82
379,everyday,repeat,3,1,0.119,114.15
380,big_ticket,new,5,1,0.142,261.86
381,everyday,repeat,3,1,0.163,132.59
382,big_ticket,new,5,1,0.147,627.72
383,big_ticket,repeat,5,0,0.0,616.28
384,everyday,new,2,0,0.0,19.83
385,everyday,repeat,2,0,0.0,35.7
386,big_ticket,new,7,1,0.168,1193.81
387,big_ticket,new,2,1,0.106,229.01
388,big_ticket,repeat,3,0,0.0,143.61
389,everyday,repeat,3,1,0.119,29.61
390,big_ticket,repeat,7,0,0.0,616.66
391,everyday,new,4,0,0.0,95.4
392,everyday,repeat,4,1,0.161,84.23
393,everyday,repeat,3,0,0.0,51.22
394,everyday,new,2,0,0.0,37.13
395,everyday,new,1,1,0.105,23.06
396,everyday,new,3,0,0.0,36.5
397,big_ticket,new,2,0,0.0,105.63
398,everyday,new,1,0,0.0,16.41
399,everyday,new,2,0,0.0,35.25
400,everyday,repeat,1,0,0.0,29.34
401,everyday,repeat,3,0,0.0,56.96
402,big_ticket,repeat,4,1,0.195,362.35
403,big_ticket,repeat,2,1,0.114,392.54
404,everyday,new,7,0,0.0,109.91
405,big_ticket,repeat,7,1,0.127,479.96
406,big_ticket,repeat,5,1,0.147,422.5
407,everyday,repeat,4,0,0.0,54.56
408,big_ticket,new,5,1,0.121,236.26
409,everyday,repeat,1,0,0.0,12.81
410,big_ticket,repeat,5,1,0.136,573.67
411,everyday,repeat,1,0,0.0,19.54
412,everyday,repeat,1,0,0.0,7.15
413,everyday,repeat,3,0,0.0,21.84
414,big_ticket,repeat,7,1,0.187,552.31
415,everyday,repeat,2,1,0.191,40.48
416,everyday,repeat,4,0,0.0,42.55
417,everyday,repeat,2,0,0.0,34.52
418,big_ticket,new,4,1,0.151,806.13
419,everyday,repeat,4,1,0.145,84.09
420,big_ticket,new,4,0,0.0,195.82
421,everyday,new,3,1,0.147,54.08
422,everyday,new,1,0,0.0,33.53
423,everyday,repeat,2,0,0.0,44.94
424,everyday,new,3,0,0.0,40.55
425,everyday,new,2,0,0.0,20.35
426,big_ticket,new,8,1,0.197,410.07
427,everyday,repeat,2,0,0.0,17.18
428,big_ticket,repeat,3,0,0.0,526.91
429,everyday,repeat,3,0,0.0,45.86
430,big_ticket,new,6,1,0.165,786.42
431,big_ticket,new,8,1,0.199,890.24
432,big_ticket,repeat,13,1,0.133,1717.42
433,everyday,new,4,1,0.124,40.87
434,big_ticket,repeat,5,1,0.177,888.46
435,everyday,repeat,3,1,0.107,106.25
436,everyday,repeat,2,0,0.0,21.72
437,everyday,new,6,0,0.0,106.03
438,everyday,new,2,1,0.16,121.29
439,big_ticket,repeat,6,0,0.0,1778.87
440,everyday,new,4,0,0.0,31.8
441,big_ticket,repeat,8,1,0.161,1098.05
442,everyday,repeat,2,0,0.0,19.3
443,big_ticket,new,11,1,0.15,744.05
444,everyday,new,1,1,0.166,25.67
445,everyday,repeat,2,0,0.0,19.71
446,big_ticket,new,8,1,0.113,550.48
447,big_ticket,repeat,4,0,0.0,504.71
448,everyday,repeat,4,0,0.0,156.52
449,everyday,repeat,4,1,0.173,57.05
450,everyday,new,3,1,0.106,99.55
451,everyday,new,6,1,0.128,240.99
452,big_ticket,repeat,5,1,0.194,608.73
453,big_ticket,repeat,5,1,0.116,342.8
454,everyday,repeat,4,0,0.0,92.37
455,everyday,repeat,3,0,0.0,76.22
456,everyday,repeat,4,1,0.155,21.62
457,big_ticket,new,5,1,0.185,673.59
458,everyday,new,5,1,0.194,43.16
459,big_ticket,repeat,5,1,0.144,707.53
460,everyday,new,2,0,0.0,38.62
461,everyday,repeat,1,0,0.0,15.67
462,everyday,new,1,1,0.123,16.89
463,big_ticket,new,7,0,0.0,371.84
464,everyday,new,2,1,0.17,30.26
465,everyday,repeat,3,0,0.0,49.02
466,everyday,repeat,3,1,0.167,108.85
467,everyday,new,2,0,0.0,45.47
468,big_ticket,new,5,1,0.111,539.23
469,everyday,new,4,0,0.0,52.74
470,everyday,new,5,1,0.128,117.01
471,everyday,repeat,1,0,0.0,14.38
472,everyday,new,4,0,0.0,85.03
473,everyday,new,4,0,0.0,65.05
474,everyday,new,1,0,0.0,18.27
475,everyday,repeat,5,0,0.0,155.57
476,everyday,repeat,6,0,0.0,120.63
477,everyday,repeat,5,0,0.0,216.42
478,everyday,repeat,6,0,0.0,70.89
479,everyday,repeat,3,0,0.0,31.21
480,everyday,repeat,3,1,0.183,60.8
481,everyday,repeat,1,0,0.0,14.77
482,everyday,repeat,4,0,0.0,70.31
483,everyday,new,3,0,0.0,59.03
484,everyday,repeat,4,1,0.156,34.84
485,everyday,repeat,3,0,0.0,16.6
486,everyday,repeat,1,0,0.0,23.58
487,everyday,new,6,1,0.192,48.65
488,everyday,new,3,0,0.0,38.23
489,everyday,repeat,3,1,0.133,45.68
490,everyday,new,4,0,0.0,63.11
491,big_ticket,new,8,1,0.105,632.57
492,everyday,new,4,0,0.0,91.77
493,everyday,repeat,1,1,0.167,18.71
494,everyday,repeat,2,0,0.0,43.71
495,big_ticket,repeat,6,1,0.11,755.64
496,everyday,repeat,5,0,0.0,56.51
497,everyday,repeat,3,1,0.149,300.99
498,everyday,new,3,0,0.0,53.24
499,everyday,new,3,1,0.196,77.37
500,everyday,new,5,1,0.177,46.76
501,big_ticket,repeat,6,1,0.164,684.21
502,big_ticket,new,10,1,0.15,954.59
503,big_ticket,new,6,1,0.163,555.74
504,everyday,repeat,2,0,0.0,79.24
505,everyday,repeat,2,0,0.0,71.08
506,big_ticket,new,7,1,0.17,702.78
507,everyday,repeat,3,0,0.0,55.82
508,big_ticket,repeat,7,1,0.147,903.72
509,everyday,repeat,2,0,0.0,18.6
510,everyday,repeat,1,0,0.0,17.24
511,everyday,new,2,0,0.0,37.24
512,big_ticket,new,5,1,0.192,487.28
513,everyday,new,4,0,0.0,88.72
514,everyday,repeat,3,1,0.146,30.47
515,everyday,repeat,1,0,0.0,5.93
516,everyday,repeat,3,0,0.0,42.23
517,everyday,repeat,2,0,0.0,17.37
518,big_ticket,new,8,0,0.0,924.99
519,everyday,new,2,0,0.0,41.34
520,big_ticket,new,5,1,0.193,587.65
521,big_ticket,new,8,1,0.189,1667.07
522,everyday,repeat,2,1,0.169,41.05
523,everyday,repeat,1,0,0.0,33.36
524,everyday,new,7,1,0.165,143.43
525,everyday,repeat,3,0,0.0,59.83
526,everyday,new,5,0,0.0,63.42
527,big_ticket,repeat,6,1,0.123,392.49
528,big_ticket,new,4,1,0.121,183.83
529,big_ticket,repeat,6,1,0.168,456.49
530,everyday,new,3,0,0.0,42.58
531,everyday,new,6,1,0.117,185.85
532,big_ticket,repeat,6,1,0.185,485.9
533,everyday,new,2,1,0.19,45.59
534,everyday,repeat,2,0,0.0,37.32
535,everyday,new,3,0,0.0,65.34
536,everyday,repeat,2,1,0.17,51.62
537,everyday,new,3,0,0.0,95.51
538,everyday,repeat,3,0,0.0,85.82
539,everyday,repeat,2,0,0.0,69.81
540,big_ticket,repeat,7,1,0.155,991.83
541,big_ticket,new,5,0,0.0,565.43
542,everyday,repeat,2,0,0.0,31.16
543,big_ticket,new,4,1,0.136,406.08
544,big_ticket,repeat,7,0,0.0,1100.72
545,everyday,new,2,0,0.0,13.29
546,everyday,repeat,2,0,0.0,127.85
547,everyday,repeat,5,1,0.113,94.34
548,everyday,new,1,0,0.0,11.15
549,big_ticket,new,6,0,0.0,744.58
550,everyday,new,1,0,0.0,18.25
551,everyday,repeat,3,1,0.136,75.08
552,everyday,new,3,0,0.0,71.63
553,everyday,repeat,1,0,0.0,26.71
554,big_ticket,repeat,4,0,0.0,114.21
555,everyday,repeat,5,0,0.0,47.26
556,everyday,new,4,1,0.12,68.39
557,everyday,new,1,0,0.0,30.0
558,everyday,new,3,1,0.181,41.53
559,everyday,repeat,3,0,0.0,16.24
560,everyday,new,2,0,0.0,52.03
561,everyday,new,2,0,0.0,8.51
562,everyday,new,4,1,0.119,53.48
563,big_ticket,repeat,9,0,0.0,1354.27
564,everyday,repeat,3,0,0.0,74.31
565,everyday,new,2,0,0.0,14.83
566,everyday,new,2,0,0.0,53.35
567,big_ticket,new,7,1,0.188,673.05
568,everyday,new,3,0,0.0,70.87
569,everyday,repeat,1,0,0.0,15.07
570,everyday,repeat,1,0,0.0,21.49
571,everyday,repeat,2,0,0.0,23.54
572,big_ticket,repeat,3,0,0.0,512.79
573,everyday,repeat,4,1,0.142,146.92
574,big_ticket,new,7,1,0.161,674.63
575,big_ticket,repeat,4,1,0.108,218.4
576,everyday,new,8,0,0.0,226.41
577,big_ticket,new,10,1,0.19,726.96
578,everyday,repeat,2,0,0.0,10.82
579,big_ticket,new,4,0,0.0,335.89
580,everyday,repeat,1,0,0.0,3.6
581,everyday,new,4,0,0.0,152.46
582,everyday,new,2,0,0.0,45.96
583,everyday,repeat,4,1,0.124,60.37
584,everyday,repeat,4,1,0.132,110.34
585,big_ticket,repeat,5,0,0.0,673.33
586,everyday,new,5,1,0.183,151.59
587,everyday,new,4,1,0.105,76.59
588,everyday,repeat,6,1,0.151,115.93
589,everyday,repeat,2,0,0.0,27.35
590,everyday,repeat,2,0,0.0,28.93
591,big_ticket,repeat,5,1,0.161,443.98
592,everyday,repeat,1,0,0.0,10.59
593,everyday,repeat,4,0,0.0,35.62
594,everyday,new,2,1,0.139,57.41
595,everyday,repeat,3,0,0.0,64.65
596,everyday,repeat,5,0,0.0,51.09
597,big_ticket,repeat,4,0,0.0,479.26
598,everyday,new,2,1,0.175,34.08
599,big_ticket,repeat,6,1,0.125,401.6
600,everyday,new,5,1,0.181,92.76
601,everyday,repeat,4,0,0.0,64.9
602,big_ticket,repeat,6,0,0.0,692.88
603,big_ticket,repeat,9,1,0.123,1446.61
604,big_ticket,new,5,1,0.127,593.86
605,big_ticket,new,5,0,0.0,292.8
606,big_ticket,repeat,7,1,0.139,194.27
607,big_ticket,repeat,3,1,0.18,204.01
608,everyday,repeat,1,0,0.0,9.37
609,big_ticket,new,7,1,0.181,481.3
610,everyday,repeat,2,0,0.0,30.79
611,everyday,repeat,2,0,0.0,53.96
612,everyday,new,4,1,0.156,32.76
613,big_ticket,new,4,0,0.0,495.13
614,big_ticket,repeat,5,1,0.158,762.22
615,everyday,new,5,0,0.0,69.97
616,big_ticket,repeat,11,1,0.163,1456.99
617,big_ticket,repeat,6,1,0.125,213.99
618,everyday,repeat,1,0,0.0,18.66
619,everyday,new,1,0,0.0,14.35
620,everyday,repeat,2,0,0.0,27.23
621,big_ticket,repeat,8,1,0.123,795.35
622,everyday,repeat,3,1,0.2,156.35
623,big_ticket,repeat,5,1,0.115,1070.16
624,everyday,repeat,2,0,0.0,72.36
625,big_ticket,repeat,1,0,0.0,131.68
626,everyday,repeat,5,0,0.0,87.39
627,big_ticket,repeat,12,1,0.126,1206.75
628,everyday,new,8,1,0.182,125.06
629,everyday,new,6,0,0.0,104.83
630,big_ticket,repeat,9,1,0.132,881.66
631,big_ticket,new,8,1,0.152,577.48
632,big_ticket,repeat,6,1,0.156,855.54
633,everyday,repeat,3,1,0.113,83.58
634,everyday,new,4,0,0.0,40.5
635,everyday,new,4,1,0.119,158.95
636,everyday,repeat,3,0,0.0,66.09
637,everyday,new,2,0,0.0,28.5
638,big_ticket,repeat,4,0,0.0,159.54
639,big_ticket,repeat,8,1,0.139,770.33
640,big_ticket,repeat,7,1,0.164,645.15
