ticket_id,arm,resolved_first_touch,reopened_within_7d
345,optimized_router,1,0
346,optimized_router,0,0
347,legacy_router,0,0
348,optimized_router,0,0
349,legacy_router,0,0
350,optimized_router,1,0
351,optimized_router,1,0
352,optimized_router,1,0
353,legacy_router,1,1
354,optimized_router,0,0
355,optimized_router,1,0
356,optimized_router,1,0
357,legacy_router,1,0
358,optimized_router,1,0
359,optimized_router,1,1
360,optimized_router,1,0
361,optimized_router,0,0
362,legacy_router,1,0
363,optimized_router,1,0
364,optimized_router,1,0
365,legacy_router,0,0
366,legacy_router,1,0
367,legacy_router,1,0
368,optimized_router,1,0
369,optimized_router,1,0
370,legacy_router,1,0
371,optimized_router,1,1
372,optimized_router,1,0
373,optimized_router,1,0
374,legacy_router,1,0
375,optimized_router,1,0
376,optimized_router,1,0
377,optimized_router,1,0
378,optimized_router,1,1
379,legacy_router,1,0
380,legacy_router,0,0
381,legacy_router,1,0
382,legacy_router,0,0
383,optimized_router,1,1
384,legacy_router,1,0
385,legacy_router,1,0
386,legacy_router,1,0
387,optimized_router,1,0
388,optimized_router,0,0
389,optimized_router,1,1
390,legacy_router,0,0
391,legacy_router,1,0
392,legacy_router,0,0
393,legacy_router,0,0
394,optimized_router,1,0
395,legacy_router,0,0
396,optimized_router,0,0
397,legacy_router,1,0
398,legacy_router,0,0
399,legacy_router,1,0
400,legacy_router,0,0
401,legacy_router,1,0
402,legacy_router,0,0
403,optimized_router,1,0
404,legacy_router,0,0
405,optimized_router,1,0
406,legacy_router,0,0
407,optimized_router,1,1
408,optimized_router,0,0
409,optimized_router,0,0
410,legacy_router,0,0
411,legacy_router,0,0
412,legacy_router,1,0
413,optimized_router,1,0
414,legacy_router,1,0
415,optimized_router,0,0
416,legacy_router,0,0
417,optimized_router,1,0
418,legacy_router,1,0
419,legacy_router,0,0
420,optimized_router,1,0
421,optimized_router,1,0
422,optimized_router,1,0
423,optimized_router,1,0
424,optimized_router,1,0
425,legacy_router,1,0
426,optimized_router,1,0
427,legacy_router,0,0
428,optimized_router,1,0
429,legacy_router,0,0
430,legacy_router,0,0
431,optimized_router,1,0
432,legacy_router,1,0
433,legacy_router,0,0
434,legacy_router,0,0
435,optimized_router,1,0
436,optimized_router,1,0
437,legacy_router,1,0
438,optimized_router,1,0
439,optimized_router,1,1
440,legacy_router,0,0
441,optimized_router,0,0
442,optimized_router,1,0
443,optimized_router,1,1
444,optimized_router,1,0
445,legacy_router,0,0
446,optimized_router,1,0
447,legacy_router,1,0
448,optimized_router,1,1
449,optimized_router,1,1
450,optimized_router,1,0
451,legacy_router,1,0
452,legacy_router,1,0
453,legacy_router,1,0
454,optimized_router,1,0
455,legacy_router,1,0
456,legacy_router,0,0
457,legacy_router,1,0
458,optimized_router,1,0
459,optimized_router,1,1
460,optimized_router,1,0
461,legacy_router,0,0
462,legacy_router,1,0
463,legacy_router,1,0
464,legacy_router,1,0
465,optimized_router,1,0
466,legacy_router,0,0
467,legacy_router,0,0
468,legacy_router,1,0
469,legacy_router,0,0
470,legacy_router,1,0
471,optimized_router,1,0
472,legacy_router,0,0
473,optimized_router,1,1
474,legacy_router,1,0
475,legacy_router,1,0
476,legacy_router,1,0
477,optimized_router,1,0
478,legacy_router,0,0
479,legacy_router,0,0
480,optimized_router,0,0
481,optimized_router,1,0
482,optimized_router,0,0
483,legacy_router,1,0
484,optimized_router,1,1
485,optimized_router,0,0
486,legacy_router,0,0
487,legacy_router,1,0
488,legacy_router,0,0
489,legacy_router,1,0
490,optimized_router,1,0
491,legacy_router,0,0
492,optimized_router,1,1
493,optimized_router,0,0
494,legacy_router,1,0
495,legacy_router,0,0
496,legacy_router,1,0
497,legacy_router,0,0
498,optimized_router,1,0
499,legacy_router,1,0
500,optimized_router,1,0
501,optimized_router,1,0
502,optimized_router,1,0
503,optimized_router,1,0
504,legacy_router,1,0
505,legacy_router,1,0
506,legacy_router,1,0
507,legacy_router,0,0
508,optimized_router,1,0
509,optimized_router,1,0
510,optimized_router,1,0
511,legacy_router,0,0
512,legacy_router,0,0
513,optimized_router,0,0
514,optimized_router,1,0
515,legacy_router,0,0
516,optimized_router,1,0
517,legacy_router,0,0
518,legacy_router,0,0
519,legacy_router,1,0
520,optimized_router,1,0
521,optimized_router,0,0
522,legacy_router,1,0
523,legacy_router,0,0
524,legacy_router,1,0
525,optimized_router,1,1
526,optimized_router,1,0
527,optimized_router,0,0
528,optimized_router,0,0
529,optimized_router,1,0
530,optimized_router,1,0
531,optimized_router,0,0
532,legacy_router,1,0
533,legacy_router,0,0
534,legacy_router,1,0
535,optimized_router,1,0
536,optimized_router,1,1
537,legacy_router,1,1
538,optimized_router,1,1
539,legacy_router,0,0
540,optimized_router,1,1
541,optimized_router,1,0
542,legacy_router,1,0
543,optimized_router,1,0
544,optimized_router,0,0
545,legacy_router,0,0
546,optimized_router,0,0
547,optimized_router,1,0
548,legacy_router,0,0
549,optimized_router,1,0
550,legacy_router,0,0
551,optimized_router,1,0
552,optimized_router,0,0
553,legacy_router,1,1
554,legacy_router,0,0
555,legacy_router,0,0
556,legacy_router,1,0
557,legacy_router,1,0
558,optimized_router,1,1
559,legacy_router,0,0
560,legacy_router,1,0
561,legacy_router,0,0
562,optimized_router,1,0
563,optimized_router,1,1
564,legacy_router,0,0
565,optimized_router,0,0
566,optimized_router,1,0
567,optimized_router,1,0
568,optimized_router,1,0
569,optimized_router,1,1
570,optimized_router,1,0
571,legacy_router,1,0
572,optimized_router,1,1
573,optimized_router,1,0
574,legacy_router,1,0
575,optimized_router,1,0
576,optimized_router,1,0
577,optimized_router,0,0
578,optimized_router,1,1
579,optimized_router,1,1
580,legacy_router,0,0
581,legacy_router,0,0
582,optimized_router,1,1
583,legacy_router,0,0
584,optimized_router,1,1
585,legacy_router,1,1
586,optimized_router,1,0
587,optimized_router,1,1
588,legacy_router,1,0
589,legacy_router,1,0
590,optimized_router,1,0
591,optimized_router,1,0
592,legacy_router,0,0
593,optimized_router,0,0
594,legacy_router,0,0
595,legacy_router,0,0
596,optimized_router,0,0
597,legacy_router,0,0
598,legacy_router,0,0
599,legacy_router,1,0
600,optimized_router,1,1
601,optimized_router,1,0
602,legacy_router,0,0
603,optimized_router,1,0
604,legacy_router,1,0
605,optimized_router,1,0
606,optimized_router,1,0
607,optimized_router,1,0
608,optimized_router,1,0
609,optimized_router,1,0
610,legacy_router,0,0
611,optimized_router,1,0
612,legacy_router,0,0
613,legacy_router,0,0
614,optimized_router,0,0
615,optimized_router,1,0
616,legacy_router,0,0
617,optimized_router,0,0
618,optimized_router,1,0
619,legacy_router,1,0
620,legacy_router,1,1
621,legacy_router,1,0
622,legacy_router,0,0
623,optimized_router,1,0
624,optimized_router,1,1
625,legacy_router,1,0
626,legacy_router,1,0
627,legacy_router,1,1
628,optimized_router,0,0
629,legacy_router,1,0
630,legacy_router,1,0
631,optimized_router,1,0
632,legacy_router,1,0
633,optimized_router,1,0
634,optimized_router,0,0
635,legacy_router,1,0
636,optimized_router,1,0
637,legacy_router,1,0
638,legacy_router,0,0
639,legacy_router,0,0
640,optimized_router,0,0
641,legacy_router,0,0
642,legacy_router,0,0
643,legacy_router,1,0
644,legacy_router,1,0
645,optimized_router,0,0
646,optimized_router,1,0
647,legacy_router,0,0
648,legacy_router,1,1
649,optimized_router,1,1
650,legacy_router,1,0
651,optimized_router,0,0
652,legacy_router,1,0
653,legacy_router,1,0
654,legacy_router,1,0
655,optimized_router,1,0
656,legacy_router,0,0
657,optimized_router,0,0
658,legacy_router,0,0
659,legacy_router,0,0
660,optimized_router,1,0
661,legacy_router,0,0
662,optimized_router,1,0
663,legacy_router,0,0
664,optimized_router,1,0
665,optimized_router,1,1
666,optimized_router,1,1
667,optimized_router,1,0
668,optimized_router,1,0
669,optimized_router,0,0
670,legacy_router,0,0
671,legacy_router,0,0
672,legacy_router,0,0
673,optimized_router,1,0
674,optimized_router,1,0
675,legacy_router,0,0
676,optimized_router,1,1
677,optimized_router,1,0
678,optimized_router,1,0
679,legacy_router,0,0
680,legacy_router,0,0
681,optimized_router,0,0
682,optimized_router,1,1
683,optimized_router,1,0
684,optimized_router,1,1
685,optimized_router,1,0
686,legacy_router,1,0
687,optimized_router,1,0
688,optimized_router,1,0
689,legacy_router,1,0
690,legacy_router,1,0
691,legacy_router,0,0
692,optimized_router,1,0
693,legacy_router,0,0
694,legacy_router,1,0
695,optimized_router,1,0
696,legacy_router,1,0
697,legacy_router,0,0
698,legacy_router,0,0
699,optimized_router,1,1
700,legacy_router,0,0
701,optimized_router,1,0
702,optimized_router,1,1
703,optimized_router,1,0
704,legacy_router,1,0
705,optimized_router,0,0
706,optimized_router,1,1
707,legacy_router,0,0
708,optimized_router,1,0
709,optimized_router,1,1
710,optimized_router,1,0
711,legacy_router,1,0
712,optimized_router,0,0
713,legacy_router,1,0
714,optimized_router,1,0
715,legacy_router,0,0
716,legacy_router,0,0
717,optimized_router,1,0
718,optimized_router,1,0
719,optimized_router,1,0
720,legacy_router,1,0
721,legacy_router,1,0
722,optimized_router,0,0
723,legacy_router,1,0
724,legacy_router,1,0
725,legacy_router,0,0
726,legacy_router,0,0
727,optimized_router,1,1
728,optimized_router,0,0
729,optimized_router,1,0
730,optimized_router,1,0
731,optimized_router,0,0
732,optimized_router,1,1
733,legacy_router,1,0
734,optimized_router,0,0
735,legacy_router,0,0
736,legacy_router,1,0
737,legacy_router,0,0
738,optimized_router,1,1
739,legacy_router,0,0
740,optimized_router,1,0
741,legacy_router,1,0
742,legacy_router,1,0
743,optimized_router,0,0
744,legacy_router,1,0
745,legacy_router,1,1
746,optimized_router,1,0
747,optimized_router,1,0
748,optimized_router,1,0
749,optimized_router,0,0
750,legacy_router,1,0
751,legacy_router,1,0
752,legacy_router,0,0
753,optimized_router,1,1
754,optimized_router,1,0
755,legacy_router,1,0
756,optimized_router,0,0
757,legacy_router,1,0
758,legacy_router,0,0
759,legacy_router,1,0
760,optimized_router,1,0
761,optimized_router,0,0
762,optimized_router,1,1
763,legacy_router,0,0
764,optimized_router,0,0
765,optimized_router,0,0
766,legacy_router,1,0
767,optimized_router,0,0
768,legacy_router,0,0
769,legacy_router,1,0
770,legacy_router,1,0
771,legacy_router,0,0
772,optimized_router,1,0
773,legacy_router,1,0
774,legacy_router,1,0
775,legacy_router,0,0
776,legacy_router,0,0
777,legacy_router,1,0
778,optimized_router,1,1
779,optimized_router,1,0
780,legacy_router,1,0
781,optimized_router,1,0
782,optimized_router,0,0
783,optimized_router,1,1
784,optimized_router,1,0
785,optimized_router,1,0
786,optimized_router,1,1
787,legacy_router,0,0
788,optimized_router,1,1
789,legacy_router,0,0
790,legacy_router,1,0
791,legacy_router,1,0
792,legacy_router,1,0
793,optimized_router,1,1
794,legacy_router,1,0
795,optimized_router,1,0
796,optimized_router,1,1
797,optimized_router,1,1
798,legacy_router,0,0
799,optimized_router,1,0
800,optimized_router,0,0
801,legacy_router,1,0
802,legacy_router,1,0
803,optimized_router,1,0
804,legacy_router,1,0
805,legacy_router,1,0
806,legacy_router,0,0
807,legacy_router,0,0
808,optimized_router,1,1
809,legacy_router,1,0
810,optimized_router,1,1
811,optimized_router,0,0
812,optimized_router,1,0
813,optimized_router,1,0
814,legacy_router,1,0
815,legacy_router,1,0
816,legacy_router,0,0
817,optimized_router,0,0
818,optimized_router,0,0
819,optimized_router,0,0
820,optimized_router,0,0
821,legacy_router,0,0
822,optimized_router,0,0
823,optimized_router,0,0
824,legacy_router,1,0
825,legacy_router,1,0
826,legacy_router,0,0
827,optimized_router,1,0
828,optimized_router,1,0
829,legacy_router,1,0
830,optimized_router,1,0
831,optimized_router,1,0
832,optimized_router,1,0
833,legacy_router,0,0
834,optimized_router,1,0
835,legacy_router,1,0
836,legacy_router,1,0
837,legacy_router,0,0
838,legacy_router,1,0
839,optimized_router,1,0
840,legacy_router,0,0
841,optimized_router,1,0
842,legacy_router,1,0
843,legacy_router,1,0
844,legacy_router,1,0
845,optimized_router,1,0
846,legacy_router,1,0
847,optimized_router,0,0
848,optimized_router,1,0
849,legacy_router,0,0
850,optimized_router,1,0
851,optimized_router,1,0
852,legacy_router,0,0
853,optimized_router,1,0
854,optimized_router,1,1
855,legacy_router,1,0
856,legacy_router,0,0
857,optimized_router,1,0
858,legacy_router,1,0
859,legacy_router,0,0
860,optimized_router,1,0
861,optimized_router,1,0
862,legacy_router,0,0
863,legacy_router,0,0
864,optimized_router,1,0
865,legacy_router,1,0
866,optimized_router,1,0
867,legacy_router,0,0
868,legacy_router,1,0
869,optimized_router,1,0
870,legacy_router,1,0
871,optimized_router,1,0
872,optimized_router,0,0
873,legacy_router,1,0
874,legacy_router,0,0
875,optimized_router,1,1
876,optimized_router,1,1
877,optimized_router,1,1
878,legacy_router,1,0
879,optimized_router,1,0
880,optimized_router,1,0
881,legacy_router,0,0
882,legacy_router,0,0
883,legacy_router,1,0
884,legacy_router,0,0
885,optimized_router,1,0
886,optimized_router,1,1
887,legacy_router,1,0
888,legacy_router,1,0
889,optimized_router,1,0
890,optimized_router,0,0
891,legacy_router,1,0
892,optimized_router,1,0
893,legacy_router,1,0
894,optimized_router,1,0
895,legacy_router,0,0
896,legacy_router,1,0
897,optimized_router,1,0
898,legacy_router,1,0
899,optimized_router,1,0
900,optimized_router,1,0
901,legacy_router,0,0
902,legacy_router,1,0
903,optimized_router,1,1
904,legacy_router,0,0
905,optimized_router,1,1
906,optimized_router,1,1
907,optimized_router,1,0
908,legacy_router,0,0
909,optimized_router,0,0
910,legacy_router,1,0
911,optimized_router,1,0
912,legacy_router,1,0
913,legacy_router,0,0
914,optimized_router,0,0
915,legacy_router,0,0
916,legacy_router,1,0
917,optimized_router,1,1
918,optimized_router,1,1
919,optimized_router,1,0
920,legacy_router,1,0
921,optimized_router,1,1
922,optimized_router,1,0
923,optimized_router,1,0
924,legacy_router,0,0
925,optimized_router,1,0
926,optimized_router,1,0
927,legacy_router,0,0
928,optimized_router,1,0
929,legacy_router,1,0
930,optimized_router,1,0
931,legacy_router,1,0
932,legacy_router,0,0
933,legacy_router,0,0
934,optimized_router,1,0
935,optimized_router,1,0
936,optimized_router,1,0
937,legacy_router,0,0
938,legacy_router,1,0
939,legacy_router,1,1
940,optimized_router,1,0
941,legacy_router,0,0
942,legacy_router,0,0
943,optimized_router,1,0
944,optimized_router,1,0
945,optimized_router,1,0
946,legacy_router,1,0
947,optimized_router,1,1
948,legacy_router,0,0
949,optimized_router,1,0
950,optimized_router,1,0
951,optimized_router,0,0
952,legacy_router,1,0
953,legacy_router,0,0
954,optimized_router,1,0
955,legacy_router,1,0
956,legacy_router,1,0
957,legacy_router,1,0
958,legacy_router,0,0
959,optimized_router,0,0
960,optimized_router,0,0
961,optimized_router,1,1
962,legacy_router,0,0
963,optimized_router,0,0
964,legacy_router,1,0
965,legacy_router,0,0
966,legacy_router,1,0
967,legacy_router,0,0
968,legacy_router,1,0
969,legacy_router,0,0
970,optimized_router,0,0
971,legacy_router,1,0
972,legacy_router,1,0
973,optimized_router,1,0
974,legacy_router,0,0
975,legacy_router,0,0
976,optimized_router,1,0
977,optimized_router,1,0
978,legacy_router,1,0
979,legacy_router,1,0
980,legacy_router,0,0
981,optimized_router,1,0
982,legacy_router,1,0
983,legacy_router,0,0
984,optimized_router,1,1
985,optimized_router,1,0
986,optimized_router,1,0
987,legacy_router,0,0
988,legacy_router,1,0
989,optimized_router,1,0
990,optimized_router,1,0
991,optimized_router,1,0
992,optimized_router,0,0
993,legacy_router,1,0
994,optimized_router,1,0
995,legacy_router,0,0
996,optimized_router,1,1
997,legacy_router,0,0
998,optimized_router,1,0
999,optimized_router,1,1
1000,optimized_router,1,1
1001,optimized_router,0,0
1002,legacy_router,1,0
1003,legacy_router,0,0
1004,legacy_router,0,0
1005,optimized_router,0,0
1006,legacy_router,1,0
1007,legacy_router,1,0
1008,legacy_router,1,0
1009,optimized_router,1,1
1010,optimized_router,1,1
1011,optimized_router,1,0
1012,optimized_router,0,0
1013,optimized_router,0,0
1014,legacy_router,1,0
1015,legacy_router,0,0
1016,legacy_router,0,0
1017,legacy_router,0,0
1018,legacy_router,1,0
1019,legacy_router,0,0
1020,legacy_router,0,0
1021,optimized_router,1,0
1022,optimized_router,1,0
1023,optimized_router,1,1
1024,optimized_router,1,0
1025,optimized_router,1,0
1026,optimized_router,1,0
1027,legacy_router,0,0
1028,legacy_router,0,0
1029,optimized_router,1,0
1030,legacy_router,1,0
1031,legacy_router,1,0
1032,optimized_router,1,1
1033,optimized_router,0,0
1034,legacy_router,1,0
1035,legacy_router,1,0
1036,optimized_router,1,0
1037,optimized_router,0,0
1038,optimized_router,1,0
1039,legacy_router,0,0
1040,optimized_router,1,1
1041,optimized_router,1,0
1042,optimized_router,1,0
1043,optimized_router,1,1
1044,legacy_router,1,0
1045,optimized_router,1,1
1046,legacy_router,0,0
1047,optimized_router,1,1
1048,optimized_router,1,0
1049,optimized_router,1,0
1050,legacy_router,1,1
1051,legacy_router,0,0
1052,legacy_router,1,0
1053,optimized_router,1,0
1054,optimized_router,1,0
1055,optimized_router,1,0
1056,legacy_router,1,0
1057,optimized_router,1,1
1058,optimized_router,1,1
1059,optimized_router,1,0
1060,legacy_router,1,0
1061,optimized_router,1,1
1062,legacy_router,0,0
1063,legacy_router,1,0
1064,optimized_router,0,0
1065,legacy_router,1,0
1066,optimized_router,1,0
1067,legacy_router,1,0
1068,optimized_router,1,1
1069,legacy_router,0,0
1070,legacy_router,1,0
1071,legacy_router,0,0
1072,legacy_router,1,0
1073,optimized_router,0,0
1074,optimized_router,1,1
1075,legacy_router,0,0
1076,legacy_router,0,0
1077,optimized_router,1,0
1078,optimized_router,1,0
1079,optimized_router,0,0
1080,optimized_router,1,0
1081,legacy_router,1,0
1082,legacy_router,1,0
1083,optimized_router,0,0
1084,optimized_router,0,0
1085,legacy_router,0,0
1086,optimized_router,1,1
1087,legacy_router,0,0
1088,legacy_router,1,1
1089,legacy_router,1,0
1090,optimized_router,0,0
1091,legacy_router,1,0
1092,legacy_router,1,0
1093,optimized_router,0,0
1094,optimized_router,1,0
1095,legacy_router,1,0
1096,optimized_router,0,0
1097,legacy_router,0,0
1098,optimized_router,1,0
1099,legacy_router,1,0
1100,legacy_router,1,0
1101,optimized_router,1,1
1102,legacy_router,1,0
1103,optimized_router,0,0
1104,optimized_router,1,0
1105,optimized_router,1,1
1106,legacy_router,0,0
1107,legacy_router,1,0
1108,legacy_router,0,0
1109,legacy_router,1,0
1110,legacy_router,1,0
1111,legacy_router,0,0
1112,legacy_router,1,0
1113,optimized_router,0,0
1114,legacy_router,1,0
1115,legacy_router,1,0
1116,legacy_router,1,0
1117,legacy_router,1,0
1118,legacy_router,0,0
1119,optimized_router,1,1
1120,legacy_router,1,0
1121,optimized_router,1,0
1122,legacy_router,0,0
1123,legacy_router,0,0
1124,legacy_router,0,0
1125,optimized_router,1,0
1126,optimized_router,1,0
1127,optimized_router,1,0
1128,legacy_router,1,0
1129,legacy_router,0,0
1130,optimized_router,1,1
1131,legacy_router,1,1
1132,legacy_router,1,0
1133,legacy_router,1,0
1134,optimized_router,1,0
1135,optimized_router,0,0
1136,optimized_router,1,1
1137,optimized_router,1,0
1138,optimized_router,1,0
1139,optimized_router,1,0
1140,legacy_router,1,0
1141,optimized_router,1,1
1142,legacy_router,0,0
1143,optimized_router,0,0
1144,legacy_router,1,0
1145,optimized_router,0,0
1146,optimized_router,0,0
1147,optimized_router,0,0
1148,optimized_router,0,0
1149,optimized_router,0,0
