notification_id,user_cohort,arm,opened
87,weekend_only,old_timing,0
88,weekend_only,old_timing,1
89,weekday_active,new_timing,0
90,weekend_only,old_timing,0
91,weekday_active,new_timing,1
92,weekday_active,old_timing,1
93,weekend_only,new_timing,0
94,weekday_active,new_timing,0
95,weekday_active,new_timing,0
96,weekday_active,new_timing,0
97,weekday_active,new_timing,0
98,weekend_only,old_timing,0
99,weekday_active,new_timing,0
100,weekday_active,old_timing,0
101,weekday_active,new_timing,0
102,weekday_active,new_timing,0
103,weekend_only,old_timing,1
104,weekday_active,old_timing,0
105,weekday_active,new_timing,1
106,weekday_active,old_timing,1
107,weekday_active,new_timing,0
108,weekday_active,new_timing,0
109,weekday_active,new_timing,0
110,weekday_active,old_timing,1
111,weekday_active,old_timing,0
112,weekday_active,new_timing,1
113,weekend_only,old_timing,0
114,weekend_only,new_timing,0
115,weekend_only,old_timing,0
116,weekday_active,new_timing,0
117,weekday_active,new_timing,0
118,weekend_only,old_timing,0
119,weekday_active,new_timing,0
120,weekday_active,new_timing,0
121,weekday_active,old_timing,1
122,weekend_only,new_timing,1
123,weekend_only,old_timing,0
124,weekday_active,old_timing,0
125,weekend_only,old_timing,0
126,weekend_only,new_timing,0
127,weekday_active,new_timing,1
128,weekend_only,old_timing,0
129,weekend_only,new_timing,0
130,weekday_active,old_timing,1
131,weekend_only,old_timing,1
132,weekday_active,new_timing,0
133,weekend_only,old_timing,0
134,weekday_active,new_timing,0
135,weekday_active,new_timing,0
136,weekend_only,old_timing,0
137,weekday_active,new_timing,0
138,weekday_active,new_timing,0
139,weekday_active,new_timing,0
140,weekday_active,old_timing,0
141,weekday_active,new_timing,0
142,weekend_only,old_timing,0
143,weekday_active,old_timing,0
144,weekday_active,new_timing,1
145,weekday_active,new_timing,1
146,weekday_active,new_timing,0
147,weekday_active,new_timing,0
148,weekday_active,new_timing,0
149,weekend_only,old_timing,0
150,weekend_only,old_timing,0
151,weekend_only,old_timing,0
152,weekday_active,new_timing,0
153,weekday_active,old_timing,0
154,weekday_active,new_timing,0
155,weekend_only,old_timing,0
156,weekday_active,new_timing,1
157,weekday_active,new_timing,0
158,weekday_active,old_timing,1
159,weekday_active,new_timing,0
160,weekday_active,old_timing,0
161,weekday_active,new_timing,0
162,weekday_active,new_timing,0
163,weekend_only,old_timing,0
164,weekday_active,old_timing,0
165,weekday_active,new_timing,0
166,weekday_active,old_timing,0
167,weekday_active,new_timing,1
168,weekday_active,new_timing,0
169,weekend_only,new_timing,0
170,weekday_active,new_timing,1
171,weekday_active,new_timing,0
172,weekday_active,old_timing,0
173,weekday_active,old_timing,1
174,weekday_active,new_timing,1
175,weekend_only,old_timing,1
176,weekend_only,old_timing,0
177,weekday_active,new_timing,0
178,weekday_active,new_timing,1
179,weekday_active,new_timing,0
180,weekend_only,old_timing,0
181,weekend_only,old_timing,0
182,weekday_active,new_timing,0
183,weekday_active,old_timing,0
184,weekday_active,old_timing,1
185,weekday_active,new_timing,0
186,weekday_active,new_timing,1
187,weekday_active,new_timing,0
188,weekday_active,old_timing,1
189,weekday_active,new_timing,0
190,weekday_active,old_timing,1
191,weekday_active,old_timing,1
192,weekend_only,old_timing,0
193,weekday_active,new_timing,1
194,weekday_active,old_timing,1
195,weekday_active,new_timing,0
196,weekend_only,old_timing,0
197,weekend_only,old_timing,0
198,weekday_active,new_timing,0
199,weekday_active,new_timing,0
200,weekend_only,old_timing,0
201,weekend_only,new_timing,0
202,weekend_only,old_timing,0
203,weekday_active,old_timing,0
204,weekend_only,old_timing,0
205,weekend_only,new_timing,0
206,weekday_active,new_timing,0
207,weekday_active,old_timing,0
208,weekday_active,new_timing,0
209,weekend_only,old_timing,0
210,weekend_only,old_timing,1
211,weekday_active,old_timing,0
212,weekday_active,new_timing,0
213,weekday_active,new_timing,1
214,weekend_only,old_timing,0
215,weekday_active,new_timing,1
216,weekday_active,new_timing,0
217,weekday_active,new_timing,1
218,weekday_active,new_timing,0
219,weekday_active,old_timing,0
220,weekday_active,new_timing,0
221,weekday_active,old_timing,0
222,weekend_only,old_timing,0
223,weekday_active,new_timing,0
224,weekend_only,old_timing,0
225,weekday_active,new_timing,0
226,weekend_only,old_timing,0
227,weekday_active,new_timing,1
228,weekday_active,new_timing,0
229,weekend_only,new_timing,0
230,weekday_active,new_timing,0
231,weekday_active,new_timing,1
232,weekday_active,new_timing,0
233,weekday_active,new_timing,0
234,weekday_active,old_timing,1
235,weekday_active,new_timing,0
236,weekday_active,old_timing,1
237,weekend_only,new_timing,0
238,weekday_active,new_timing,0
239,weekday_active,new_timing,1
240,weekday_active,new_timing,0
241,weekday_active,old_timing,0
242,weekend_only,old_timing,0
243,weekday_active,new_timing,0
244,weekend_only,old_timing,0
245,weekday_active,new_timing,1
246,weekend_only,old_timing,0
247,weekday_active,old_timing,0
248,weekday_active,new_timing,1
249,weekday_active,new_timing,0
250,weekday_active,new_timing,0
251,weekend_only,old_timing,0
252,weekday_active,new_timing,0
253,weekday_active,new_timing,0
254,weekday_active,old_timing,0
255,weekend_only,old_timing,0
256,weekday_active,new_timing,0
257,weekday_active,new_timing,1
258,weekday_active,new_timing,0
259,weekday_active,new_timing,0
260,weekend_only,new_timing,0
261,weekend_only,new_timing,0
262,weekend_only,new_timing,0
263,weekday_active,old_timing,0
264,weekend_only,old_timing,1
265,weekday_active,new_timing,0
266,weekend_only,old_timing,0
267,weekend_only,old_timing,1
268,weekend_only,old_timing,1
269,weekend_only,old_timing,0
270,weekend_only,new_timing,0
271,weekday_active,new_timing,1
272,weekend_only,old_timing,0
273,weekday_active,new_timing,1
274,weekend_only,old_timing,0
275,weekday_active,old_timing,1
276,weekday_active,old_timing,0
277,weekday_active,new_timing,0
278,weekday_active,new_timing,0
279,weekday_active,new_timing,0
280,weekday_active,new_timing,1
281,weekend_only,old_timing,0
282,weekday_active,new_timing,1
283,weekend_only,old_timing,0
284,weekday_active,new_timing,0
285,weekend_only,old_timing,1
286,weekday_active,new_timing,0
287,weekday_active,new_timing,1
288,weekday_active,new_timing,1
289,weekday_active,old_timing,1
290,weekend_only,old_timing,0
291,weekend_only,old_timing,1
292,weekend_only,old_timing,0
293,weekday_active,new_timing,1
294,weekday_active,new_timing,0
295,weekday_active,new_timing,0
296,weekday_active,new_timing,0
297,weekday_active,new_timing,0
298,weekday_active,old_timing,0
299,weekend_only,new_timing,0
300,weekday_active,new_timing,1
301,weekday_active,old_timing,0
302,weekday_active,new_timing,0
303,weekend_only,old_timing,0
304,weekend_only,old_timing,1
305,weekend_only,new_timing,0
306,weekday_active,new_timing,0
307,weekend_only,old_timing,0
308,weekday_active,old_timing,0
309,weekday_active,old_timing,0
310,weekend_only,old_timing,0
311,weekday_active,new_timing,0
312,weekend_only,new_timing,0
313,weekend_only,old_timing,0
314,weekday_active,old_timing,1
315,weekday_active,new_timing,0
316,weekday_active,new_timing,0
317,weekend_only,new_timing,0
318,weekend_only,old_timing,0
319,weekday_active,new_timing,0
320,weekday_active,new_timing,0
321,weekday_active,old_timing,1
322,weekend_only,old_timing,0
323,weekday_active,old_timing,1
324,weekday_active,new_timing,1
325,weekend_only,old_timing,0
326,weekend_only,old_timing,1
327,weekend_only,new_timing,0
328,weekday_active,new_timing,0
329,weekday_active,new_timing,0
330,weekday_active,old_timing,0
331,weekday_active,new_timing,0
332,weekday_active,new_timing,0
333,weekday_active,old_timing,0
334,weekday_active,new_timing,0
335,weekday_active,old_timing,0
336,weekend_only,new_timing,0
337,weekday_active,old_timing,0
338,weekday_active,new_timing,0
339,weekday_active,new_timing,1
340,weekday_active,new_timing,0
341,weekday_active,new_timing,0
342,weekday_active,new_timing,1
343,weekend_only,old_timing,0
344,weekend_only,new_timing,0
345,weekday_active,new_timing,0
346,weekend_only,old_timing,0
347,weekend_only,old_timing,0
348,weekend_only,new_timing,0
349,weekend_only,old_timing,0
350,weekend_only,old_timing,1
351,weekend_only,old_timing,0
352,weekday_active,new_timing,1
353,weekday_active,new_timing,0
354,weekend_only,old_timing,0
355,weekday_active,new_timing,0
356,weekday_active,new_timing,0
357,weekday_active,new_timing,1
358,weekday_active,old_timing,1
359,weekend_only,old_timing,0
360,weekday_active,new_timing,1
361,weekday_active,new_timing,0
362,weekday_active,new_timing,0
363,weekday_active,new_timing,0
364,weekday_active,new_timing,0
365,weekday_active,new_timing,0
366,weekday_active,new_timing,0
367,weekday_active,old_timing,1
368,weekday_active,old_timing,0
369,weekday_active,new_timing,0
370,weekend_only,old_timing,0
371,weekday_active,new_timing,1
372,weekday_active,new_timing,0
373,weekday_active,new_timing,0
374,weekend_only,old_timing,0
375,weekend_only,old_timing,0
376,weekday_active,new_timing,0
377,weekend_only,new_timing,0
378,weekend_only,old_timing,0
379,weekday_active,new_timing,0
380,weekday_active,old_timing,0
381,weekday_active,old_timing,1
382,weekday_active,new_timing,0
383,weekday_active,new_timing,0
384,weekday_active,new_timing,1
385,weekend_only,old_timing,1
386,weekend_only,old_timing,0
387,weekend_only,old_timing,0
388,weekday_active,old_timing,1
389,weekday_active,new_timing,0
390,weekday_active,old_timing,1
391,weekend_only,old_timing,0
392,weekend_only,old_timing,0
393,weekday_active,new_timing,0
394,weekend_only,old_timing,0
395,weekday_active,old_timing,1
396,weekend_only,old_timing,0
397,weekday_active,new_timing,0
398,weekend_only,new_timing,0
399,weekday_active,new_timing,0
400,weekday_active,new_timing,0
401,weekday_active,new_timing,0
402,weekday_active,old_timing,0
403,weekday_active,new_timing,1
404,weekday_active,new_timing,1
405,weekend_only,new_timing,0
406,weekday_active,new_timing,0
407,weekend_only,old_timing,1
408,weekday_active,new_timing,0
409,weekday_active,new_timing,1
410,weekday_active,old_timing,0
411,weekday_active,new_timing,0
412,weekend_only,new_timing,0
413,weekday_active,new_timing,1
414,weekday_active,old_timing,1
415,weekday_active,old_timing,0
416,weekday_active,new_timing,0
417,weekend_only,old_timing,0
418,weekend_only,old_timing,0
419,weekend_only,old_timing,0
420,weekend_only,old_timing,0
421,weekday_active,old_timing,0
422,weekday_active,new_timing,0
423,weekday_active,new_timing,1
424,weekday_active,new_timing,0
425,weekday_active,old_timing,0
426,weekday_active,new_timing,1
427,weekend_only,old_timing,1
428,weekday_active,new_timing,0
429,weekend_only,new_timing,0
430,weekday_active,new_timing,0
431,weekday_active,new_timing,0
432,weekday_active,old_timing,1
433,weekend_only,new_timing,0
434,weekday_active,old_timing,0
435,weekday_active,new_timing,0
436,weekday_active,new_timing,1
437,weekday_active,new_timing,1
438,weekday_active,new_timing,0
439,weekday_active,new_timing,0
440,weekday_active,old_timing,0
441,weekend_only,old_timing,0
442,weekday_active,old_timing,1
443,weekday_active,new_timing,1
444,weekday_active,new_timing,0
445,weekday_active,new_timing,1
446,weekday_active,new_timing,0
447,weekday_active,new_timing,1
448,weekday_active,old_timing,0
449,weekday_active,old_timing,0
450,weekday_active,new_timing,1
451,weekend_only,old_timing,1
452,weekend_only,old_timing,0
453,weekend_only,new_timing,0
454,weekend_only,old_timing,0
455,weekday_active,new_timing,0
456,weekday_active,old_timing,1
457,weekend_only,old_timing,0
458,weekend_only,old_timing,1
459,weekday_active,new_timing,0
460,weekday_active,old_timing,1
461,weekend_only,old_timing,0
462,weekday_active,new_timing,0
463,weekend_only,old_timing,1
464,weekday_active,new_timing,0
465,weekday_active,old_timing,0
466,weekday_active,new_timing,0
467,weekday_active,old_timing,0
468,weekday_active,new_timing,1
469,weekday_active,old_timing,0
470,weekday_active,old_timing,0
471,weekend_only,old_timing,0
472,weekend_only,old_timing,1
473,weekday_active,new_timing,0
474,weekday_active,new_timing,0
475,weekday_active,new_timing,0
476,weekday_active,old_timing,0
477,weekend_only,old_timing,0
478,weekday_active,new_timing,1
479,weekend_only,old_timing,0
480,weekend_only,old_timing,1
481,weekday_active,new_timing,1
482,weekend_only,new_timing,1
483,weekday_active,old_timing,0
484,weekday_active,new_timing,1
485,weekday_active,new_timing,0
486,weekend_only,old_timing,0
487,weekend_only,old_timing,0
488,weekday_active,new_timing,0
489,weekday_active,new_timing,0
490,weekday_active,new_timing,0
491,weekend_only,old_timing,0
492,weekday_active,new_timing,0
493,weekday_active,old_timing,1
494,weekday_active,new_timing,0
495,weekday_active,new_timing,0
496,weekend_only,new_timing,0
497,weekend_only,old_timing,0
498,weekday_active,new_timing,1
499,weekday_active,old_timing,0
500,weekday_active,new_timing,1
501,weekday_active,new_timing,1
502,weekday_active,new_timing,1
503,weekday_active,old_timing,0
504,weekend_only,old_timing,0
505,weekday_active,old_timing,0
506,weekend_only,old_timing,1
507,weekday_active,old_timing,0
508,weekday_active,new_timing,1
509,weekend_only,old_timing,0
510,weekday_active,old_timing,0
511,weekday_active,new_timing,0
512,weekday_active,new_timing,0
513,weekday_active,new_timing,0
514,weekday_active,old_timing,1
515,weekday_active,old_timing,0
516,weekend_only,old_timing,0
517,weekday_active,new_timing,0
518,weekend_only,old_timing,0
519,weekday_active,new_timing,1
520,weekend_only,old_timing,0
521,weekday_active,new_timing,1
522,weekend_only,old_timing,0
523,weekend_only,new_timing,0
524,weekday_active,new_timing,0
525,weekend_only,old_timing,0
526,weekday_active,new_timing,0
527,weekend_only,old_timing,0
528,weekday_active,new_timing,0
529,weekday_active,new_timing,0
530,weekday_active,new_timing,1
531,weekday_active,new_timing,1
532,weekend_only,old_timing,1
533,weekend_only,old_timing,0
534,weekday_active,new_timing,0
535,weekday_active,new_timing,0
536,weekday_active,new_timing,0
537,weekday_active,new_timing,0
538,weekend_only,old_timing,0
539,weekday_active,new_timing,0
540,weekday_active,new_timing,0
541,weekday_active,new_timing,0
542,weekday_active,new_timing,0
543,weekday_active,new_timing,0
544,weekday_active,new_timing,1
545,weekday_active,new_timing,1
546,weekend_only,old_timing,0
547,weekday_active,new_timing,1
548,weekday_active,new_timing,0
549,weekend_only,new_timing,1
550,weekday_active,new_timing,0
551,weekend_only,old_timing,0
552,weekday_active,old_timing,1
553,weekday_active,old_timing,1
554,weekend_only,old_timing,0
555,weekend_only,old_timing,0
556,weekday_active,new_timing,0
557,weekend_only,old_timing,0
558,weekend_only,old_timing,0
559,weekday_active,new_timing,0
560,weekday_active,new_timing,0
561,weekday_active,new_timing,1
562,weekday_active,new_timing,0
563,weekday_active,old_timing,0
564,weekday_active,new_timing,1
565,weekday_active,old_timing,0
566,weekend_only,old_timing,1
567,weekend_only,new_timing,0
568,weekend_only,old_timing,0
569,weekend_only,old_timing,1
570,weekday_active,new_timing,0
571,weekend_only,new_timing,0
572,weekday_active,new_timing,0
573,weekday_active,new_timing,0
574,weekday_active,new_timing,0
575,weekend_only,new_timing,0
576,weekday_active,old_timing,1
577,weekday_active,new_timing,0
578,weekday_active,new_timing,0
579,weekend_only,old_timing,1
580,weekday_active,new_timing,0
581,weekend_only,old_timing,1
582,weekday_active,new_timing,0
583,weekend_only,new_timing,0
584,weekend_only,new_timing,0
585,weekday_active,new_timing,0
586,weekday_active,new_timing,1
587,weekday_active,old_timing,0
588,weekend_only,new_timing,0
589,weekday_active,old_timing,0
590,weekend_only,old_timing,0
591,weekday_active,new_timing,0
592,weekend_only,new_timing,0
593,weekday_active,new_timing,1
594,weekend_only,old_timing,0
595,weekend_only,old_timing,0
596,weekday_active,new_timing,0
597,weekday_active,new_timing,0
598,weekend_only,old_timing,0
599,weekday_active,new_timing,1
600,weekend_only,new_timing,0
601,weekday_active,new_timing,0
602,weekday_active,new_timing,0
603,weekend_only,old_timing,1
604,weekend_only,old_timing,0
605,weekend_only,old_timing,0
606,weekday_active,new_timing,0
607,weekday_active,new_timing,1
608,weekday_active,new_timing,1
609,weekend_only,old_timing,0
610,weekday_active,new_timing,0
611,weekday_active,old_timing,0
612,weekday_active,old_timing,1
613,weekday_active,old_timing,0
614,weekday_active,new_timing,0
615,weekday_active,new_timing,0
616,weekend_only,old_timing,0
617,weekday_active,new_timing,1
618,weekday_active,new_timing,0
619,weekday_active,old_timing,1
620,weekday_active,new_timing,0
621,weekday_active,old_timing,0
622,weekend_only,new_timing,0
623,weekday_active,new_timing,1
624,weekday_active,new_timing,1
625,weekday_active,new_timing,0
626,weekday_active,old_timing,0
627,weekday_active,old_timing,1
628,weekend_only,old_timing,0
629,weekday_active,new_timing,0
630,weekday_active,old_timing,0
631,weekday_active,new_timing,0
632,weekday_active,new_timing,0
633,weekend_only,new_timing,0
634,weekday_active,old_timing,0
635,weekday_active,new_timing,1
636,weekday_active,new_timing,0
637,weekday_active,new_timing,0
638,weekday_active,old_timing,0
639,weekday_active,old_timing,1
640,weekend_only,new_timing,0
641,weekday_active,old_timing,0
642,weekday_active,old_timing,0
643,weekend_only,old_timing,0
644,weekday_active,old_timing,1
645,weekend_only,old_timing,0
646,weekday_active,old_timing,0
647,weekday_active,new_timing,1
648,weekend_only,old_timing,0
649,weekday_active,new_timing,0
650,weekend_only,old_timing,0
651,weekend_only,old_timing,1
652,weekday_active,new_timing,0
653,weekday_active,old_timing,1
654,weekday_active,new_timing,0
655,weekday_active,old_timing,0
656,weekday_active,new_timing,0
657,weekend_only,old_timing,0
658,weekend_only,new_timing,1
659,weekday_active,new_timing,0
660,weekday_active,new_timing,0
661,weekend_only,old_timing,0
662,weekday_active,old_timing,0
663,weekend_only,old_timing,0
664,weekday_active,new_timing,0
665,weekday_active,new_timing,1
666,weekday_active,new_timing,0
667,weekday_active,new_timing,0
668,weekday_active,new_timing,1
669,weekday_active,new_timing,0
670,weekend_only,old_timing,0
671,weekday_active,new_timing,0
672,weekday_active,old_timing,1
673,weekday_active,new_timing,0
674,weekend_only,old_timing,0
675,weekend_only,old_timing,0
676,weekday_active,old_timing,0
677,weekday_active,new_timing,1
678,weekday_active,new_timing,0
679,weekday_active,old_timing,1
680,weekday_active,new_timing,0
681,weekend_only,old_timing,0
682,weekday_active,old_timing,0
683,weekday_active,old_timing,0
684,weekend_only,old_timing,0
685,weekend_only,old_timing,0
686,weekend_only,old_timing,1
687,weekend_only,new_timing,0
688,weekday_active,new_timing,1
689,weekday_active,old_timing,0
690,weekday_active,new_timing,0
691,weekday_active,old_timing,0
692,weekday_active,old_timing,0
693,weekend_only,old_timing,0
694,weekday_active,old_timing,1
695,weekday_active,new_timing,0
696,weekday_active,old_timing,0
697,weekday_active,new_timing,0
698,weekend_only,old_timing,0
699,weekday_active,old_timing,0
700,weekend_only,old_timing,0
701,weekday_active,new_timing,0
702,weekday_active,new_timing,0
703,weekday_active,new_timing,0
704,weekend_only,old_timing,0
705,weekday_active,new_timing,0
706,weekday_active,new_timing,0
707,weekend_only,new_timing,0
708,weekday_active,old_timing,0
709,weekend_only,old_timing,1
710,weekday_active,new_timing,0
711,weekday_active,new_timing,0
712,weekday_active,new_timing,0
713,weekday_active,old_timing,1
714,weekday_active,old_timing,1
715,weekend_only,new_timing,0
716,weekday_active,new_timing,1
717,weekday_active,old_timing,1
718,weekend_only,old_timing,0
719,weekday_active,new_timing,0
720,weekday_active,new_timing,1
721,weekday_active,new_timing,0
722,weekday_active,new_timing,1
723,weekend_only,old_timing,0
724,weekend_only,old_timing,0
725,weekday_active,old_timing,0
726,weekday_active,new_timing,0
727,weekend_only,old_timing,0
728,weekend_only,old_timing,1
729,weekday_active,new_timing,1
730,weekday_active,new_timing,0
731,weekday_active,new_timing,0
732,weekday_active,old_timing,0
733,weekend_only,new_timing,0
734,weekend_only,new_timing,0
735,weekday_active,new_timing,0
736,weekday_active,new_timing,0
737,weekday_active,old_timing,0
738,weekend_only,old_timing,0
739,weekday_active,new_timing,0
740,weekday_active,new_timing,0
741,weekend_only,new_timing,0
742,weekend_only,new_timing,0
743,weekend_only,new_timing,1
744,weekday_active,new_timing,1
745,weekday_active,new_timing,1
746,weekday_active,new_timing,0
747,weekday_active,new_timing,0
748,weekend_only,new_timing,0
749,weekday_active,new_timing,0
750,weekday_active,new_timing,1
751,weekday_active,new_timing,1
752,weekday_active,old_timing,0
753,weekday_active,new_timing,0
754,weekend_only,new_timing,1
755,weekend_only,new_timing,1
756,weekday_active,new_timing,0
757,weekend_only,old_timing,0
758,weekday_active,new_timing,1
759,weekend_only,new_timing,0
760,weekday_active,old_timing,0
761,weekday_active,new_timing,0
762,weekday_active,new_timing,0
763,weekday_active,new_timing,0
764,weekend_only,new_timing,0
765,weekday_active,old_timing,1
766,weekday_active,new_timing,0
767,weekday_active,old_timing,0
768,weekend_only,new_timing,1
769,weekday_active,new_timing,0
770,weekend_only,old_timing,1
771,weekday_active,new_timing,1
772,weekday_active,old_timing,0
773,weekday_active,old_timing,1
774,weekday_active,new_timing,0
775,weekday_active,old_timing,1
776,weekday_active,new_timing,0
777,weekday_active,old_timing,1
778,weekday_active,new_timing,0
779,weekend_only,old_timing,0
780,weekend_only,old_timing,0
781,weekday_active,old_timing,1
782,weekday_active,new_timing,1
783,weekday_active,old_timing,0
784,weekend_only,new_timing,0
785,weekday_active,old_timing,1
786,weekday_active,new_timing,1
787,weekend_only,old_timing,0
788,weekday_active,old_timing,1
789,weekday_active,new_timing,0
790,weekend_only,old_timing,0
791,weekday_active,new_timing,0
792,weekday_active,old_timing,0
793,weekday_active,new_timing,0
794,weekday_active,new_timing,1
795,weekday_active,old_timing,1
796,weekday_active,new_timing,0
797,weekday_active,new_timing,0
798,weekend_only,old_timing,0
799,weekend_only,old_timing,1
800,weekend_only,new_timing,1
801,weekend_only,old_timing,0
802,weekday_active,old_timing,1
803,weekday_active,new_timing,1
804,weekday_active,new_timing,0
805,weekday_active,old_timing,0
806,weekday_active,new_timing,0
807,weekday_active,new_timing,0
808,weekend_only,old_timing,0
809,weekend_only,old_timing,0
810,weekday_active,new_timing,1
811,weekend_only,old_timing,0
812,weekday_active,new_timing,0
813,weekday_active,old_timing,0
814,weekday_active,old_timing,0
815,weekday_active,old_timing,0
816,weekday_active,old_timing,0
817,weekday_active,old_timing,0
818,weekend_only,old_timing,0
819,weekday_active,old_timing,0
820,weekday_active,new_timing,0
821,weekend_only,old_timing,0
822,weekend_only,old_timing,0
823,weekday_active,new_timing,1
824,weekend_only,new_timing,0
825,weekday_active,new_timing,1
826,weekday_active,new_timing,0
827,weekday_active,old_timing,1
828,weekend_only,new_timing,0
829,weekend_only,old_timing,0
830,weekend_only,old_timing,0
831,weekday_active,new_timing,0
832,weekend_only,old_timing,0
833,weekday_active,new_timing,1
834,weekday_active,new_timing,1
835,weekend_only,old_timing,0
836,weekend_only,old_timing,1
837,weekday_active,old_timing,1
838,weekday_active,new_timing,0
839,weekday_active,new_timing,0
840,weekend_only,new_timing,0
841,weekend_only,old_timing,0
842,weekday_active,new_timing,0
843,weekday_active,new_timing,0
844,weekday_active,new_timing,0
845,weekday_active,new_timing,0
846,weekend_only,old_timing,0
847,weekend_only,old_timing,0
848,weekday_active,old_timing,0
849,weekday_active,new_timing,1
850,weekend_only,old_timing,0
851,weekday_active,new_timing,0
852,weekend_only,old_timing,0
853,weekday_active,new_timing,0
854,weekend_only,old_timing,0
855,weekday_active,new_timing,0
856,weekday_active,new_timing,1
857,weekday_active,new_timing,0
858,weekday_active,new_timing,0
859,weekday_active,old_timing,0
860,weekend_only,new_timing,1
861,weekday_active,new_timing,1
862,weekday_active,new_timing,1
863,weekend_only,old_timing,0
864,weekday_active,new_timing,0
865,weekend_only,old_timing,0
866,weekday_active,new_timing,0
867,weekday_active,new_timing,0
868,weekend_only,new_timing,0
869,weekday_active,new_timing,1
870,weekend_only,new_timing,0
871,weekend_only,old_timing,0
872,weekend_only,old_timing,0
873,weekend_only,old_timing,0
874,weekend_only,old_timing,0
875,weekday_active,new_timing,0
876,weekend_only,old_timing,0
877,weekend_only,old_timing,1
878,weekend_only,old_timing,0
879,weekday_active,new_timing,0
880,weekday_active,new_timing,0
881,weekday_active,old_timing,1
882,weekday_active,old_timing,1
883,weekend_only,old_timing,0
884,weekday_active,old_timing,1
885,weekend_only,new_timing,0
886,weekday_active,old_timing,1
887,weekday_active,new_timing,0
888,weekday_active,old_timing,0
889,weekday_active,old_timing,0
890,weekday_active,new_timing,1
891,weekday_active,new_timing,0
892,weekday_active,new_timing,0
893,weekday_active,old_timing,0
894,weekend_only,old_timing,0
895,weekday_active,old_timing,1
896,weekday_active,old_timing,0
897,weekend_only,new_timing,1
898,weekday_active,new_timing,1
899,weekend_only,old_timing,0
900,weekday_active,old_timing,0
901,weekday_active,new_timing,1
902,weekend_only,old_timing,0
903,weekday_active,new_timing,0
904,weekday_active,new_timing,1
905,weekday_active,new_timing,0
906,weekday_active,old_timing,0
907,weekend_only,old_timing,0
908,weekday_active,new_timing,0
909,weekend_only,old_timing,0
910,weekend_only,old_timing,0
911,weekend_only,old_timing,0
912,weekend_only,old_timing,0
913,weekend_only,old_timing,1
914,weekday_active,new_timing,1
915,weekday_active,new_timing,0
916,weekday_active,new_timing,0
917,weekend_only,old_timing,0
918,weekday_active,old_timing,0
919,weekday_active,new_timing,1
920,weekend_only,old_timing,0
921,weekday_active,old_timing,0
922,weekend_only,new_timing,0
923,weekday_active,new_timing,0
924,weekend_only,old_timing,1
925,weekday_active,new_timing,0
926,weekday_active,new_timing,1
927,weekday_active,new_timing,0
928,weekend_only,old_timing,0
929,weekday_active,new_timing,0
930,weekday_active,new_timing,0
931,weekday_active,old_timing,0
