order_id,order_date,customer_segment,channel,order_value
131,2025-10-11,returning,web,37.8
132,2025-03-20,returning,marketplace,108.24
133,2025-01-27,new,app,87.17
134,2024-10-21,new,marketplace,48.21
135,2025-07-31,new,app,88.43
136,2024-04-03,new,web,78.16
137,2024-02-18,returning,marketplace,66.29
138,2025-07-24,returning,marketplace,31.33
139,2024-10-23,returning,marketplace,35.44
140,2025-05-22,returning,web,76.99
141,2025-08-22,returning,app,92.14
142,2024-12-04,returning,web,39.66
143,2025-03-03,new,marketplace,41.09
144,2025-05-16,new,app,37.36
145,2024-11-04,new,web,105.99
146,2025-11-23,vip,marketplace,56.28
147,2024-11-04,returning,web,61.85
148,2024-10-02,new,app,71.28
149,2024-07-12,returning,marketplace,56.55
150,2024-07-20,new,marketplace,76.67
151,2024-12-02,returning,marketplace,127.61
152,2024-06-09,new,app,101.82
153,2025-09-19,returning,marketplace,69.53
154,2024-08-12,new,app,67.3
155,2025-06-22,returning,app,98.28
156,2025-01-03,new,web,49.96
157,2024-11-12,new,app,64.73
158,2025-11-20,new,marketplace,29.15
159,2024-12-29,returning,web,54.23
160,2024-03-30,returning,marketplace,48.24
161,2025-11-30,returning,app,63.35
162,2024-01-05,new,app,36.3
163,2025-11-01,vip,web,38.09
164,2024-11-07,returning,marketplace,42.74
165,2025-05-27,vip,web,60.03
166,2025-07-21,new,web,58.23
167,2024-10-23,returning,app,56.75
168,2024-05-02,new,app,81.2
169,2025-02-09,new,app,53.33
170,2025-12-03,vip,app,68.34
171,2024-12-05,returning,marketplace,24.13
172,2025-07-11,vip,marketplace,158.05
173,2024-05-18,new,web,49.69
174,2024-09-22,new,app,59.88
175,2025-08-26,new,marketplace,76.77
176,2024-05-25,returning,marketplace,68.86
177,2025-03-07,vip,web,85.9
178,2025-05-03,returning,marketplace,35.52
179,2024-01-21,vip,web,40.73
180,2024-11-21,returning,marketplace,83.25
181,2025-12-31,new,marketplace,112.33
182,2024-03-22,returning,marketplace,54.55
183,2024-10-06,vip,app,58.11
184,2025-10-30,returning,app,46.24
185,2024-09-26,returning,marketplace,52.43
186,2024-06-25,returning,marketplace,43.1
187,2025-01-14,new,marketplace,46.59
188,2025-12-14,new,web,32.89
189,2024-06-28,new,marketplace,75.43
190,2024-12-02,returning,app,147.01
191,2025-11-19,returning,web,46.43
192,2025-01-08,returning,app,30.06
193,2024-06-21,returning,web,42.3
194,2024-11-10,returning,app,68.42
195,2024-08-16,new,web,60.93
196,2024-12-06,new,app,27.75
197,2025-02-06,new,marketplace,49.79
198,2025-01-18,new,marketplace,85.73
199,2024-08-03,new,app,71.5
200,2025-09-09,returning,web,48.34
201,2024-01-08,vip,app,32.58
202,2024-10-26,new,app,26.07
203,2025-07-02,new,web,36.72
204,2024-01-31,returning,web,86.12
205,2024-05-06,returning,marketplace,91.41
206,2024-05-13,returning,web,107.51
207,2024-12-26,returning,app,73.46
208,2024-06-15,new,web,57.53
209,2024-10-29,returning,app,49.47
210,2024-06-28,returning,marketplace,40.74
211,2025-10-14,new,web,114.42
212,2025-02-16,returning,web,92.79
213,2024-07-18,new,app,82.72
214,2024-10-11,new,marketplace,71.01
215,2024-10-27,new,marketplace,35.86
216,2024-12-05,new,app,141.66
217,2024-12-22,returning,web,50.85
218,2025-04-23,returning,app,45.24
219,2025-01-12,new,marketplace,55.23
220,2025-12-17,vip,app,55.9
221,2025-10-27,new,web,94.3
222,2025-05-13,new,web,64.4
223,2025-05-09,returning,app,27.11
224,2025-05-19,returning,app,49.01
225,2025-08-07,returning,marketplace,103.13
226,2024-03-23,returning,app,152.59
227,2025-12-27,new,app,49.69
228,2024-01-29,new,marketplace,121.17
229,2025-08-04,returning,web,26.26
230,2025-11-19,returning,web,35.5
231,2025-02-05,returning,web,49.0
232,2025-07-19,new,app,58.62
233,2025-02-20,returning,web,66.11
234,2024-02-05,new,app,61.36
235,2025-11-10,new,marketplace,150.5
236,2024-05-10,returning,app,51.34
237,2025-10-12,new,app,47.63
238,2025-04-12,vip,marketplace,45.88
239,2024-05-26,returning,marketplace,56.56
240,2024-11-18,returning,web,65.17
241,2025-04-06,new,web,57.72
242,2024-10-23,returning,web,37.21
243,2024-09-07,new,marketplace,64.5
244,2025-05-19,returning,app,82.85
245,2024-07-08,new,marketplace,104.53
246,2025-06-26,new,marketplace,38.09
247,2024-12-09,returning,marketplace,74.16
248,2024-06-25,vip,web,133.66
249,2025-08-16,returning,app,86.22
250,2024-02-11,returning,web,63.79
251,2025-08-19,new,app,47.13
252,2025-03-01,new,marketplace,35.06
253,2024-01-14,vip,marketplace,28.55
254,2025-05-14,returning,app,44.36
255,2024-12-12,new,marketplace,84.57
256,2024-05-11,new,app,97.75
257,2025-05-19,new,app,68.24
258,2025-01-27,vip,marketplace,73.29
259,2025-12-18,returning,marketplace,46.95
260,2025-07-05,returning,marketplace,40.15
261,2025-03-26,returning,web,31.87
262,2024-03-15,returning,marketplace,32.03
263,2025-11-17,new,web,76.21
264,2025-01-14,returning,app,54.24
265,2025-09-26,new,marketplace,44.41
266,2024-08-25,new,marketplace,116.63
267,2024-09-09,vip,marketplace,51.7
268,2024-10-07,new,web,74.05
269,2024-09-04,returning,marketplace,57.62
270,2025-12-03,new,web,43.72
271,2025-03-11,new,marketplace,103.45
272,2025-04-01,returning,marketplace,51.92
273,2025-11-13,new,marketplace,111.12
274,2024-12-08,vip,app,58.82
275,2025-11-15,new,marketplace,64.37
276,2025-11-14,new,web,32.3
277,2025-10-20,new,marketplace,98.3
278,2025-09-11,new,marketplace,51.94
279,2024-05-11,returning,app,96.5
280,2024-02-12,returning,marketplace,28.98
281,2025-03-18,vip,web,47.31
282,2024-09-02,new,marketplace,63.29
283,2024-01-12,new,app,46.87
284,2025-09-05,returning,app,40.3
285,2024-10-01,returning,marketplace,97.63
286,2024-05-15,new,web,63.12
287,2024-12-01,returning,app,46.76
288,2024-04-12,returning,web,84.78
289,2025-09-07,returning,marketplace,85.14
290,2025-12-18,new,marketplace,67.25
291,2024-06-02,returning,web,53.05
292,2024-09-28,new,web,61.25
293,2024-01-27,new,web,66.17
294,2024-09-10,vip,web,33.68
295,2025-08-07,new,app,38.93
296,2025-05-17,vip,web,44.16
297,2024-09-24,new,web,100.1
298,2025-12-25,returning,app,52.94
299,2024-06-12,vip,app,53.64
300,2024-09-06,returning,marketplace,78.46
301,2025-09-03,returning,web,52.19
302,2025-06-18,returning,web,37.88
303,2025-12-05,returning,marketplace,72.13
304,2024-12-28,vip,web,68.01
305,2024-06-08,returning,marketplace,63.13
306,2025-11-19,new,app,115.34
307,2025-05-31,new,marketplace,55.41
308,2025-08-12,new,web,63.82
309,2025-03-16,new,marketplace,43.12
310,2025-02-26,new,marketplace,77.39
311,2025-01-13,new,web,44.37
312,2025-01-28,vip,web,69.89
313,2025-07-07,returning,app,30.59
314,2025-08-14,returning,app,53.91
315,2024-05-25,new,web,42.33
316,2024-03-02,vip,app,83.09
317,2024-04-13,vip,marketplace,48.71
318,2024-11-12,returning,app,24.15
319,2025-05-27,new,marketplace,58.8
320,2024-07-09,new,web,108.01
321,2025-12-13,new,web,41.8
322,2025-08-06,vip,marketplace,71.52
323,2025-03-05,returning,app,65.58
324,2024-05-17,returning,web,63.95
325,2025-12-22,new,marketplace,68.32
326,2025-12-07,new,app,40.05
327,2024-08-22,new,marketplace,84.71
328,2025-12-07,vip,web,127.05
329,2025-06-17,returning,web,32.49
330,2024-10-01,vip,web,48.5
331,2025-01-23,new,marketplace,33.71
332,2025-05-23,new,web,41.82
333,2024-12-07,new,web,71.14
334,2025-08-29,returning,app,80.58
335,2025-08-25,vip,web,60.1
336,2024-11-25,returning,marketplace,88.65
337,2025-08-03,new,web,46.5
338,2025-09-25,returning,marketplace,39.91
339,2025-04-22,vip,app,76.5
340,2024-07-03,vip,app,38.57
341,2024-02-23,returning,web,55.45
342,2024-08-24,new,marketplace,145.39
343,2024-01-13,new,app,35.28
344,2025-12-15,new,web,109.19
345,2024-11-29,returning,web,82.19
346,2024-03-20,new,marketplace,59.33
347,2024-05-16,new,marketplace,93.22
348,2024-05-25,returning,app,55.99
349,2025-04-07,new,marketplace,44.97
350,2024-11-26,returning,web,51.03
351,2024-08-16,returning,web,63.35
352,2025-12-24,new,web,77.59
353,2024-05-13,new,marketplace,126.62
354,2025-04-16,returning,web,87.77
355,2024-01-12,new,app,66.01
356,2025-12-08,returning,app,217.65
357,2024-08-15,vip,web,32.8
358,2024-05-03,new,app,55.2
359,2025-07-17,returning,app,40.38
360,2025-03-18,returning,app,51.19
361,2024-06-22,new,marketplace,63.98
362,2025-09-18,new,web,64.69
363,2025-10-12,new,web,65.74
364,2025-06-13,returning,web,60.7
365,2024-09-30,returning,marketplace,43.56
366,2024-06-25,new,marketplace,63.39
367,2024-12-24,new,web,38.85
368,2025-01-23,returning,app,61.46
369,2024-02-12,returning,app,23.44
370,2024-07-31,new,web,108.2
371,2024-12-06,new,marketplace,49.57
372,2025-02-18,returning,marketplace,90.36
373,2024-12-13,returning,app,52.71
374,2024-01-27,returning,marketplace,49.76
375,2024-01-05,vip,web,55.11
376,2025-07-30,new,app,50.56
377,2025-08-03,returning,app,83.55
378,2025-12-06,new,web,186.31
379,2025-02-21,returning,app,67.64
380,2024-12-18,new,web,49.12
381,2025-03-04,new,marketplace,48.68
382,2024-05-06,new,marketplace,43.39
383,2025-07-15,new,marketplace,35.79
384,2025-03-26,returning,app,73.94
385,2024-09-10,new,app,74.85
386,2025-02-02,vip,app,88.45
387,2024-01-17,new,app,98.8
388,2025-05-06,new,web,57.13
389,2025-11-18,new,app,35.68
390,2024-06-01,new,web,96.81
391,2025-08-06,returning,web,85.81
392,2025-06-03,returning,web,50.62
393,2025-08-29,returning,marketplace,42.4
394,2024-03-07,returning,web,33.74
395,2024-10-25,returning,web,49.45
396,2025-10-01,new,marketplace,64.15
397,2024-05-24,returning,marketplace,140.12
398,2025-01-04,vip,app,83.88
399,2025-04-07,vip,web,94.71
400,2024-11-01,new,web,65.72
401,2024-02-10,vip,web,87.15
402,2025-12-18,new,marketplace,93.86
403,2025-12-30,returning,web,138.28
404,2025-10-31,vip,marketplace,53.85
405,2025-11-05,vip,app,63.84
406,2025-03-07,new,web,49.92
407,2024-11-01,returning,marketplace,53.38
408,2025-03-08,returning,web,51.85
409,2024-01-30,vip,app,78.08
410,2025-04-04,vip,marketplace,49.07
411,2025-06-07,returning,web,37.4
412,2024-05-19,returning,marketplace,44.06
413,2024-01-28,returning,marketplace,49.62
414,2025-09-03,returning,marketplace,49.18
415,2025-11-27,new,web,102.94
416,2025-04-30,new,web,31.73
417,2024-03-27,vip,marketplace,57.84
418,2025-12-13,returning,app,87.08
419,2025-01-10,new,marketplace,56.63
420,2025-07-08,vip,web,67.43
421,2025-08-16,returning,marketplace,66.55
422,2024-02-08,vip,app,80.38
423,2024-07-14,new,marketplace,75.27
424,2024-09-27,returning,web,56.76
425,2024-06-21,new,web,74.84
426,2025-03-09,returning,web,34.79
427,2025-02-14,returning,web,59.44
428,2025-01-07,new,app,51.17
429,2025-01-17,new,app,98.81
430,2025-11-30,returning,marketplace,45.05
431,2024-10-19,returning,app,37.78
432,2025-12-03,new,web,42.71
433,2024-04-02,returning,app,79.56
434,2025-01-13,new,web,99.9
435,2025-08-28,vip,app,59.24
436,2025-11-20,returning,app,61.89
437,2025-10-06,returning,marketplace,69.93
438,2025-08-13,returning,app,94.96
439,2025-12-29,vip,app,138.15
440,2025-11-23,new,app,55.79
441,2024-04-05,new,app,45.75
442,2025-10-09,new,web,41.27
443,2025-08-17,new,app,43.6
444,2025-09-27,new,web,51.81
445,2024-06-07,new,app,95.4
446,2024-01-27,new,marketplace,49.91
447,2025-05-02,new,marketplace,65.3
448,2025-01-03,new,marketplace,67.94
449,2025-12-18,new,web,85.9
450,2025-03-31,new,app,75.14
451,2024-03-25,new,web,36.84
452,2024-10-07,vip,web,54.69
453,2024-05-18,new,marketplace,242.74
454,2024-12-25,returning,web,88.51
455,2024-08-28,returning,app,74.66
456,2024-02-13,new,web,34.83
457,2024-09-30,vip,marketplace,52.9
458,2025-02-16,new,app,63.18
459,2025-01-25,returning,web,82.04
460,2025-07-22,returning,web,155.22
461,2024-12-09,returning,app,30.32
462,2025-09-24,new,marketplace,161.8
463,2025-12-28,new,web,28.9
464,2025-10-21,returning,web,105.18
465,2025-11-13,new,app,69.01
466,2024-07-31,new,marketplace,51.15
467,2024-02-08,vip,app,30.18
468,2025-05-31,new,marketplace,45.37
469,2025-08-02,new,marketplace,34.4
470,2025-04-26,returning,web,40.62
471,2024-03-29,new,marketplace,99.06
472,2025-12-08,returning,marketplace,61.42
473,2024-01-20,new,web,81.6
474,2025-12-20,new,web,79.0
475,2025-07-28,new,web,26.78
476,2025-07-22,new,web,50.87
477,2025-05-30,returning,app,120.72
478,2024-04-14,new,marketplace,67.41
479,2025-11-25,returning,app,29.37
480,2025-08-18,returning,app,74.45
481,2024-07-18,new,web,47.28
482,2024-10-06,returning,marketplace,134.71
483,2024-06-19,returning,marketplace,71.79
484,2024-11-21,returning,app,50.1
485,2025-02-09,returning,marketplace,79.59
486,2024-01-25,new,marketplace,107.73
487,2025-11-02,new,app,50.96
488,2024-08-28,new,marketplace,53.27
489,2024-12-20,returning,web,70.1
490,2024-11-08,vip,marketplace,27.24
491,2025-01-28,new,app,56.29
492,2025-02-07,vip,marketplace,43.68
493,2025-06-10,new,marketplace,32.85
494,2025-08-23,new,web,36.31
495,2024-07-06,returning,marketplace,67.35
496,2025-07-12,vip,app,53.87
497,2024-12-09,vip,web,62.14
498,2024-11-16,new,web,54.02
499,2024-12-07,vip,app,45.16
500,2025-01-29,new,web,73.48
501,2025-01-24,new,app,37.14
502,2025-10-26,returning,app,32.16
503,2024-02-02,returning,web,21.87
504,2024-04-13,returning,web,63.9
505,2025-12-15,returning,web,42.01
506,2024-06-17,returning,app,52.18
507,2024-08-22,new,app,56.67
508,2025-06-07,new,app,72.52
509,2025-05-10,new,marketplace,60.04
510,2025-10-15,new,app,61.85
511,2025-04-03,new,web,48.17
512,2025-07-04,returning,web,35.77
513,2024-04-21,new,app,74.95
514,2024-07-15,new,marketplace,117.15
515,2024-01-06,new,marketplace,77.22
516,2025-01-19,new,marketplace,61.93
517,2025-09-15,returning,marketplace,55.19
518,2025-11-19,vip,marketplace,69.87
519,2025-12-08,new,marketplace,131.61
520,2024-03-28,new,marketplace,86.5
521,2025-01-07,returning,app,53.09
522,2025-04-21,returning,app,112.43
523,2024-12-13,new,app,52.97
524,2025-12-27,returning,marketplace,25.92
525,2025-12-11,new,app,68.92
526,2024-07-01,new,marketplace,33.9
527,2024-07-09,new,marketplace,72.84
528,2024-09-22,new,web,45.49
529,2024-07-17,returning,app,36.25
530,2024-07-27,vip,web,68.25
531,2025-11-06,returning,marketplace,87.77
532,2025-04-14,returning,marketplace,99.58
533,2025-08-23,returning,web,85.68
534,2024-02-05,vip,marketplace,56.08
535,2024-10-06,returning,marketplace,72.52
536,2025-10-18,new,web,41.15
537,2025-12-12,returning,app,48.14
538,2025-07-15,returning,app,136.67
539,2025-01-03,new,web,63.2
540,2024-06-29,new,web,74.77
541,2024-12-27,returning,app,52.79
542,2025-12-20,returning,web,61.3
543,2025-04-25,returning,marketplace,94.1
544,2024-07-12,returning,marketplace,103.38
545,2024-12-05,new,web,78.88
546,2025-05-18,new,app,40.6
547,2025-01-29,new,app,38.11
548,2025-03-27,new,web,49.96
549,2025-08-31,new,app,55.57
550,2024-06-21,returning,app,54.55
551,2024-10-14,new,web,57.82
552,2025-09-20,returning,web,54.83
553,2024-12-10,new,web,63.32
554,2025-11-25,new,marketplace,79.71
555,2025-03-13,returning,marketplace,68.59
556,2025-04-05,returning,web,37.85
557,2024-11-12,returning,marketplace,71.64
558,2024-03-10,returning,web,166.63
559,2025-02-13,returning,marketplace,64.43
560,2024-02-17,returning,marketplace,79.09
561,2025-02-11,returning,marketplace,149.01
562,2024-03-01,returning,marketplace,70.51
563,2025-06-23,returning,app,31.04
564,2025-09-13,returning,marketplace,31.65
565,2024-11-12,returning,web,70.14
566,2024-10-24,new,web,38.11
567,2025-03-31,new,web,38.13
568,2025-12-30,new,app,49.64
569,2024-12-18,returning,marketplace,33.23
570,2024-12-09,returning,web,42.57
571,2024-01-31,returning,marketplace,38.36
572,2025-03-28,new,web,47.48
573,2024-01-24,returning,app,29.65
574,2025-12-02,returning,marketplace,60.73
575,2024-07-23,new,web,39.0
576,2024-08-03,returning,marketplace,89.72
577,2024-09-27,returning,app,118.38
578,2024-01-20,returning,web,66.77
579,2025-07-22,new,web,58.43
580,2024-02-11,new,app,159.88
581,2024-09-07,returning,web,55.9
582,2024-12-11,new,web,54.14
583,2025-07-08,new,web,64.89
584,2025-06-11,returning,app,92.65
585,2024-04-22,returning,web,46.11
586,2025-11-09,new,web,54.4
587,2025-09-02,new,web,65.12
588,2024-04-03,returning,web,56.58
589,2025-04-02,vip,marketplace,47.27
590,2024-07-24,returning,marketplace,77.58
591,2024-05-05,vip,app,43.69
592,2025-01-06,new,marketplace,74.83
593,2025-06-09,returning,app,48.6
594,2024-04-12,returning,web,53.25
595,2025-01-13,returning,marketplace,47.82
596,2024-11-11,returning,web,40.14
597,2024-10-08,new,web,31.89
598,2025-12-16,new,web,33.85
599,2025-08-18,returning,marketplace,94.88
600,2024-09-06,returning,marketplace,46.66
601,2025-01-21,returning,marketplace,96.82
602,2024-11-07,vip,web,74.13
603,2024-06-16,new,marketplace,26.8
604,2024-11-26,new,marketplace,36.86
605,2025-08-13,returning,marketplace,51.37
606,2024-07-11,returning,marketplace,40.46
607,2025-09-25,returning,web,73.43
608,2025-06-10,new,web,59.1
609,2025-06-14,returning,app,83.99
610,2025-08-26,returning,marketplace,169.28
611,2025-01-04,new,app,75.52
612,2024-06-10,new,app,26.02
613,2024-05-19,new,web,84.63
614,2025-01-18,new,marketplace,67.15
615,2024-10-16,returning,web,124.13
616,2024-12-11,returning,marketplace,40.94
617,2025-01-01,vip,marketplace,98.34
618,2025-02-11,vip,marketplace,31.87
619,2024-05-15,new,marketplace,73.96
620,2024-08-21,returning,web,42.67
621,2025-12-02,returning,web,132.02
622,2024-03-05,vip,marketplace,59.8
623,2024-07-15,returning,web,48.3
624,2024-12-28,new,marketplace,42.65
625,2025-08-31,new,app,43.4
626,2024-01-20,new,web,58.96
627,2025-04-18,new,app,59.12
628,2025-11-23,returning,app,36.52
629,2024-10-15,new,app,77.59
630,2025-09-27,returning,app,82.11
631,2025-06-28,new,marketplace,120.0
632,2024-09-03,new,app,47.55
633,2024-02-01,returning,web,31.9
634,2024-07-18,new,web,59.56
635,2024-05-08,returning,web,66.74
636,2024-05-02,new,app,42.1
637,2024-07-13,new,app,95.38
638,2025-11-29,new,app,97.65
639,2025-05-18,new,marketplace,38.77
640,2024-08-14,returning,app,44.91
641,2024-12-23,returning,app,72.47
642,2024-07-17,vip,marketplace,65.15
643,2024-11-23,returning,marketplace,47.49
644,2025-02-25,returning,marketplace,54.77
645,2024-05-27,new,web,80.4
646,2024-09-29,returning,app,63.68
647,2024-07-05,new,web,194.88
648,2024-05-25,new,web,39.87
649,2025-08-06,returning,app,34.79
650,2025-05-14,new,web,69.1
651,2024-03-31,new,app,88.1
652,2024-03-15,new,app,62.32
653,2024-06-02,returning,web,67.54
654,2025-08-12,vip,app,71.56
655,2024-11-24,new,marketplace,45.38
656,2024-05-26,new,marketplace,82.2
657,2025-12-30,new,web,132.83
658,2024-03-03,new,web,44.68
659,2024-04-12,returning,app,59.44
660,2024-12-15,new,app,61.01
661,2025-06-25,new,marketplace,131.91
662,2024-07-04,returning,marketplace,66.62
663,2024-04-27,new,marketplace,71.07
664,2024-04-30,new,app,30.28
665,2024-11-18,new,app,73.28
666,2025-12-20,new,app,69.7
667,2025-05-06,returning,web,93.83
668,2025-03-01,returning,marketplace,39.63
669,2024-08-09,vip,app,44.55
670,2025-04-17,new,marketplace,61.01
671,2025-02-10,vip,marketplace,35.25
672,2024-05-17,new,marketplace,56.2
673,2025-11-24,new,marketplace,86.59
674,2024-11-20,new,app,67.11
675,2024-11-23,new,app,65.85
676,2025-04-13,returning,web,54.19
677,2024-04-07,returning,app,56.52
678,2024-03-07,returning,web,52.45
679,2025-06-23,new,app,74.34
680,2025-10-24,returning,marketplace,48.28
681,2024-07-26,new,app,93.95
682,2025-04-30,returning,web,33.49
683,2024-09-06,new,marketplace,64.87
684,2024-01-15,new,marketplace,64.97
685,2024-09-06,returning,marketplace,43.36
686,2025-12-30,returning,web,98.33
687,2025-09-09,new,app,102.27
688,2025-06-11,returning,app,56.61
689,2025-11-16,new,marketplace,53.11
690,2025-12-20,new,web,61.84
691,2024-02-21,new,web,76.62
692,2024-04-25,returning,app,48.62
693,2024-04-03,returning,marketplace,76.44
694,2024-12-07,new,app,44.58
695,2025-03-23,vip,marketplace,52.48
696,2025-07-27,new,app,55.04
697,2025-03-27,returning,app,112.94
698,2025-07-01,new,marketplace,40.26
699,2025-04-08,returning,marketplace,47.32
700,2025-06-03,vip,marketplace,83.48
701,2025-01-31,new,app,61.65
702,2024-11-20,new,web,40.66
703,2025-06-26,returning,marketplace,130.89
704,2025-04-09,returning,web,52.69
705,2024-12-18,returning,web,95.27
706,2024-09-07,returning,app,74.67
707,2024-11-29,new,app,33.98
708,2025-12-10,returning,app,42.9
709,2024-07-07,returning,app,43.49
710,2024-04-27,new,marketplace,51.54
711,2024-04-14,new,marketplace,49.83
712,2024-05-15,returning,marketplace,53.62
713,2025-04-13,returning,web,52.27
714,2024-11-29,returning,marketplace,46.81
715,2024-04-28,returning,marketplace,60.64
716,2024-05-09,new,web,60.81
717,2025-11-25,new,app,35.59
718,2024-07-12,new,web,41.77
719,2025-01-13,new,app,64.83
720,2025-09-19,returning,web,62.09
721,2025-10-29,new,marketplace,85.73
722,2024-12-07,new,marketplace,47.47
723,2024-12-02,vip,marketplace,63.73
724,2025-01-31,returning,marketplace,45.43
725,2024-09-22,new,web,118.85
726,2024-06-03,returning,web,68.31
727,2024-04-04,new,app,118.81
728,2025-12-06,new,web,69.03
729,2024-12-06,new,web,66.26
730,2025-05-28,new,marketplace,61.17
731,2024-04-27,returning,web,54.08
732,2025-12-10,new,marketplace,57.59
733,2025-05-31,returning,web,51.73
734,2024-11-01,new,web,43.1
735,2025-04-28,new,marketplace,80.12
736,2024-06-26,returning,web,101.76
737,2024-01-19,vip,web,116.96
738,2025-01-04,new,marketplace,37.45
739,2024-01-21,new,web,58.01
740,2024-12-17,returning,marketplace,54.05
741,2024-11-10,new,marketplace,56.12
742,2024-11-07,new,web,39.62
743,2024-12-18,new,app,71.17
744,2025-11-24,vip,marketplace,42.61
745,2024-10-21,new,marketplace,118.06
746,2025-01-13,vip,app,86.12
747,2024-12-09,returning,app,67.94
748,2025-11-19,new,app,131.31
749,2024-03-25,vip,marketplace,62.17
