order_id,period,arm,on_time_in_full
100,holiday_surge,heuristic_router,1
101,holiday_surge,rl_router,1
102,normal,heuristic_router,1
103,normal,heuristic_router,1
104,normal,heuristic_router,1
105,holiday_surge,heuristic_router,0
106,holiday_surge,rl_router,1
107,holiday_surge,heuristic_router,1
108,normal,heuristic_router,1
109,holiday_surge,rl_router,1
110,holiday_surge,heuristic_router,1
111,normal,heuristic_router,1
112,normal,heuristic_router,1
113,normal,rl_router,1
114,holiday_surge,rl_router,0
115,holiday_surge,rl_router,0
116,normal,rl_router,1
117,normal,heuristic_router,1
118,normal,rl_router,1
119,normal,rl_router,1
120,normal,heuristic_router,1
121,normal,heuristic_router,1
122,normal,rl_router,1
123,normal,heuristic_router,0
124,holiday_surge,rl_router,1
125,normal,rl_router,0
126,normal,heuristic_router,1
127,normal,rl_router,1
128,normal,rl_router,1
129,normal,heuristic_router,1
130,normal,heuristic_router,1
131,normal,rl_router,1
132,normal,heuristic_router,1
133,holiday_surge,rl_router,1
134,normal,heuristic_router,1
135,holiday_surge,rl_router,1
136,normal,heuristic_router,1
137,normal,rl_router,1
138,normal,heuristic_router,1
139,normal,rl_router,1
140,normal,heuristic_router,1
141,normal,heuristic_router,1
142,normal,heuristic_router,0
143,holiday_surge,rl_router,1
144,holiday_surge,rl_router,1
145,holiday_surge,heuristic_router,1
146,holiday_surge,rl_router,1
147,normal,rl_router,1
148,normal,heuristic_router,1
149,normal,heuristic_router,1
150,holiday_surge,rl_router,0
151,normal,heuristic_router,1
152,normal,rl_router,1
153,normal,heuristic_router,1
154,normal,rl_router,1
155,holiday_surge,heuristic_router,1
156,normal,rl_router,1
157,normal,rl_router,1
158,normal,heuristic_router,1
159,holiday_surge,rl_router,0
160,holiday_surge,heuristic_router,0
161,normal,rl_router,1
162,holiday_surge,heuristic_router,0
163,normal,rl_router,1
164,normal,rl_router,1
165,holiday_surge,rl_router,1
166,normal,rl_router,1
167,normal,heuristic_router,0
168,normal,heuristic_router,1
169,normal,rl_router,1
170,normal,rl_router,1
171,normal,heuristic_router,1
172,normal,heuristic_router,1
173,normal,rl_router,1
174,normal,heuristic_router,1
175,normal,rl_router,1
176,normal,heuristic_router,1
177,normal,heuristic_router,1
178,holiday_surge,rl_router,1
179,normal,rl_router,1
180,normal,rl_router,1
181,normal,rl_router,1
182,normal,heuristic_router,0
183,normal,heuristic_router,1
184,normal,rl_router,1
185,normal,heuristic_router,1
186,holiday_surge,heuristic_router,1
187,normal,heuristic_router,0
188,normal,heuristic_router,1
189,holiday_surge,heuristic_router,0
190,holiday_surge,heuristic_router,1
191,normal,rl_router,0
192,normal,rl_router,1
193,holiday_surge,heuristic_router,1
194,normal,heuristic_router,1
195,normal,heuristic_router,1
196,holiday_surge,rl_router,1
197,normal,heuristic_router,0
198,normal,rl_router,1
199,holiday_surge,heuristic_router,1
200,normal,rl_router,0
201,holiday_surge,heuristic_router,1
202,holiday_surge,rl_router,1
203,normal,rl_router,1
204,normal,heuristic_router,1
205,normal,rl_router,1
206,normal,rl_router,1
207,normal,heuristic_router,1
208,normal,heuristic_router,1
209,normal,heuristic_router,1
210,normal,rl_router,1
211,holiday_surge,rl_router,0
212,normal,heuristic_router,1
213,normal,heuristic_router,1
214,normal,rl_router,1
215,holiday_surge,rl_router,1
216,normal,heuristic_router,1
217,holiday_surge,rl_router,0
218,holiday_surge,heuristic_router,1
219,normal,rl_router,1
220,normal,rl_router,1
221,normal,rl_router,1
222,normal,heuristic_router,1
223,holiday_surge,heuristic_router,0
224,holiday_surge,heuristic_router,1
225,normal,rl_router,1
226,holiday_surge,rl_router,1
227,normal,heuristic_router,1
228,normal,heuristic_router,1
229,normal,heuristic_router,1
230,normal,rl_router,1
231,holiday_surge,rl_router,0
232,normal,heuristic_router,1
233,normal,rl_router,1
234,normal,rl_router,1
235,normal,heuristic_router,1
236,normal,heuristic_router,1
237,normal,heuristic_router,1
238,normal,rl_router,1
239,holiday_surge,heuristic_router,1
240,normal,rl_router,1
241,normal,rl_router,1
242,normal,rl_router,1
243,normal,rl_router,1
244,normal,rl_router,1
245,normal,heuristic_router,1
246,normal,heuristic_router,1
247,normal,rl_router,1
248,normal,heuristic_router,1
249,normal,rl_router,1
250,holiday_surge,rl_router,0
251,holiday_surge,heuristic_router,1
252,normal,rl_router,1
253,holiday_surge,rl_router,1
254,normal,heuristic_router,1
255,normal,heuristic_router,1
256,normal,rl_router,1
257,normal,heuristic_router,0
258,normal,heuristic_router,0
259,normal,rl_router,1
260,normal,heuristic_router,0
261,normal,rl_router,1
262,holiday_surge,heuristic_router,0
263,normal,rl_router,1
264,normal,heuristic_router,1
265,normal,rl_router,1
266,holiday_surge,heuristic_router,1
267,normal,heuristic_router,0
268,normal,heuristic_router,1
269,holiday_surge,heuristic_router,1
270,normal,rl_router,1
271,normal,rl_router,0
272,normal,heuristic_router,0
273,holiday_surge,rl_router,1
274,normal,rl_router,1
275,holiday_surge,rl_router,1
276,holiday_surge,heuristic_router,1
277,normal,rl_router,1
278,normal,heuristic_router,1
279,normal,rl_router,0
280,normal,rl_router,1
281,normal,rl_router,1
282,normal,heuristic_router,1
283,normal,heuristic_router,1
284,normal,rl_router,0
285,holiday_surge,rl_router,1
286,holiday_surge,rl_router,1
287,holiday_surge,rl_router,1
288,holiday_surge,heuristic_router,1
289,normal,rl_router,1
290,holiday_surge,heuristic_router,0
291,holiday_surge,heuristic_router,1
292,holiday_surge,heuristic_router,1
293,normal,heuristic_router,1
294,normal,rl_router,1
295,normal,heuristic_router,1
296,holiday_surge,rl_router,1
297,holiday_surge,heuristic_router,1
298,normal,rl_router,1
299,normal,heuristic_router,1
300,normal,heuristic_router,1
301,normal,rl_router,1
302,normal,heuristic_router,1
303,normal,heuristic_router,1
304,normal,rl_router,1
305,holiday_surge,rl_router,1
306,holiday_surge,rl_router,1
307,holiday_surge,heuristic_router,1
308,normal,heuristic_router,1
309,normal,rl_router,1
310,normal,rl_router,1
311,normal,heuristic_router,1
312,normal,rl_router,1
313,holiday_surge,rl_router,1
314,normal,heuristic_router,1
315,normal,heuristic_router,1
316,normal,rl_router,1
317,normal,rl_router,1
318,normal,heuristic_router,1
319,normal,heuristic_router,1
320,normal,heuristic_router,1
321,normal,rl_router,1
322,normal,heuristic_router,1
323,normal,heuristic_router,1
324,normal,heuristic_router,1
325,holiday_surge,heuristic_router,1
326,normal,heuristic_router,1
327,holiday_surge,rl_router,0
328,holiday_surge,rl_router,0
329,normal,heuristic_router,0
330,normal,heuristic_router,1
331,normal,heuristic_router,1
332,holiday_surge,heuristic_router,0
333,normal,rl_router,1
334,normal,rl_router,1
335,holiday_surge,rl_router,1
336,normal,rl_router,1
337,holiday_surge,heuristic_router,1
338,normal,heuristic_router,1
339,normal,rl_router,1
340,holiday_surge,heuristic_router,1
341,normal,heuristic_router,1
342,holiday_surge,heuristic_router,1
343,normal,rl_router,1
344,holiday_surge,heuristic_router,0
345,normal,heuristic_router,1
346,holiday_surge,heuristic_router,0
347,normal,heuristic_router,1
348,normal,heuristic_router,1
349,normal,rl_router,1
350,normal,rl_router,1
351,holiday_surge,heuristic_router,1
352,normal,rl_router,1
353,normal,heuristic_router,1
354,normal,heuristic_router,1
355,normal,rl_router,1
356,normal,rl_router,1
357,normal,heuristic_router,1
358,holiday_surge,heuristic_router,1
359,normal,heuristic_router,1
360,normal,rl_router,1
361,holiday_surge,heuristic_router,1
362,normal,rl_router,1
363,normal,rl_router,1
364,holiday_surge,rl_router,1
365,normal,heuristic_router,0
366,normal,rl_router,1
367,holiday_surge,heuristic_router,1
368,normal,rl_router,1
369,normal,rl_router,1
370,holiday_surge,heuristic_router,0
371,normal,heuristic_router,1
372,normal,heuristic_router,0
373,normal,heuristic_router,0
374,normal,rl_router,1
375,normal,rl_router,1
376,normal,heuristic_router,0
377,holiday_surge,rl_router,1
378,normal,rl_router,1
379,normal,rl_router,1
380,normal,heuristic_router,1
381,normal,rl_router,1
382,normal,heuristic_router,1
383,normal,heuristic_router,1
384,holiday_surge,rl_router,1
385,holiday_surge,rl_router,1
386,normal,rl_router,1
387,normal,rl_router,1
388,normal,heuristic_router,1
389,holiday_surge,rl_router,0
390,normal,heuristic_router,1
391,holiday_surge,rl_router,0
392,holiday_surge,heuristic_router,1
393,normal,rl_router,1
394,normal,heuristic_router,1
395,holiday_surge,rl_router,0
396,normal,heuristic_router,1
397,normal,heuristic_router,1
398,normal,rl_router,1
399,normal,rl_router,1
400,holiday_surge,heuristic_router,0
401,normal,rl_router,1
402,normal,rl_router,1
403,normal,rl_router,1
404,normal,heuristic_router,1
405,normal,rl_router,1
406,normal,heuristic_router,0
407,normal,heuristic_router,0
408,normal,heuristic_router,1
409,normal,rl_router,1
410,holiday_surge,heuristic_router,1
411,normal,rl_router,1
412,normal,rl_router,1
413,normal,rl_router,1
414,holiday_surge,rl_router,1
415,normal,heuristic_router,1
416,normal,rl_router,1
417,holiday_surge,rl_router,1
418,normal,rl_router,1
419,holiday_surge,heuristic_router,0
420,holiday_surge,heuristic_router,1
421,normal,rl_router,1
422,normal,heuristic_router,1
423,normal,rl_router,1
424,normal,rl_router,1
425,normal,rl_router,1
426,normal,rl_router,1
427,normal,rl_router,1
428,holiday_surge,heuristic_router,1
429,holiday_surge,heuristic_router,1
430,normal,heuristic_router,1
431,holiday_surge,heuristic_router,0
432,normal,heuristic_router,1
433,normal,heuristic_router,1
434,holiday_surge,heuristic_router,0
435,normal,heuristic_router,1
436,holiday_surge,heuristic_router,1
437,holiday_surge,heuristic_router,1
438,normal,rl_router,1
439,normal,heuristic_router,1
440,normal,rl_router,1
441,normal,heuristic_router,1
442,holiday_surge,heuristic_router,1
443,holiday_surge,rl_router,1
444,holiday_surge,rl_router,0
445,normal,rl_router,1
446,holiday_surge,heuristic_router,1
447,normal,heuristic_router,1
448,holiday_surge,rl_router,1
449,normal,rl_router,1
450,normal,rl_router,1
451,normal,rl_router,1
452,normal,heuristic_router,1
453,normal,heuristic_router,1
454,normal,rl_router,1
455,normal,rl_router,1
456,normal,rl_router,1
457,holiday_surge,rl_router,0
458,normal,rl_router,1
459,holiday_surge,heuristic_router,1
460,holiday_surge,heuristic_router,1
461,holiday_surge,heuristic_router,1
462,normal,heuristic_router,1
463,normal,rl_router,1
464,normal,rl_router,1
465,normal,heuristic_router,1
466,normal,rl_router,1
467,normal,rl_router,1
468,normal,heuristic_router,1
469,normal,heuristic_router,1
470,normal,rl_router,1
471,normal,heuristic_router,0
472,normal,rl_router,1
473,normal,rl_router,1
474,normal,heuristic_router,1
475,normal,rl_router,0
476,holiday_surge,heuristic_router,1
477,normal,heuristic_router,1
478,normal,heuristic_router,1
479,normal,heuristic_router,1
480,normal,rl_router,1
481,normal,rl_router,0
482,normal,heuristic_router,1
483,normal,rl_router,1
484,normal,heuristic_router,0
485,holiday_surge,rl_router,1
486,holiday_surge,rl_router,0
487,normal,rl_router,1
488,normal,heuristic_router,1
489,normal,rl_router,1
490,normal,heuristic_router,1
491,normal,heuristic_router,1
492,normal,heuristic_router,1
493,normal,heuristic_router,1
494,normal,rl_router,1
495,normal,heuristic_router,1
496,normal,heuristic_router,1
497,holiday_surge,rl_router,0
498,normal,heuristic_router,0
499,holiday_surge,rl_router,0
500,normal,heuristic_router,0
501,normal,heuristic_router,1
502,holiday_surge,rl_router,1
503,normal,heuristic_router,1
504,normal,heuristic_router,1
505,normal,rl_router,1
506,holiday_surge,heuristic_router,1
507,holiday_surge,rl_router,0
508,normal,rl_router,1
509,holiday_surge,heuristic_router,1
510,normal,heuristic_router,1
511,normal,rl_router,1
512,holiday_surge,rl_router,1
513,normal,rl_router,1
514,holiday_surge,rl_router,1
515,normal,heuristic_router,1
516,normal,rl_router,1
517,holiday_surge,heuristic_router,0
518,normal,rl_router,1
519,normal,rl_router,1
520,holiday_surge,heuristic_router,1
521,holiday_surge,heuristic_router,1
522,normal,heuristic_router,1
523,normal,rl_router,1
524,holiday_surge,rl_router,1
525,normal,rl_router,0
526,normal,rl_router,1
527,holiday_surge,rl_router,1
528,normal,rl_router,1
529,normal,heuristic_router,1
530,holiday_surge,heuristic_router,1
531,normal,rl_router,1
532,normal,rl_router,1
533,holiday_surge,rl_router,1
534,holiday_surge,heuristic_router,1
535,normal,rl_router,1
536,normal,rl_router,1
537,normal,heuristic_router,1
538,normal,rl_router,1
539,holiday_surge,rl_router,1
540,normal,heuristic_router,0
541,normal,heuristic_router,1
542,normal,rl_router,1
543,normal,rl_router,1
544,normal,heuristic_router,1
545,normal,rl_router,1
546,normal,heuristic_router,1
547,normal,rl_router,1
548,normal,rl_router,0
549,normal,rl_router,1
550,normal,heuristic_router,1
551,holiday_surge,heuristic_router,0
552,normal,heuristic_router,1
553,holiday_surge,rl_router,0
554,normal,heuristic_router,1
555,normal,rl_router,1
556,normal,heuristic_router,0
557,normal,rl_router,1
558,holiday_surge,heuristic_router,1
559,holiday_surge,rl_router,1
560,normal,rl_router,1
561,normal,rl_router,1
562,holiday_surge,heuristic_router,0
563,normal,heuristic_router,1
564,normal,heuristic_router,1
565,holiday_surge,rl_router,0
566,holiday_surge,heuristic_router,1
567,normal,rl_router,1
568,normal,heuristic_router,1
569,normal,heuristic_router,1
570,normal,heuristic_router,0
571,normal,rl_router,1
572,normal,heuristic_router,1
573,normal,heuristic_router,1
574,holiday_surge,rl_router,0
575,normal,heuristic_router,1
576,holiday_surge,rl_router,1
577,normal,rl_router,1
578,normal,rl_router,1
579,normal,rl_router,1
580,holiday_surge,heuristic_router,0
581,holiday_surge,rl_router,1
582,normal,rl_router,1
583,normal,heuristic_router,1
584,normal,rl_router,1
585,normal,heuristic_router,1
586,normal,heuristic_router,1
587,normal,heuristic_router,1
588,normal,rl_router,1
589,normal,rl_router,1
590,holiday_surge,heuristic_router,0
591,normal,heuristic_router,1
592,normal,rl_router,1
593,normal,rl_router,1
594,holiday_surge,rl_router,1
595,normal,heuristic_router,1
596,normal,heuristic_router,1
597,normal,heuristic_router,1
598,holiday_surge,rl_router,1
599,normal,rl_router,1
600,normal,heuristic_router,1
601,holiday_surge,heuristic_router,1
602,normal,rl_router,1
603,holiday_surge,rl_router,1
604,normal,rl_router,1
605,normal,heuristic_router,1
606,normal,heuristic_router,1
607,holiday_surge,rl_router,1
608,normal,rl_router,1
609,normal,heuristic_router,1
610,normal,heuristic_router,1
611,normal,rl_router,1
612,normal,rl_router,1
613,holiday_surge,rl_router,1
614,normal,heuristic_router,0
615,holiday_surge,rl_router,1
616,normal,rl_router,1
617,normal,rl_router,0
618,holiday_surge,heuristic_router,1
619,holiday_surge,rl_router,1
620,holiday_surge,rl_router,1
621,holiday_surge,rl_router,1
622,normal,rl_router,1
623,normal,rl_router,1
624,normal,rl_router,0
625,holiday_surge,rl_router,0
626,normal,rl_router,1
627,holiday_surge,heuristic_router,1
628,normal,heuristic_router,1
629,normal,rl_router,1
630,holiday_surge,heuristic_router,1
631,holiday_surge,rl_router,1
632,normal,rl_router,1
633,normal,rl_router,1
634,normal,rl_router,1
635,holiday_surge,heuristic_router,1
636,normal,heuristic_router,1
637,normal,heuristic_router,1
638,normal,heuristic_router,1
639,normal,rl_router,1
640,normal,heuristic_router,1
641,holiday_surge,rl_router,1
642,normal,rl_router,1
643,holiday_surge,rl_router,1
644,holiday_surge,heuristic_router,0
645,normal,rl_router,1
646,normal,heuristic_router,1
647,normal,rl_router,1
648,normal,heuristic_router,1
649,normal,heuristic_router,1
650,normal,rl_router,1
651,holiday_surge,rl_router,1
652,holiday_surge,heuristic_router,1
653,holiday_surge,rl_router,1
654,normal,rl_router,1
655,holiday_surge,heuristic_router,1
656,normal,rl_router,1
657,normal,rl_router,1
658,holiday_surge,heuristic_router,0
659,normal,rl_router,1
660,normal,rl_router,1
661,holiday_surge,heuristic_router,1
662,holiday_surge,rl_router,1
663,holiday_surge,rl_router,1
664,holiday_surge,heuristic_router,1
665,normal,heuristic_router,1
666,holiday_surge,heuristic_router,1
667,holiday_surge,heuristic_router,1
668,holiday_surge,heuristic_router,1
669,normal,rl_router,0
670,normal,heuristic_router,1
671,holiday_surge,rl_router,0
672,normal,heuristic_router,0
673,holiday_surge,rl_router,1
674,normal,heuristic_router,0
675,normal,heuristic_router,1
676,holiday_surge,rl_router,1
677,normal,heuristic_router,0
678,holiday_surge,rl_router,0
679,normal,rl_router,1
680,normal,rl_router,1
681,normal,heuristic_router,1
682,normal,heuristic_router,0
683,normal,heuristic_router,1
684,normal,heuristic_router,1
685,normal,rl_router,1
686,normal,heuristic_router,1
687,normal,heuristic_router,1
688,holiday_surge,rl_router,1
689,holiday_surge,heuristic_router,0
690,normal,rl_router,1
691,normal,rl_router,1
692,normal,rl_router,1
693,holiday_surge,rl_router,0
694,normal,rl_router,1
695,holiday_surge,rl_router,1
696,normal,rl_router,1
697,holiday_surge,rl_router,1
698,holiday_surge,heuristic_router,0
699,normal,rl_router,1
700,normal,heuristic_router,1
701,normal,heuristic_router,1
702,normal,rl_router,1
703,normal,rl_router,1
704,normal,heuristic_router,1
705,normal,rl_router,1
706,normal,heuristic_router,1
707,holiday_surge,heuristic_router,1
708,normal,rl_router,1
709,normal,heuristic_router,1
710,normal,rl_router,1
711,holiday_surge,heuristic_router,0
712,normal,rl_router,1
713,holiday_surge,heuristic_router,1
714,normal,rl_router,1
715,normal,rl_router,1
716,normal,heuristic_router,1
717,normal,heuristic_router,1
718,normal,rl_router,0
719,holiday_surge,rl_router,0
720,normal,rl_router,1
721,holiday_surge,heuristic_router,1
722,normal,rl_router,1
723,normal,rl_router,1
724,normal,heuristic_router,1
725,holiday_surge,heuristic_router,1
726,normal,rl_router,1
727,normal,rl_router,1
728,holiday_surge,heuristic_router,0
729,holiday_surge,heuristic_router,1
730,normal,rl_router,1
731,normal,rl_router,1
732,normal,rl_router,1
733,normal,heuristic_router,1
734,normal,rl_router,1
735,holiday_surge,heuristic_router,1
736,normal,rl_router,1
737,normal,heuristic_router,1
738,holiday_surge,rl_router,1
739,normal,heuristic_router,1
740,holiday_surge,heuristic_router,1
741,holiday_surge,rl_router,1
742,normal,heuristic_router,1
743,normal,heuristic_router,1
744,normal,heuristic_router,1
745,holiday_surge,rl_router,1
746,normal,rl_router,1
747,normal,heuristic_router,1
748,normal,rl_router,1
749,normal,rl_router,1
750,normal,heuristic_router,1
751,holiday_surge,heuristic_router,1
752,normal,heuristic_router,1
753,normal,heuristic_router,1
754,holiday_surge,heuristic_router,1
755,normal,heuristic_router,1
756,normal,heuristic_router,1
757,holiday_surge,heuristic_router,1
758,normal,heuristic_router,1
759,normal,heuristic_router,1
760,normal,heuristic_router,1
761,normal,heuristic_router,1
762,holiday_surge,rl_router,1
763,holiday_surge,heuristic_router,1
764,holiday_surge,heuristic_router,1
765,holiday_surge,rl_router,1
766,holiday_surge,heuristic_router,1
767,holiday_surge,rl_router,1
768,normal,heuristic_router,1
769,holiday_surge,rl_router,1
770,holiday_surge,heuristic_router,1
771,normal,heuristic_router,1
772,normal,rl_router,1
773,holiday_surge,heuristic_router,1
774,holiday_surge,heuristic_router,1
775,normal,rl_router,1
776,normal,heuristic_router,0
777,holiday_surge,rl_router,0
778,holiday_surge,heuristic_router,1
779,normal,rl_router,1
780,holiday_surge,heuristic_router,1
781,normal,rl_router,1
782,normal,heuristic_router,1
783,holiday_surge,rl_router,1
784,normal,rl_router,1
785,holiday_surge,rl_router,1
786,normal,heuristic_router,1
787,holiday_surge,rl_router,1
788,holiday_surge,heuristic_router,1
789,holiday_surge,rl_router,0
790,normal,rl_router,1
791,normal,rl_router,1
792,normal,heuristic_router,1
793,normal,heuristic_router,1
794,normal,heuristic_router,1
795,normal,heuristic_router,1
796,holiday_surge,heuristic_router,1
797,normal,heuristic_router,0
798,normal,heuristic_router,1
799,holiday_surge,rl_router,1
800,holiday_surge,heuristic_router,1
801,normal,heuristic_router,1
802,normal,rl_router,1
803,holiday_surge,heuristic_router,1
804,normal,heuristic_router,0
805,holiday_surge,rl_router,1
806,normal,rl_router,1
807,normal,rl_router,1
808,holiday_surge,rl_router,1
809,normal,heuristic_router,1
810,normal,heuristic_router,0
811,holiday_surge,heuristic_router,1
812,holiday_surge,rl_router,1
813,normal,rl_router,1
814,normal,rl_router,1
815,normal,rl_router,1
816,normal,rl_router,1
817,normal,rl_router,1
818,normal,heuristic_router,1
819,normal,rl_router,1
820,normal,rl_router,1
821,normal,heuristic_router,1
822,normal,rl_router,1
823,normal,heuristic_router,1
824,normal,rl_router,1
825,normal,rl_router,1
826,normal,heuristic_router,1
827,normal,rl_router,1
828,normal,heuristic_router,1
829,holiday_surge,heuristic_router,1
830,holiday_surge,heuristic_router,1
831,normal,rl_router,1
832,normal,rl_router,1
833,normal,heuristic_router,1
834,normal,heuristic_router,1
835,normal,rl_router,1
836,normal,heuristic_router,0
837,holiday_surge,rl_router,1
838,normal,rl_router,1
839,normal,rl_router,1
840,normal,heuristic_router,0
841,holiday_surge,rl_router,1
842,holiday_surge,rl_router,0
843,normal,heuristic_router,1
844,normal,heuristic_router,1
845,holiday_surge,rl_router,1
846,normal,rl_router,1
847,normal,heuristic_router,1
848,normal,heuristic_router,1
849,normal,heuristic_router,0
850,holiday_surge,rl_router,1
851,normal,heuristic_router,1
852,normal,heuristic_router,1
853,normal,heuristic_router,0
854,normal,rl_router,1
855,normal,rl_router,1
856,normal,heuristic_router,1
857,holiday_surge,rl_router,1
858,normal,rl_router,1
859,normal,heuristic_router,1
860,holiday_surge,heuristic_router,1
861,holiday_surge,heuristic_router,1
862,normal,heuristic_router,1
863,normal,heuristic_router,0
864,holiday_surge,heuristic_router,0
865,normal,heuristic_router,1
866,normal,rl_router,1
867,holiday_surge,rl_router,1
868,normal,rl_router,1
869,normal,rl_router,1
870,normal,rl_router,1
871,normal,heuristic_router,1
872,normal,heuristic_router,1
873,holiday_surge,rl_router,0
874,normal,rl_router,1
875,holiday_surge,rl_router,0
876,holiday_surge,rl_router,1
877,holiday_surge,rl_router,0
878,normal,heuristic_router,1
879,normal,rl_router,1
880,holiday_surge,rl_router,0
881,normal,heuristic_router,1
882,normal,rl_router,1
883,normal,rl_router,1
884,normal,heuristic_router,1
885,normal,heuristic_router,1
886,normal,rl_router,1
887,normal,rl_router,1
888,holiday_surge,rl_router,1
889,normal,rl_router,1
890,normal,rl_router,0
891,normal,rl_router,1
892,normal,rl_router,1
893,normal,heuristic_router,1
894,normal,heuristic_router,1
895,normal,rl_router,1
896,normal,heuristic_router,1
897,normal,rl_router,1
898,normal,rl_router,1
899,normal,rl_router,1
900,normal,heuristic_router,1
901,holiday_surge,heuristic_router,1
902,normal,heuristic_router,1
903,normal,rl_router,1
904,normal,rl_router,1
905,holiday_surge,heuristic_router,0
906,normal,heuristic_router,1
907,normal,heuristic_router,1
908,normal,rl_router,1
909,normal,rl_router,1
910,normal,heuristic_router,1
911,normal,heuristic_router,0
912,normal,rl_router,1
913,holiday_surge,rl_router,1
914,normal,rl_router,1
915,normal,heuristic_router,1
916,normal,rl_router,1
917,normal,heuristic_router,1
918,holiday_surge,heuristic_router,0
919,holiday_surge,heuristic_router,0
920,normal,heuristic_router,1
921,holiday_surge,rl_router,1
922,normal,heuristic_router,1
923,holiday_surge,heuristic_router,0
924,holiday_surge,heuristic_router,1
925,normal,heuristic_router,0
926,normal,heuristic_router,1
927,holiday_surge,rl_router,0
928,normal,heuristic_router,1
929,holiday_surge,heuristic_router,0
930,holiday_surge,rl_router,1
931,holiday_surge,heuristic_router,1
932,normal,heuristic_router,0
933,holiday_surge,rl_router,0
934,normal,rl_router,1
935,normal,rl_router,1
936,normal,heuristic_router,1
937,normal,heuristic_router,1
938,normal,heuristic_router,1
939,holiday_surge,heuristic_router,1
940,normal,heuristic_router,1
941,holiday_surge,rl_router,1
942,holiday_surge,heuristic_router,1
943,normal,heuristic_router,1
944,normal,rl_router,1
945,normal,heuristic_router,1
946,normal,rl_router,1
947,normal,rl_router,1
948,normal,heuristic_router,1
949,normal,heuristic_router,1
950,normal,rl_router,1
951,holiday_surge,rl_router,1
952,normal,rl_router,1
953,normal,heuristic_router,1
954,normal,heuristic_router,0
955,normal,rl_router,1
956,normal,heuristic_router,1
957,normal,rl_router,1
958,normal,rl_router,1
959,normal,heuristic_router,1
960,normal,heuristic_router,1
961,normal,heuristic_router,1
962,normal,heuristic_router,1
963,normal,rl_router,1
964,holiday_surge,rl_router,1
965,normal,rl_router,1
966,holiday_surge,heuristic_router,1
967,normal,heuristic_router,1
968,holiday_surge,rl_router,1
969,normal,heuristic_router,1
970,holiday_surge,heuristic_router,1
971,holiday_surge,rl_router,1
972,normal,rl_router,1
973,normal,heuristic_router,1
974,holiday_surge,heuristic_router,0
975,holiday_surge,heuristic_router,1
976,normal,heuristic_router,1
977,normal,heuristic_router,1
978,normal,heuristic_router,1
979,holiday_surge,rl_router,0
980,normal,heuristic_router,1
981,normal,heuristic_router,1
